tweet,date_time
Which of my Real Madrid goals is your favourite? Tell me on Sportlobster now http://t.co/Ky0eElqNaN,26/09/2014 10:57
Round 3 of @GAMEbyRonaldo it's on with lots of action coming. Sign up your #5aside team for the competition on http://t.co/8ApMhR4qHO,25/09/2014 15:22
Think you've got the best #5aside Team around? Sign up for Round 3 of @GAMEbyRonaldo and BE that Team! http://t.co/jUDbqSWiDk,25/09/2014 15:08
"Wow! Reached the 30 million followers on Twitter, it’s amazing. Thanks everyone.",24/09/2014 17:21
You asked: Hello from mexico http://t.co/HHLUmd3qPU,24/09/2014 15:07
"You asked: Eres el mejor del mundo, te admiro mucho! saludos desde Bolivia! ❤️💛💚 http://t.co/UO9nsR68Ak",24/09/2014 15:07
You asked: Hello from Poland  http://t.co/zrBUNXPwMI,24/09/2014 15:05
"You asked: Hello from Los Angeles California, how are you today?  http://t.co/6CrT9DlIG1",24/09/2014 15:01
You asked: Hi CR7 can you say hello to India . http://t.co/REx8RmPtG3,24/09/2014 14:58
"You asked: hello from morocco 
 http://t.co/gbuEyP5953",24/09/2014 14:58
You asked: Hello from Sweden http://t.co/7azpYseGEd,24/09/2014 14:55
"Another exciting match
for Real Madrid with a win against Elche. Let’s go team!        http://t.co/v009wdRXzZ http://t.co/XzhlpCDZz6",24/09/2014 10:12
What a great match yesterday! Hala Madrid. http://t.co/z1THlpKX3G,21/09/2014 10:53
"Challenge yourself and #dontcrackunderpressure
  http://t.co/bSOe1mWzb3",18/09/2014 15:03
What was your favourite moment from last night's match? Please let me know in the RealMadrid Fanzone on sportlobster http://t.co/Ky0eElqNaN,17/09/2014 17:22
What a fantastic @realmadrid team work with the win last night. #HalaMadrid http://t.co/ZaJsMAoqcf,17/09/2014 14:35
Ready for the game #HalaMadrid @officialpepe @jamesdrodriguez @12MarceloV @NavasKeylor http://t.co/WeU7xf3ArY,13/09/2014 12:32
"Desejo boa sorte à nossa Selecção, nova etapa, estamos juntos.",07/09/2014 13:56
Los nuevos compañeros son top! y con ellos hemos completado una gran plantilla. Vamos a por todas! Un abrazo y Hala Madrid!,06/09/2014 14:23
Mis declaraciones se han malinterpretado. Ayer escuché a mi Presi y estoy con él al 100%.,06/09/2014 14:23
We have the winner! Well done @carolinaxo___ Follow me on Sportlobster to know more. http://t.co/Yy8xMWjsNb http://t.co/ScUyy3f28x,05/09/2014 16:42
Your last #FindMyCR7Shirt clue! You still haven’t found it? The last clue is here: http://t.co/Yy8xMWjsNb,05/09/2014 14:54
Your second #FindMyCR7Shirt clue! No one has found the shirt yet. Get the second clue here: http://t.co/Yy8xMWjsNb,05/09/2014 14:13
Your first #FindMyCR7Shirt clue is on Sportlobster now! Read it there and go looking! http://t.co/TG9RTMUgxK,05/09/2014 13:23
Later I will give clues on http://t.co/cL83RStfqE so you can find a signed Portugal shirt in London. #FindMyCR7shirt http://t.co/ge7j3409yI,05/09/2014 08:01
1M followers on Sportlobster! A signed shirt will be hidden tomorrow. Clues on Sportlobster http://t.co/Yy8xMWjsNb http://t.co/t6cc5RAHnN,04/09/2014 17:27
"Check out what happened when I joined @JensonButton in the track. #DontCrackUnderPressure @TAGHeuer 
http://t.co/fsohf8inhV",04/09/2014 14:47
Great day at the track! #DontCrackUnderPressure @JensonButton @TAGHeuer http://t.co/KCLU3sCCiI,01/09/2014 16:43
How fun shooting balls on the track with @jensonbutton #DontCrackUnderPressure @tagheuer http://t.co/uXC5cQ7JiX,01/09/2014 16:11
Speedy ride on the track with @JensonButton #DontCrackUnderPressure @tagheuer http://t.co/w7GWNkLUBX,01/09/2014 16:02
My son wearing the special helmet. #DontCrackUnderPressure http://t.co/voloYWoWTo,01/09/2014 13:32
Let’s go for some laps. @JensonButton  #DontCrackUnderPressure @TAGHeuer http://t.co/r6QaXX0Jzj,01/09/2014 12:47
Getting ready for some speed with @JensonButton #DontCrackUnderPressure @TAGHeuer http://t.co/l2KvszTJq7,01/09/2014 12:28
.@JensonButton OK Let’s do that #DontCrackUnderPressure,29/08/2014 17:25
You asked: Say hello to Ireland 😘 http://t.co/e6JdR6j5lO,29/08/2014 15:59
"You asked: Can you say ""Hello Aamna"" a very big fan of yours from England :')? http://t.co/wCxWdDoNiF",29/08/2014 15:57
You asked: Greeeetings from austria and congrats for the price! HALA MADRID HALA CR7 http://t.co/WMe52sgc3P,29/08/2014 15:54
You asked: How do you think about Japan? http://t.co/aHeD2cajx5,29/08/2014 15:52
You asked: Felicitaciones saludos de venezuela  http://t.co/TT30IYLuBU,29/08/2014 15:51
You asked: Olá Cristiano! Sou portuguesa e quero-te dizer que mais um vez orgulhaste Portugal! Força :) http://t.co/pVc3aMwxe8,29/08/2014 15:50
You asked: Can you say hi Rodrigo...! From Honduras..! Please http://t.co/ICcW6TohR0,29/08/2014 15:49
You asked: How are you today? http://t.co/kM5zjlcZKA,29/08/2014 15:47
You asked: Cristiano!!! Te admiroo! Eres el mejoor! Saludos desde Bolivia.  http://t.co/g5ZPFLDf9S,29/08/2014 15:46
You asked: Hi Cristiano! You are my idol and inspire me in all that I do. Now I am learning Portuguese! http://t.co/e49J6P22va,29/08/2014 15:45
You asked: What are your favourite sports ?  http://t.co/VyRlLxVqH3,29/08/2014 15:42
You asked: Greetings from Holland !  http://t.co/ohsG7T7pUA,29/08/2014 15:42
"You asked: ojala que algún día me saludaras :(, saludos para Peru. http://t.co/VZRYbH7eBe",29/08/2014 15:41
"You asked: Hi Cristiano, can you say me ""Ciao Miriam""! You're my idol and I'm your biggest fan from Italy! http://t.co/GNAWVy2VtW",29/08/2014 15:40
"You asked: Hi Cristiano. Can you say ""hi bahar"" greetings from Denmark idol&lt;3 http://t.co/XK7BUAFKyt",29/08/2014 15:39
You asked: Argentina loves you http://t.co/zlgfoUnxU0,29/08/2014 15:38
I've followed two lucky fans on Sportlobster. Are you one of them? Download the app now and it might be you next time http://t.co/XmEbAuILOn,29/08/2014 14:15
#UEFAbestplayer of Europe. What a joy to win this trophy that I want to share with all of you. Thank you. http://t.co/HYbr9lEg70,28/08/2014 18:43
.@JensonButton I’m on! Thrilled to get on the grid asap #DontCrackUnderPressure,28/08/2014 15:37
.@JensonButton Up to exercise? Some slalom with the ball in the field? What time can you do? #DontCrackUnderPressure,28/08/2014 13:32
Fun time with my kid last night.  http://t.co/rUHfycuj7K http://t.co/SmqSRjExWf,28/08/2014 11:00
Ready to try my new Mercurial Superfly http://t.co/0IvEBzFuw8 http://t.co/yNNp5OnSlZ,27/08/2014 14:20
There will be prizes on the most active cities and #London is already in. Join @GAMEbyRonaldo http://t.co/HHGZ3eUUFy,27/08/2014 11:05
"Attention #5aside teams, Round Two of @GAMEbyRonaldo just started! Join the competition at http://t.co/IWx8rh7TEf",27/08/2014 11:04
"Watch me and my #Mercurial in ""Fast"" on the @NikeFootball App: http://t.co/1vNQPF9iHV http://t.co/4AHCM6kHFH http://t.co/KOWPEqeGb1",26/08/2014 16:03
Great start of the season for Real Madrid with a win last night. Hala Madrid!  http://t.co/YtcqyCXuRX,26/08/2014 09:58
Tomorrow we'll play for the SuperCup. Post in Real Madrid Fanzone on Sportlobster &amp; I’ll follow someone #halamadrid https://t.co/8k4g3HDhkc,21/08/2014 19:24
Share your enthusiasm with millions of fans on @VivaRonaldo.Android http://t.co/nxhqWuFtRE iOS http://t.co/fgYWF5kmm2 http://t.co/AV6T1k7X9j,21/08/2014 13:57
Happy to take part of it #ALS #Icebucketchallenge @JMC_Foundation http://t.co/m2B3Sj1MEA,17/08/2014 17:30
Here’s an exclusive behind the scenes look at my Rankin X Ronaldo for #CR7Underwear shoot. Hope you all like it http://t.co/dbA29lKbJq,14/08/2014 16:58
Support your team by becoming a blogging correspondent on Sportlobster this season https://t.co/OpIkoL6P6N,14/08/2014 09:48
Great pic from a great night! #RealMadridSevilla #HalaMadrid #SuperCup Amazing kick off for the team. http://t.co/MasvAlA89p,13/08/2014 16:57
"UEFA SuperCup Champions #RealMadridSevilla #HalaMadrid #SuperCup @realmadrid 
 
 http://t.co/D4h0IYwBto http://t.co/9HamwVVn1V",13/08/2014 11:38
All set for the UEFA Super Cup final today #RealMadridSevilla #halamadrid  http://t.co/EgihUuNMPp http://t.co/0OINv1GqGq,12/08/2014 12:34
@Gunner_55 Greetings Ireland.,08/08/2014 14:13
@zarateimouri Thanks Sweden.,08/08/2014 14:12
Thanks @ImJamalhd and all the supporters in Denmark.,08/08/2014 14:03
@AndreeaRonaldo Hello Andrea.,08/08/2014 13:54
Thanks @Anax33_ A big hello to New York.,08/08/2014 13:53
Gracias @ApoyoCR7 #halamadrid,08/08/2014 13:52
"Today’s training session @realmadrid 
 
 http://t.co/yFZX0EzOsk",08/08/2014 13:49
Check out my Rankin X Ronaldo for #CR7Underwear film now on http://t.co/hvDVvAxU0p.  I’m wearing my favourite style from the new collection!,07/08/2014 14:46
Thanks @emirsoysaal. Hope to see all the fans supporting the team.,06/08/2014 13:58
@AinoaRonaldita7 Muchas gracias por el apoyo.,06/08/2014 13:56
@nataliesazzurri Here you go! Hello Australia.,06/08/2014 13:55
@NikolasRoufas Thanks for the support.,06/08/2014 13:55
@Ang7lita_ Bonjour France!,06/08/2014 13:54
@SoyTanKelly Hoy es el dia! Hola Kelly!,06/08/2014 13:53
@esttttttttther Por supuesto. Hola España!!!,06/08/2014 13:52
@_Bruno_305 Olá a todos no Brasil.,06/08/2014 13:48
Thank you @Luis_Sanchez4u #halamadrid,06/08/2014 13:47
@LipiRad Hola Paraguay.,06/08/2014 13:46
The beginning of the season is almost here. Go to the Spanish La Liga Fanzone on Sportlobster &amp; support your team http://t.co/ikXlzJt4zw,06/08/2014 13:19
Proud to launch my Rankin X Ronaldo for #CR7Underwear campaign! New collection now live on http://t.co/hvDVvAxU0p http://t.co/Fv6IwvEl1N,04/08/2014 10:43
"With @SRod7 and @LilTunechi we introduce @euro and leak his music - https://t.co/qoGIHpJgQc

DL here - http://t.co/JoSPjCLqvx",31/07/2014 20:26
"You asked: Can you please say ""Hello Denmark"", idol?  http://t.co/7TqK9MuptK",31/07/2014 14:46
You asked: Un saludo a españa please idol? http://t.co/PCfMI794Yr,31/07/2014 14:44
You asked: Hi how are you ? http://t.co/HuWyMW8jsr,31/07/2014 14:42
You asked: Please say hi to Margareth in Peru. Hala Madrid! http://t.co/t8sWrAte2b,31/07/2014 14:40
"You asked: Olá Cristiano! Podes dizer ""Olá Portugal""?  http://t.co/EJq4tPgePg",31/07/2014 14:39
You asked: Kisses from Croatia! ♥ http://t.co/puHdzl5HOU,31/07/2014 14:38
You asked: Can you say hi to Minnesota http://t.co/JWKWOPEvBG,31/07/2014 14:37
"You asked: I'm italian and you are my idol, please write me something😚 http://t.co/obGUQ3trQ0",31/07/2014 14:35
"You asked: Um ola para mim, Vanessa ?  http://t.co/L0hBmoWBPJ",31/07/2014 14:34
You asked: Can you say hey to your fans in New Orleans ?? http://t.co/i1n85b3ENg,31/07/2014 14:34
You asked: Please say hi to Daniel in Scotland http://t.co/mZpRA1HN2E,31/07/2014 14:33
You asked: Can you say hello to all the fans in The Netherlands? It would be amazing idol' http://t.co/59F3kIh49M,31/07/2014 14:32
You asked: Hello greetings from the US http://t.co/PKpyeHkMQe,31/07/2014 14:31
"You asked: Hi Cris, can you say '' Hi Alyaa ''???? It would  make me the Happiest girl in the World http://t.co/WfbgNUbAkx",31/07/2014 14:28
"Hoje é um grande dia para a Selecção de Sub-19, pois jogam a final do Campeonato da Europa.Estão todos de parabéns.Boa sorte! #forçaportugal",31/07/2014 13:59
@karstenholmen Hi Norway!,29/07/2014 13:52
@HM10719 Thank you Japan!,29/07/2014 13:51
@Ellewath @katieronaldo7 Hello to all the fans from Canada!,29/07/2014 13:46
@MishellGillen Hola Colombia!,29/07/2014 13:43
@Anthonysh_ Hello Venezuela.,29/07/2014 13:43
@amayesc Hola Honduras.,29/07/2014 13:43
"Well thank you, @edsonovo",29/07/2014 13:35
Thanks @Aymen_rm,29/07/2014 13:33
Hello @Reeehhaam. How are you?,29/07/2014 13:32
Already in Dallas! http://t.co/JXAFrKSKIA,29/07/2014 12:58
Here it is! Exclusive behind the scenes from my new #CR7underwear campaign launching next week. Stay tuned! http://t.co/IHyD303vMv,27/07/2014 17:58
"There have been news about changes on my management team - it's all false, and I can assure the team is - and will be - the same.",26/07/2014 16:46
Nice to hang out with the champ @FloydMayweather http://t.co/JG73hv6v0v,26/07/2014 15:23
Pre-season starts this weekend in the USA! Download the free Sportlobster App now and join the action https://t.co/TiosX2z9F0,25/07/2014 20:17
@Fran_Oviedo Saludos Venezuela!,25/07/2014 16:17
@angela_mazur Hello to all the fans from Poland!,25/07/2014 16:15
@Dania_cr7kaka Saludos Honduras.,25/07/2014 16:15
@jaiorjye Hi Maria!,25/07/2014 16:13
@agung_yuda2 Hello Indonesia!,25/07/2014 16:08
@ilhamakabar @SFQ_7 Hello Sarah!,25/07/2014 16:07
"@ErikaRonaldo_7 I'm good, how are you?",25/07/2014 16:07
@ArturoCris10 Thanks. You too.,25/07/2014 16:03
RT @SamsungMobile In surfing #Everydayisdayone. We're proud to be the first global partner of the @ASP http://t.co/PBeW81JrT0 @TiagoPires80,25/07/2014 14:31
YMCMB with @jpn_pmo what you think @srod7 @liltunechi @euro http://t.co/qKVUgDuDZn,24/07/2014 18:18
Want to see an exclusive sneak peek behind my new #CR7Underwear campaign launching next week? Go to http://t.co/7QxpNHNVwW for details!,24/07/2014 14:48
"Have you seen my #CR7emag? Lots of cool stories, videos and pictures. Like the story about Madeira, where I grew up. http://t.co/BCLS3ixS2G",24/07/2014 11:09
With my friend president Tsuyoshi Matsushita. http://t.co/sJ4pNRCvwd,23/07/2014 18:37
Thank you Japan. http://t.co/naZGJj9VJI  http://t.co/sosmztwEl7,23/07/2014 08:49
Got #NothingtoHide? Prove it! Check out #exclusive behind the scenes shots from my latest #CLEARHair commercial http://t.co/SZbLqGBO6L,21/07/2014 10:14
http://t.co/Q1qnka2Q7f http://t.co/p5OznlLGS0,21/07/2014 09:11
I'm on my way to... http://t.co/i69b8F8suz http://t.co/PDaPXw7gBq,20/07/2014 22:33
Woah! Thanks for an amazing ride #GALAXY11! See you on the pitch @Falcao! http://t.co/JkSRSseOSY  http://t.co/4Y85iqoUf3,20/07/2014 19:12
Time to fly again.  http://t.co/Lp1daA1Xmu http://t.co/rWgx3yyec3,19/07/2014 14:12
Happy to announce my newest range of products: Cristiano Ronaldo Footwear #CR7footwear http://t.co/6UXNEOxD5O,17/07/2014 15:16
Thanks everyone who voted and made it possible for me to win the @ESPYS for Best International Athlete.    http://t.co/lptBVXAh46,17/07/2014 11:03
Enjoying another great sunset.  http://t.co/vVGMx8wS1O http://t.co/4Dt6ITAw5K,16/07/2014 18:34
"Hey guys, my digital magazine #CR7emag is now available for free. For iOS and Android. Download it here: http://t.co/pgklp5bLwu",14/07/2014 14:09
Spa at night.  http://t.co/D3QgvRDXCi http://t.co/r1r63zZqTV,12/07/2014 19:29
Sportlobster is running a cool football competition. Post your photos on http://t.co/1xxKPctVt6 &amp; win my signed shirt http://t.co/aOqy0JH3La,12/07/2014 08:37
The lucky TOPwinners are now boarding to Rio de Janeiro to watch the big final. Have fun guys. http://t.co/G1KIPLSNgU http://t.co/icf55FCwOo,11/07/2014 13:38
Morning ride.  http://t.co/IwAvmwGnbM http://t.co/Ez5erovgHk,11/07/2014 09:50
"Hey guys, I'm nominated for @ESPYS Best International Athlete. Have you voted your favorite? http://t.co/iIGw9iroqG http://t.co/8GudD1CdeL",10/07/2014 11:50
Are you the world’s biggest football fan? Share a photo with #PassionPulse! #GALAXYS5 http://t.co/dcko3wDHZX  http://t.co/BxBsn6z8sO,09/07/2014 19:39
"Avó, estás sempre no meu coração. Descanse em paz, beijos de todos os netos. http://t.co/rwa8qBPJPu",08/07/2014 14:07
"Don Alfredo leaves us, but his memory will last forever in our hearts. Legends never die. Thanks for everything Maestro. #EternoAlfredo",07/07/2014 16:46
"It’s a very sad day. For me, for all the madridistas, for the world of football. #EternoAlfredo http://t.co/VKRbSmO61s",07/07/2014 16:45
I am excited to announce that I am launching my first #CR7shirts collection towards the end of this year. Check out http://t.co/VUOf12hIBr,07/07/2014 09:16
Happy to meet Dsquared brothers yesterday. http://t.co/P4LHFIvlIK http://t.co/K1JbACiXbK,04/07/2014 14:01
"My favorite #CR7DriventoPerfection video.Don't ever lose your drive @david_alexi,you never know where it'll take you http://t.co/sccLlTJcTj",03/07/2014 17:01
Starting the holidays playing with the sun in this landscape. Thank you for the support during all season. http://t.co/0BnVLx9o4Z,03/07/2014 12:52
The second Topwinner who will fly to the Final in Rio is Anna Marcus. More games &amp; prizes: http://t.co/5GyKd3CIa1 http://t.co/7yFTfNqkzo,02/07/2014 15:46
First winner Fazil Terriche will fly to Rio! You can be the next! Last chance! http://t.co/u6Nt0apHMv http://t.co/2Yuq1ThuE5,30/06/2014 16:06
You asked: Please say 'Hello Ben' You are my favourite player of all time! http://t.co/AV0FZyXSBn,30/06/2014 13:52
"You asked: Por favor Cristiano me podrías decir ""hola Macarena"" me haría muy feliz.  http://t.co/KcttYB5E7W",30/06/2014 13:50
"You asked: Your my idol, say ""hello Ciaran"" I'm from Ireland :) http://t.co/8se0EwgBzm",30/06/2014 13:48
You asked: Please say 'Hello Jordannah' I'm from Wales and you're my idol :) http://t.co/511ZWDq5Np,30/06/2014 13:47
"You asked: Hi, i'm your fan #1 in egypt , can you say me hello ? http://t.co/RxyyOUIxvx",30/06/2014 13:44
"You asked: Hi Cristiano! I'm from Portugal. Can you say ""Hi Mariana"" to me?  http://t.co/rUTQdB9ydw",30/06/2014 13:43
You asked: A hello to peru please? http://t.co/pSWhsNVovQ,30/06/2014 13:37
"You asked: Hi Cristiano,I'm from Italy,can you say'ciao Federica' please?💕 http://t.co/qmcRbmbjFV",30/06/2014 13:33
"You asked: Hi, i'm your fan #1 in Paris, can you say me hello?  http://t.co/fjgpOVPTcL",30/06/2014 13:32
"You asked: Hi crisitiano, im a huge fan from canada, can you say Hi please?xxxxxxxx http://t.co/mCXinzRtWX",30/06/2014 13:31
You asked: Can you say Hi? I'm your fan #1. I dream of seeing you again someday. Greetings from Paraguay http://t.co/abEu45BUdB,30/06/2014 13:27
You asked: Hello Cristiano. I'm your big fan from Russia. How are you? http://t.co/5PbV6ZcRyi,30/06/2014 13:24
"You asked: Besides football, which other hobbies do you enjoy? http://t.co/UNv6q3NRv9",30/06/2014 13:23
You asked: Can you send me a picture on you when you playing football in CF Androinha? http://t.co/akciAWNuHz,30/06/2014 13:21
"Congratulations Fazil Tarriche.You won 2 tickets to the Final, Brazil!Be the next, last chance http://t.co/sJfQpcsnOA http://t.co/u1g6YwUbB5",25/06/2014 19:22
Already in Manaus. #forçaportugal #nationalteam #worldcup http://t.co/wawZ7T0arK,21/06/2014 18:59
Listening to this song before the game in space... I'm going to fly on the field! #GALAXY11 http://t.co/asROcP0FFg,20/06/2014 19:27
Help me and @FALCAO show those aliens who's boss! You could win big! #GALAXY11 http://t.co/o4yC9WUEO1,20/06/2014 16:34
"Hoje, quando a nossa epopeia finalmente começar, seremos muito mais do que 10 milhões... http://t.co/CxNgIG0a7a http://t.co/1AvvlOyYgv",16/06/2014 11:41
Go get the 2 all-in tickets to the Final in Brazil!  http://t.co/QcRcJwRgGt http://t.co/McvEky8Bgz,15/06/2014 13:27
Check out what happened behind the scenes of my BESA campaign with Anselmo Ralph. https://t.co/JKI99BNMW1,14/06/2014 17:20
Met brave #NYC kids who survived Superstorm Sandy and are helping other communities with the help of @SavetheChildren http://t.co/ROkDO7Y5nE,13/06/2014 18:10
What a great first training session and day yesterday.  http://t.co/3HmGPTfzXb,13/06/2014 11:41
What a wonderful and warming reception we´re having in Campinas. Thank you everyone #forçaportugal http://t.co/QsUcMga4VZ,12/06/2014 17:14
"With my brothers @SRod7 y @euro , big things this year, ""Don't €xpect Nothing"". http://t.co/VT5piu27jc",12/06/2014 16:03
"Insane first half against the aliens! @Falcao, we'll show them how we play football! #GALAXY11 http://t.co/z0FzRHz6gG http://t.co/pGJ4F1AcO0",12/06/2014 11:39
I’m in Brazil. Want to come here and see the Final? Qualify for 4 signed team shirts here http://t.co/QcRcJwRgGt http://t.co/HZS2KjtG4P,11/06/2014 17:00
#ForçaPortugal. E obrigado @7cristianorb,11/06/2014 16:26
@CRonaldoNews muito obrigado e #ForçaPortugal,11/06/2014 16:15
Muchas gracias a todos @CR7StrongChile,11/06/2014 16:10
Obrigado @CRonaldoFever pelo vosso apoio.,11/06/2014 16:02
Obrigado @LukinhasMendes7,11/06/2014 15:59
"Hello guys, we arrived in Brazil. Any fans from Brazil over here? http://t.co/q7UUO2Vk5f",11/06/2014 15:17
Risk makes the game beautiful. http://t.co/WnJfvhjwIM @nikefootball #riskeverything,09/06/2014 16:10
Do you want to see me singing with Anselmo Ralph? Check out http://t.co/E7NWTTYgOZ,08/06/2014 15:11
Força Portugal! http://t.co/yUJUpuQbv9,07/06/2014 00:39
The world is waiting.  I’m ready for 'The Last Game’ June 9th! @nikefootball #riskeverything http://t.co/wrgm8gYBsx,06/06/2014 14:15
Come support Portugal against Mexico tomorrow at Gillette Stadium #ForçaPortugal,05/06/2014 17:25
"Check out the blog I wrote on Sportlobster, a personal message to my fans ahead of Brazil. Hope you like it! http://t.co/PlQgFRjaMj",05/06/2014 11:55
I'm driven to perfection. Are you? Show how by posting a 15s video or pic tagged #CR7DrivenToPerfection. Learn more http://t.co/csJmFznT9Z,04/06/2014 15:47
"Round Two is on. If you’re a football player, sign up your team now on http://t.co/LSCjChaEww",03/06/2014 17:55
It was a pleasure to invite you to the game.All the best @IFC_FIVES and hope to see you for Round Two @GAMEbyRonaldo http://t.co/f8kJbjsDEA,03/06/2014 17:54
Congrats to @IFC_FIVES from London for winning Round One of @GAMEbyRonaldo!It was great meeting all of you in #Lisbon http://t.co/Omj7yY2K88,03/06/2014 17:53
Today Brazil game starts! You’ll be surprised on http://t.co/qvWsCbE1mp. All-inclusive trip to the Final. Go play it! http://t.co/RrFOjg8VBt,03/06/2014 15:55
A team representing a country! #ForçaPortugal http://t.co/a8ywntsZwm,02/06/2014 15:14
"Leaving Portugal to prepare for the WorldCup Brazil. With open arms to the world, go Portugal! http://t.co/e7lR3eCDzX http://t.co/5AOWhIIizp",02/06/2014 14:00
Happy to spend Children's Day with my son. http://t.co/jFVpmFWaZO,01/06/2014 19:40
You've never seen me play like this! http://t.co/TI0lNisaBw @nikefootball #riskeverything,01/06/2014 15:31
"Hey guys, check out the new cool wallpapers on my website. http://t.co/MGroCC4ZQO ",01/06/2014 11:19
"Were you one of the winners of my #CR7underwear competition? Check out!
http://t.co/iETJySmqKa",01/06/2014 09:46
"Very soon @Sportlobster will reach a million users. To celebrate I will follow the millionth user, will it be you? http://t.co/Eg4C2TJsxf",30/05/2014 17:22
"You asked: Hola Cris, saludos desde Ecuador, éxitos en el mundial, eres el mejor. http://t.co/T9aqKhOxBo",30/05/2014 15:07
"You asked: Can you say ""Ciao Chiara""?I'm italian :)  http://t.co/tFIb5fDaLq",30/05/2014 15:05
"You asked: Say hello to me and my cousin Nicholas, we are huge friends! My name is Brianne :)  http://t.co/JRFEIHBbi0",30/05/2014 15:04
You asked: Can you say hello to me?  My name is Narin and I am from Germany http://t.co/lx2CRb3xwh,30/05/2014 15:03
"You asked: Can you say hello to me?? 
My name is Maria :)  http://t.co/ysDCHUnsHE",30/05/2014 15:00
"You asked: Hola idolo, como estas? Puedes saludarme? Me llamo Mayra y te apoyo desde Argentina idolo! http://t.co/d8n3uIdcvp",30/05/2014 14:59
"You asked: Olá, poderia mandar um abraço para uma grande fã do Brasil? :) http://t.co/swyeKUBQEV",30/05/2014 14:58
"On June 3rd, play for an exclusive trip to Brazil: win top seats for the Final and much more. http://t.co/JEIdecR34r http://t.co/uvXJMMgWxi",30/05/2014 13:40
Download the official song of the Portuguese National Team by @Kikamusicnet produced by @RedOne_Official http://t.co/PWgN0Oe9zq,30/05/2014 11:19
"Here is the official song of the Portuguese National Team for the World Cup, performed by Kika. So uplifting! https://t.co/dd8pgpY1uB",29/05/2014 19:31
"Today, the Sun publishes an interview with me that I never gave. So its content is pure fiction.",29/05/2014 16:54
"Behind the scenes of the @TAGHeuer Shooting, guess which model I chose? http://t.co/CxGiE8uqqt",29/05/2014 09:04
"Next week the National Team will be in the USA preparing the World Cup!First up, Mexico at Gillette Stadium, June 6th.Come support Portugal!",28/05/2014 21:01
Relaxing time. http://t.co/raVxPbnQoV,28/05/2014 19:47
Taking a break to play the new #GALAXY11 Striker Soccer game. Who's got next? http://t.co/RyoDChFzIA http://t.co/3InIC2Amsv,28/05/2014 14:41
Thanks for the support @WayneRooney. Crazy days these last ones!,27/05/2014 14:45
"Play soon for an exclusive trip + seats FINAL Rio, Brazil!  Follow @TopWinGames &amp; register for a signed Team Shirt. http://t.co/dHLdBiUjLv",27/05/2014 13:47
We’re Champions of Europe! I’m living a dream! Thank you all! #halamadrid #UCLfinal #lisbon http://t.co/fJxbG49ET3 http://t.co/pw3qx8QX8P,26/05/2014 08:52
La Décima is ours. Hala Madrid! #uclfinal #realmadrid #lisbon http://t.co/q0NPEFAJCD,24/05/2014 23:04
Let's go team #APorLaDécima!  http://t.co/vkRzCNCFbp,23/05/2014 20:26
"Tomorrow will be a dream come true to play the final in Portugal, my welcoming country. http://t.co/kyfsGYcWG3 http://t.co/AG4Pymxsjz",23/05/2014 11:57
"In the biggest game against our closest rivals, there is only one option. #riskeverything http://t.co/yi5EdBw7bd",23/05/2014 11:14
Acabei de fazer as minhas previsões para o R. Madrid vs. A. Madrid no #VivaRonaldo. E tu? @VivaRonaldo http://t.co/ZQmCmauqWF,22/05/2014 20:13
Saturday we’ll play #APorLaDécima. Cheer for the team and predict the result on Sportlobster http://t.co/4aMqGX2y84,22/05/2014 12:28
Hey all @realmadrid fans! Come cheer us #APorLaDécima. Your support is our strenght.  http://t.co/qPVmohXb81,21/05/2014 14:17
Would u like to fly to the final in Brazil?Pre-register: http://t.co/qvWsCbE1mp &amp; qualify to win a signed Team Shirt. http://t.co/KM5VlsyeFP,20/05/2014 14:32
Training for the final on Saturday! #APorLaDécima @realmadrid  http://t.co/Z72YgacX6A,20/05/2014 11:21
Brazil here we go! #ForçaPortugal http://t.co/obmHyrPSFq,19/05/2014 20:18
"You asked: ¡Hello Cristiano! Can you greet me.
Your great fan from Mexico. http://t.co/bfYAsVsnkw",19/05/2014 14:18
You asked: Hi Ronaldo! I love you so much! Please say hello to me! I am from Turkey!  http://t.co/xpDH5Ppb67,19/05/2014 14:17
"You asked: Hi Cristiano! how are you? can you tell me ""Hello"" Sofia ? http://t.co/6mfqyXGhw4",19/05/2014 14:13
"You asked: Hola Cristiano, puedes saludarme 'Hola Tito'? http://t.co/UyMAMFIcs6",19/05/2014 14:10
You asked: Can you say hello to me.My name is Elbasan. http://t.co/rjLrrZrRA6,19/05/2014 14:09
"You asked: Hi Cristiano, I`m a big fan from Norway!  http://t.co/7AImrp67aW",19/05/2014 14:08
How fun it was to be part of this new commercial. Check out what happened behind the scenes. http://t.co/urSaitfD3X,19/05/2014 13:58
"Hi guys, @VivaRonaldo is giving away 2 shirts signed by me! Check http://t.co/UPqous7vfv for details. #APorLaDecima http://t.co/MjB6ygOeyR",18/05/2014 16:01
Proud to be an ambassador for @sportlobster! Football is my lobster - #WhatsYourLobster? http://t.co/Eg4C2TJsxf http://t.co/i9lYACl80d,17/05/2014 09:47
Great day shooting Rankin x Ronaldo for #CR7Underwear with @rankinphoto. Can't wait to show you the new collection! http://t.co/f9z67i6CDW,16/05/2014 13:57
Know how it feels to be a winner!Pre-register at http://t.co/qvWsCbE1mp and qualify to win a Team Shirt signed by me. http://t.co/lM0IUhJAwf,15/05/2014 14:54
