tweet,date_time,real_distilbert_sentiment, real_sentiment
"TEXAS. WE ARE OUR OWN STATE. #hayrides #glowsticks http://t.co/gs4i6M7Ba3",21/12/2014 02:57,positive,joy
"Family arguments over desert #typical http://t.co/FS9BjpBKwU",21/12/2014 02:09,neutral,neutral
"Texas bound with this chick  @iamashleycook ✈️ #itsthemostwonderfultime #exceptairports http://t.co/TPTmwlDoNs",21/12/2014 01:33,neutral,neutral
"🎶 http://t.co/qgRWZkKnQL",16/12/2014 18:31,neutral,neutral
"NY fam time ☺️ http://t.co/EUJbQSL2Et",15/12/2014 04:27,positive,joy
"Exciting things to come!!! THANKS TO THIS HOT MAMA carlynecerfdedudzeele 😍🌟 http://t.co/avmUVdfag7",15/12/2014 00:34,positive,joy
"Exciting things to come!!! THANKS to this hot mama @carlynecerfdedudzeelle 😍 http://t.co/x8cXYKuvU1",15/12/2014 00:32,positive,joy
"Guess who's officially an Interscope artist ☺️ #thisiswhatdreamsaremadeof http://t.co/01lM5CT5qv",14/12/2014 06:47,positive,joy
"Listen to my @SaturdayOnline interview w/ @WorstAnthony &amp; @OnAirRomeo tonight at 9pmEST. + request #THWWIW using #RomeoPlaySelena",13/12/2014 23:50,neutral,neutral
"@alfredoflores  💜 http://t.co/gabiR1Xy2J",13/12/2014 00:53,positive,joy
"Love to my Hillsong fam. Always. Video in bio. Be sure to grab FOR YOU ☺️ #AMAs http://t.co/uJcQ1andYS",13/12/2014 00:13,positive,joy
"I mean it's my bff birthday weekend so.... @taylorswift13 #NYC @sabellasnyder for doin me up :) http://t.co/alTER1n4yX",12/12/2014 23:39,positive,joy
"@ninezeroone @nikkilee901 riawnacapri ✨✨✨✨✨ #901OG #4life http://t.co/F7OLak1yLf",12/12/2014 06:18,positive,joy
"road trip to the studio http://t.co/1NbMqyWaTX",08/12/2014 18:46,neutral,neutral
"She said.... YES. mariannefonseca and @jmckinney congratulations!!! I'm geeking out because it's my… http://t.co/CSLwCIFrMj",07/12/2014 06:28,positive,joy
"Just posted a photo http://t.co/xSIK9NUbbJ",06/12/2014 20:48,neutral,neutral
"I have not only been following her career as a fan since I was 8 and now get to watch her completely… http://t.co/lVFsgXZwhx",06/12/2014 08:07,positive,joy
"@zedd http://t.co/0SlKAHwSrX",06/12/2014 02:56,neutral,neutral
"Le tapehead_ @leahhaywood @robellmore 🎶🎶🎶🎶🎶 http://t.co/YXqDtkYNto",06/12/2014 01:03,positive,joy
"Just posted a photo http://t.co/TYay5CHs6V",04/12/2014 20:19,neutral,neutral
"My favorite time of the year :) have a great day everyone! God bless http://t.co/pxDUueDtw5",03/12/2014 16:40,positive,joy
"Love what they do. Even the smallest amount counts. #givingtuesday  http:http://t.co/pv3pnguvi2.",03/12/2014 00:12,positive,joy
"It's #GivingTuesday today! Check out how you can support @UNICEFUSA and help stop Ebola in West Africa: http://t.co/ReTY7nLFIK #GivingTower",02/12/2014 23:47,positive,joy
"""You are who you surround yourself with"" #90smusicallnight #breakfastclub2014 #BeyondBlessed http://t.co/W13oqUJQwo",02/12/2014 08:50,positive,joy
"Our bestest guy friend in the world is leaving us for a month. justinstirling 😊 http://t.co/MZsZEsF6ty",02/12/2014 08:18,neutral,sadness
"What the next 4 months will look like. -Even in my hotel rooms. You guys, I'm beyond excited for… http://t.co/gKJZHhdi7h",02/12/2014 05:17,positive,joy
"Last min hang out with my Hillsong fam. Goodnight everybody! God bless http://t.co/jW3tx9SXjz",01/12/2014 09:23,positive,joy
"Happy Sunday everyone! ☺️",30/11/2014 17:23,positive,joy
"@hillsongla http://t.co/OxSguBTDa0",30/11/2014 08:13,neutral,neutral
"Espresso for the grandmas. #iwannagohomeandmakecookies #dinnerparty @gigihadid http://t.co/tgGGDIvuY4",30/11/2014 07:56,neutral,neutral
"Werk momma ☺️ #igetitfrommymomma http://t.co/3Lc9E8usXg",29/11/2014 03:30,positive,joy
"Spending a lil more time with my baby cousins before I leave. I don't wanna go home 😔 xomaddiebearxo 💜 http://t.co/ozkKLyl8aS",29/11/2014 01:42,neutral,sadness
"Yup. #mexitexans #mychildhood ☺️ http://t.co/1TCnJD4p5t",28/11/2014 05:18,positive,joy
"Also thankful for my LA family. ☺️ so blessed to have so many people I can love on and have by my… http://t.co/layxwRxVaP",28/11/2014 04:48,positive,joy
"Thankful for my forever crazy family. ☺️ http://t.co/IsSbbEbIui",28/11/2014 04:29,positive,joy
"My babies ☺️ 🙏 http://t.co/x7ft9hf8RL",27/11/2014 00:58,positive,joy
"Reflecting. Beyond blessed. Wait till you hear what's next... For You is available at @Target http://t.co/57SVawB7fB",26/11/2014 23:32,positive,joy
"Hope yall enjoy, For You. Crazy to see this, from my first single to #TheHeartWantsWhatItWants, all in one place http://t.co/9JPpZc3EqM.",24/11/2014 22:36,positive,joy
"Not a better way to end my night. Surrounded by SO much love. ❤️ http://t.co/FpQqrX8McD",24/11/2014 19:06,positive,joy
"Just posted a photo http://t.co/DYa1E5mSae",24/11/2014 05:28,neutral,neutral
"#thankyoujesus http://t.co/hqqUFGbWMT",24/11/2014 05:20,positive,joy
"Incredible night. For You ft #TheHeartWantsWhatItWants is here http://t.co/ivTn6VHwbo.",24/11/2014 05:10,positive,joy
"Showtime. About to take the #AMAs stage. @Shazam my performance for something special, For You ☺",24/11/2014 02:24,positive,joy
"I can't wait to perform #TheHeartWantsWhatItWants for the first time tonight on the #AMAs. Get it here http://t.co/ivTn6VHwbo.",23/11/2014 22:52,positive,joy
"lucille_houston @jessbogard -our ladies in charge. So happy to have my ladies before my performance… http://t.co/NmlvjVvRP7",23/11/2014 05:13,positive,joy
"#AMAs tomorrow. : @alfredoflores http://t.co/zn04SWWRrV",22/11/2014 21:22,positive,joy
"mariannefonseca @raquellestevens courtneyjbarry @iamashleycook #ladiesnight ☺️ http://t.co/3K0oaiM3zv",22/11/2014 09:43,positive,joy
"Eeeeekkkk #AMAs http://t.co/B5aHvjvplK",21/11/2014 02:45,positive,joy
"#AMAs http://t.co/QLvBB2vwBj",20/11/2014 06:12,neutral,neutral
"Sia bia #2015 ☺️ http://t.co/HjO0ATMTBA",19/11/2014 19:39,positive,joy
"@iHeartRadio ☺️",18/11/2014 17:34,positive,joy
"🙏 http://t.co/bltpjGe9Ar",18/11/2014 03:44,positive,joy
"Rehearsing for the AMAs. Wasn't prepared for how nervous Id be, I mean I've done this before. But now… http://t.co/HAmSeuebNq",17/11/2014 23:29,neutral,fear
"@carrieunderwood :)",17/11/2014 03:41,positive,joy
"@davidhenrie and I have spent many years driving and doing our sing alongs but we have to agree that… http://t.co/SGXaCt4O67",16/11/2014 08:01,positive,joy
"Daddy and daughter date #spurs ☺️🙏 http://t.co/N9LNodKPh8",15/11/2014 04:43,positive,joy
"Be present. 🌟 http://t.co/GqgIy9iIMU",13/11/2014 03:10,positive,joy
"Thanks for your feature @amazonmusic -stoked. Song of the week! http://t.co/wW5SwanvT1 &lt;http://t.co/wW5SwanvT1&gt;  #theheartwantswhatitwants",11/11/2014 22:43,positive,joy
"Speaking to 20,000 students weday was inspiring – now you can watch the whole show on @MTVCanada! Tune… http://t.co/E4f3gXXTm4",11/11/2014 19:12,positive,joy
"hi cozy feat. man in red truck http://t.co/SgdRGLz9d2",10/11/2014 22:21,neutral,neutral
"""For everybody to happy in the world, that's it"" @hillsongla ☺️ http://t.co/OHdSWYCQfq",10/11/2014 04:32,positive,joy
"#whatdoesyourheartwant ? Ready? http://t.co/SBErvzn4oq",10/11/2014 04:01,positive,joy
"This is me hearing my single Heart on the radio for the first time. I tried to catch it properly but..… http://t.co/L60nwQ85JC",09/11/2014 06:37,positive,joy
"Makes my heart melt http://t.co/IJU3QpI9Qf",09/11/2014 06:32,positive,joy
"Ahhh http://t.co/JZO5oRsGW5",09/11/2014 06:32,neutral,neutral
"🙏👏 http://t.co/d7nsU1P4so",09/11/2014 06:31,positive,joy
"Brazil! You guys are killing it. As usual ☺️☺️☺️☺️ loving the vids",09/11/2014 06:30,positive,joy
"http://t.co/t46g7dRG2Y",09/11/2014 06:30,neutral,neutral
"Yas http://t.co/8JGGj6IWhS",09/11/2014 06:29,neutral,neutral
"Watching a bunch of videos y'all are sending me singing to ""Heart""! You make me blush. Send me some to post por favor ☺️",09/11/2014 02:19,positive,joy
"Just posted a photo http://t.co/fRlrNnZIqM",09/11/2014 02:17,neutral,neutral
"Loving these videos I'm getting :) baharimusic 😘 http://t.co/qKYhVlDzPh",07/11/2014 21:29,positive,joy
"So overwhelmed by the response to #TheHeartWantsWhatItWants, thank you all so much. Watch it on @Vevo here: http://t.co/c04U5tqzAg",07/11/2014 20:28,positive,joy
"@RyanSeacrest http://t.co/Tavx5JTeMj",06/11/2014 21:38,neutral,neutral
"My baby @gwenysloco sent me this 💜#bestmorningever http://t.co/2g00qEJrpQ",06/11/2014 21:26,positive,joy
"I can't even see clearly. Barely 3 hours of releasing it and you made it number 1 already. THANK YOU http://t.co/zIDARghrBc",06/11/2014 14:41,positive,joy
"Get 'The Heart Wants What It Wants' &amp; pre-order my new collection 'For You' right here – http://t.co/l4dosY4uIQ http://t.co/2xpidiL5iC",06/11/2014 14:11,positive,joy
"4 am and my girls woke me up to say congrats on finally releasing Heart! courtneyjbarry… http://t.co/DijIG7KEyT",06/11/2014 12:12,positive,joy
"I have been waiting to share this with all of you... The video for my new single ""The Heart Wants What It Wants.” http://t.co/9PIiBFNiOo",06/11/2014 11:05,positive,joy
"The Heart Wants What It Wants http://t.co/SaudobkiA3",06/11/2014 00:41,neutral,neutral
"""...But I can't imagine, a life without, breathless moments, breaking me down."" ... #November http://t.co/S24IJrUy3m",04/11/2014 19:53,neutral,sadness
""".... But I can't imagine, a life without, breathless moments, breaking me down.."" #SG #November http://t.co/wbxnsydPsr",04/11/2014 19:47,neutral,sadness
"As I have a last listen, I thought a lot about my year. I thought a lot about my voice. And after a… http://t.co/p0IpbOCoxr",04/11/2014 01:20,neutral,neutral
"@ashbenzo vanessahudgens sissys in Paris http://t.co/GuFF1vhDLl",03/11/2014 19:02,positive,joy
"@ashbenzo vanessahudgens sissys in Paris http://t.co/d2GqMiTVoO",03/11/2014 19:01,positive,joy
"Good mornin!  Psalm 30:5 #gingerOJ ☺️ http://t.co/V3jSEZsK1v",03/11/2014 16:50,positive,joy
"Regram @lacma http://t.co/M0b0AR1wn8",02/11/2014 05:53,neutral,neutral
"Such a beautiful, inspiring night at @lacma 💜 x Gucci http://t.co/hAjETYTBK6",02/11/2014 05:51,negative,sadness
"What I did for Halloween. Be safe everyone!! God bless http://t.co/x8sjlrWkMi",01/11/2014 06:55,neutral,neutral
"too many thoughts http://t.co/6CNyBOdQo5",31/10/2014 01:30,neutral,anger
"love my girls so, so much ☺️ http://t.co/FVJNpHMUW2",30/10/2014 16:58,negative,sadness
"From hotel room album listening parties, kitchen dance floor album listening parties to driving on the… http://t.co/1Blq8NLOZz",27/10/2014 16:05,negative,sadness
"behind the scenes http://t.co/LpxzT7G7hC",25/10/2014 21:16,neutral,neutral
"Just posted a photo http://t.co/1CGm8lPTtO",25/10/2014 20:35,neutral,neutral
"Trigger Street family. Exciting things to come. sammyrayedroke #producermode  :) http://t.co/F6dBLC60K3",25/10/2014 05:25,negative,sadness
"""I Wish You Love"" -Frank Sinatra. Tonight. http://t.co/coTnmsh3Dq",25/10/2014 02:27,negative,sadness
"Naughty @gwenysloco http://t.co/PeRFXHGsNq",24/10/2014 21:54,neutral,anger
"Yea, that's the stuff I care about. http://t.co/TcJVV1BVE9",24/10/2014 09:55,negative,sadness
"Just posted a photo http://t.co/wd3HhBRsDO",24/10/2014 07:17,neutral,neutral
"Just posted a photo http://t.co/wuzvCQsXFG",24/10/2014 03:19,neutral,neutral
"Just posted a photo http://t.co/dthi2JiCBG",24/10/2014 03:18,neutral,neutral
"Just posted a photo http://t.co/9jtS0ZhtMW",24/10/2014 03:17,neutral,neutral
"#shareyourbeauty http://t.co/ecbNKifCb4",24/10/2014 03:17,negative,sadness
"#shareyourbeauty http://t.co/Y7HFudcAJ9",24/10/2014 03:05,negative,sadness
"Kind of beyond incredible/cool/rad that you started your own hashtag on being confident in yourself.… http://t.co/93LvE1clB5",24/10/2014 03:05,negative,sadness
"Kind of beyond incredible that you started your own hash tag for being confident in yourself. YOU are… http://t.co/Mtzu7pJFTR",24/10/2014 03:00,negative,sadness
"Goodbye Vancouver. Hello Los Angeles. http://t.co/R0VQLIzXXk",23/10/2014 03:30,neutral,neutral
"The truth. My joy. #WeDay http://t.co/jvziFs3JPB",23/10/2014 00:37,negative,sadness
"We Day http://t.co/XSMAVIZqpP",23/10/2014 00:34,neutral,neutral
"#WeDay prep @alfredoflores http://t.co/iWaeCVt4vD",22/10/2014 21:58,negative,sadness
"Unbelievable show! #WeDay http://t.co/bUoP6BjUj8",22/10/2014 21:56,negative,sadness
"@alfredoflores http://t.co/6GkLdcr9E7",22/10/2014 03:21,neutral,neutral
"http://t.co/0ZV01evqTi",22/10/2014 02:10,neutral,neutral
"We Day. Ready for mañana x http://t.co/Y1QoSlJ2Hf",21/10/2014 23:39,negative,sadness
"Prepping, rehearsing and beyond enjoying my company for Free the Children, WE DAY. My second time here… http://t.co/LwgPpWSy1L",21/10/2014 17:34,negative,sadness
"@arisjerome @bartolistyle @ninezeroone http://t.co/h4RnbBrE8U",21/10/2014 00:57,neutral,neutral
"Just posted a photo http://t.co/1mGcxpi2N4",19/10/2014 23:53,neutral,neutral
"Uno mas http://t.co/ZxkiCUPeKN",19/10/2014 23:52,neutral,neutral
"@arisjerome @bartolistyle @ninezeroone http://t.co/z2vyGc1yLZ",19/10/2014 23:51,neutral,neutral
"Happy Sunday! @iamashleycook @vanessahudgens n Austin! ☺️ 💜Hillsong http://t.co/7SjXNjp4DX",19/10/2014 20:23,negative,sadness
"Just posted a photo http://t.co/M2EmR09WI6",18/10/2014 00:56,neutral,neutral
"My film @RudderlessMovie opens Today! AH (http://t.co/dHr4OfKB3G), On Demand or on Digital HD http://t.co/Gdpipkafco",17/10/2014 21:07,negative,sadness
"Chanel x Tom Ford #oliviapopestyle http://t.co/L2bl28kgjZ",16/10/2014 00:59,neutral,neutral
"Awkward http://t.co/Sxu7NqbOhf",14/10/2014 15:38,neutral,neutral
"Woke up with a little cold. Oh Texas weather.",14/10/2014 14:46,neutral,neutral
"@D_DELUISE @JakeTAustin @comeagainjen @DavidHenrie @Maria_CB I love you guys",12/10/2014 22:33,negative,sadness
"Papas girl. Folks, I'm home. Mark 2:1 http://t.co/8aEWjKTqJu",12/10/2014 19:13,negative,sadness
"Today is our 7th anniversary. ☺️ sorry I'm crying in the past two posts. Lol. Proud of my Wizards… http://t.co/jATlp2PSxv",12/10/2014 17:11,negative,sadness
"This morning at bishopjakes The Potters house. Unbelievable message. Had me in tears. Thank you Bishop… http://t.co/qZsWXu3Hgv",12/10/2014 16:42,negative,sadness
"And so it begins. Design meeting adidasneolabel Colossians 3:23 http://t.co/hojtfmRRJc",10/10/2014 20:25,negative,sadness
"@ShaniaTwain my childhood dream has come true!! Kind of freaking out. ☺️💜#countrybaby",10/10/2014 18:46,negative,sadness
"My Wizards momma is on a new show! @Maria_CB ""Cristela"" premiering TONIGHT! http://t.co/2xk6lPd52k  proud tv daughter!",10/10/2014 18:15,negative,sadness
"Left Ellen to only end up eating more. Thanks @matthewkoma http://t.co/s72347BDUX",10/10/2014 00:43,neutral,neutral
"I've only been theellenshow for 20 min. Sums it up. http://t.co/fWJvtexuHI",09/10/2014 22:26,neutral,neutral
"This mornin'. Gardening and my own iced coffee with A LOT of cinnamon. He http://t.co/rcPKamuHeE",09/10/2014 19:47,neutral,neutral
"Here it is! http://t.co/XtMt7VFaqE",09/10/2014 16:48,neutral,neutral
"Check out the music video for #HoldOn from @RudderlessMovie! See it in theaters, On Demand or on Digital October 17",09/10/2014 13:00,neutral,neutral
"Spending time with @ChildrensLA :)",08/10/2014 20:37,negative,sadness
"👼 princess http://t.co/cEDoMCFzX9",08/10/2014 20:34,negative,sadness
"Just posted a photo http://t.co/mSxone6WA4",08/10/2014 20:33,neutral,neutral
"@childrensla team Connor http://t.co/vVrI0EiykJ",08/10/2014 20:33,negative,sadness
"I genuinely feel cheesy sometimes promoting certain projects but this one.. I'm not in a whole lot of… http://t.co/6orVTKVatI",08/10/2014 05:02,neutral,neutral
"☺️ Dior http://t.co/mNsRdiNuYp",08/10/2014 04:59,negative,sadness
"Just posted a photo http://t.co/Qfuy7VAq8M",08/10/2014 04:47,neutral,neutral
"slumber party x out takes x Psalm 46:10 http://t.co/RlIeTGoz2y",07/10/2014 02:47,neutral,neutral
"@knotts UNREAL. Completely scared me. This year was incredible. Y'all. Seriously. #ScaryFarm http://t.co/E5RTkyLvtq",06/10/2014 08:58,neutral,joy
"Have a good day y'all! x :)",03/10/2014 21:22,negative,sadness
"Playing tourists with my grandparents today. Why does that mean I just know the best restaurants. -I like food. A lot.",03/10/2014 21:20,neutral,neutral
"Papa has ears that truly listen (sometimes), arms that always hold and love that's never ending. http://t.co/tg5CVxT2Xb",03/10/2014 21:08,negative,sadness
"#ReasonsWhyYouMatter http://t.co/oYNm7vxE9G",02/10/2014 20:24,negative,sadness
"Into the gloss, thank you! http://t.co/k962LJRdHE",02/10/2014 18:42,negative,sadness
"kystyle 💜 http://t.co/AiMLyVgDhr",02/10/2014 17:15,negative,sadness
"@twnghesquiere 💜 http://t.co/CjcZouwP5Z",02/10/2014 17:14,negative,sadness
"Just posted a photo http://t.co/g3Dl7VQQCM",02/10/2014 04:18,neutral,neutral
"ladies night in with Alice in her wonderland ☺️ http://t.co/N1Z1HkmHTQ",02/10/2014 02:34,negative,sadness
"@ohsosel much needed",02/10/2014 01:25,neutral,neutral
"Sometimes we think we aren't good enough. But then I realize when I think I'm alone I have God.",02/10/2014 00:46,neutral,neutral
"Random, long flight. So happy to be home.",01/10/2014 14:22,negative,sadness
"Such a beautiful show @louisvuitton Thank you @nicolasghesquiereofficial so much for everything! ☺️",01/10/2014 14:22,negative,sadness
"thank you @degrisogono and Fawaz Gruosi for my purty jewelry ☺️ #PFW http://t.co/NrcDUl5fec",30/09/2014 19:34,negative,sadness
"@mirtha_michelle eli_miz 💜 http://t.co/tr99Dj0Y1O",30/09/2014 13:39,negative,sadness
"Just posted a photo http://t.co/vndl6Bin9C",29/09/2014 15:04,neutral,neutral
"Tony Bennett &amp; Lady Gaga's new album is kind of everything http://t.co/ENJPJtXMjg",27/09/2014 16:18,negative,sadness
"Just posted a photo http://t.co/3UA6Xgc5oI",24/09/2014 16:01,neutral,neutral
"One of the many, many reasons y'all inspire ME. #spreadthelove #weinspireeachother I 💜you http://t.co/g8FkciiX9j",24/09/2014 01:31,negative,sadness
"@chaelynne -it was too good. http://t.co/vGubEoqYp2",23/09/2014 17:47,neutral,neutral
"BUT I gave myself pigtails to feel better so there's that ☺️😎 #ifeel6 #rayandhisbans http://t.co/Mp8sNKBEx6",21/09/2014 22:24,neutral,anger
"Woke up with a cold 😒 my day. http://t.co/GYt7reyf2D",21/09/2014 22:17,positive,joy
"Tried my best @sukiwaterhouse 😋 http://t.co/rxx409CnRU",14/09/2014 18:46,neutral,neutral
"bangs http://t.co/lv8b3NhNBl",14/09/2014 02:31,neutral,neutral
"last night. http://t.co/i2Sbo5tgJH",13/09/2014 15:42,neutral,neutral
"See your decisions going down the @adidasNEOlabel #NEOrunway here! Thank you for helping to make it great! http://t.co/ndLTDve79S",06/09/2014 22:33,negative,sadness
"Just posted a photo http://t.co/CNPzGUfS4k",04/09/2014 19:01,neutral,neutral
"What I love to end my day to. http://t.co/fNUYxRwOYe",03/09/2014 23:27,neutral,neutral
"#neorunway adidasneolabel  it's starting. http://t.co/SlkeZIjOCK",03/09/2014 19:07,negative,sadness
"Use #NEOrunway &amp; help @adidasNEOlabel with their last decisions TODAY,you could win a personal vine thank you from me http://t.co/f6PgTygHT5",03/09/2014 12:31,negative,sadness
"#NEOrunway is tomorrow! Follow @adidasNEOlabel to vote LIVE &amp; see here how you can get a Vine shout out from me http://t.co/hCII2968Z2",02/09/2014 14:08,negative,sadness
"Thanks @SelenatorOreo1D for helping @adidasNEOlabel with #NEOrunway. Big surprises coming! Can you help with this? http://t.co/czyMBL38Da",01/09/2014 17:31,negative,sadness
"☺️ http://t.co/iyqsfUc3jx",31/08/2014 17:50,neutral,neutral
"NY bound.peaceful trip. ☺️ I smuggled my hot Cheetos. They were the kind with lime though. http://t.co/HI4dLjqBdI",29/08/2014 22:39,neutral,neutral
"#NEOrunway is so close! @gogomezsmile has been GREAT helping @adidasNEOlabel make decisions! Can YOU help with this? http://t.co/ia2z4wIXKK",29/08/2014 20:28,negative,sadness
"#chelseafinale with my soul sister @vanessahudgens ☺️ tune in tanight http://t.co/kLRobDYgbN",27/08/2014 03:06,negative,sadness
"Thank you Jen for my pretty Jennifer Meyer S necklace ☺️#Itgottangledlikesixtimes #seventhtimesacharm… http://t.co/oAGbH9BghL",26/08/2014 23:00,negative,sadness
"Gettin ready for Chelsea :) http://t.co/jm2sadHsIG",26/08/2014 22:04,neutral,neutral
"Thanks @VoteSellyGomez, @YouAreMySelly &amp; @smginfinitely for helping out with #NEOrunway! Keep watching @adidasNEOlabel for more decisions!",26/08/2014 15:04,negative,sadness
"Hey chrissyteigen wanna dance off? http://t.co/2GOLayCnxD",26/08/2014 02:53,neutral,anger
"Just posted a photo http://t.co/dMoGtKozBb",25/08/2014 17:50,neutral,neutral
"Just posted a photo http://t.co/evpdGAl1ZA",24/08/2014 21:44,neutral,neutral
"Great suggestions for #NEOrunway from @rojda_mutlu. You're the best! Can you guys help me with the next decision? http://t.co/Ktl9zdSD3E",24/08/2014 14:00,negative,sadness
"My sweet, sweet Sarah #OG http://t.co/qIlwMZ0TuP",24/08/2014 06:53,negative,sadness
"Valentino x Saint Laurent ☺️ http://t.co/5E17KX49MI",24/08/2014 06:44,neutral,neutral
"@felicityhuffman Bill and @benkweller Variety here we come!! http://t.co/dYVWNdBeHa",24/08/2014 03:33,negative,sadness
"My nana just sent me my first ever news clipping. I was convinced I could help her through pre K.… http://t.co/cDHzNRnbvQ",24/08/2014 01:51,negative,sadness
"Jamming with Bill and @benkweller for Rudderless. Can't wait x http://t.co/BEXRpEtX2O",23/08/2014 22:31,negative,sadness
"Weave is back :) hehe #901 #seatbelt #passengerselfie #hashtag http://t.co/WjUiYHoNLe",22/08/2014 23:38,neutral,anger
"💜 you never know. http://t.co/nuvs299fqK",22/08/2014 22:02,neutral,neutral
"Oceans -Hillsong church ""spirit lead me where my trust is without boarders"" so beautifully written.… http://t.co/atOkLSxmI0",22/08/2014 19:49,negative,sadness
"Wait, what are they about to do to me?! -thought it was a treatment @ninezeroone http://t.co/eVyz1LBqS8",22/08/2014 04:06,neutral,neutral
"Watch this for today's @adidasneolabel #NEOrunway vote &amp; RT or FAV your answer. I'll give a lucky voter a shoutout! http://t.co/IhEqdiivnu",21/08/2014 13:55,negative,sadness
"BIG NEWS! I'm working with @adidasneolabel on the #NEOrunway show. Get involved and ill give ya a shout! http://t.co/pRrc4tKpDG",20/08/2014 15:52,negative,sadness
"Such a goodie ☺️ @gwenysloco http://t.co/MgamZeLsvZ",18/08/2014 00:42,negative,sadness
"Nominated. 24 hours. @caradelevingne @sukiwaterhouse jamesfrancotv http://t.co/iiJjdfxGcv",16/08/2014 23:28,negative,sadness
"Accepted!!!! @ryanseacrest @taylorswift13 my whole team is donating! 💜 http://t.co/Klv0uDNfGL",16/08/2014 23:27,negative,sadness
"@VeraaDiana you're amazing",16/08/2014 00:33,negative,sadness
"@dreamyselala I love you",16/08/2014 00:33,negative,sadness
"🙏 http://t.co/6h2ZP0I4pl",15/08/2014 22:29,negative,sadness
"You guys are so cool",14/08/2014 09:34,negative,sadness
"Procrastination at its finest. This is me reading all your lovely/hilarious tweets before bed. http://t.co/1XcN3cfCbU",14/08/2014 09:07,neutral,neutral
"@dayswithoutrain THANK U ❤️",14/08/2014 08:44,negative,sadness
"“@u7_mahone: @selenagomez you're my everything” ☺️☺️☺️💜",14/08/2014 08:43,negative,sadness
"“@murniizham: @selenagomez I LOVE U SO SO SO MUCH” I LOVE YOU MOREEEE💜💜💜💜",14/08/2014 08:42,negative,sadness
"Why do I feel a strong need to wear a flannel every time I dance? Every time.",14/08/2014 08:19,neutral,neutral
"Just got sent this one again. Princess Courtney 💜 http://t.co/bVjR8m4Yf2",14/08/2014 08:14,negative,sadness
"Just posted a photo http://t.co/voO8Tol1KI",12/08/2014 02:45,neutral,neutral
"Saint Laurent x Miu Mui x Dior #foryall #thistimeididnttrip 👍 http://t.co/UhqqVeEXYw",11/08/2014 02:46,neutral,neutral
"Why do I always make this face?! I can't help but get all emotional and mess up my words but man, I am… http://t.co/qPY8xwxAZ8",11/08/2014 02:41,neutral,neutral
"Guys, that happened in real life and not just in movies. Narration by: @taylorswift13 http://t.co/iT9VXZRN8x",10/08/2014 07:47,negative,sadness
"This photo was NOT posed. Kinda. But I think they liked my cooking! 👍 http://t.co/a4cPrbfx3l",09/08/2014 22:07,neutral,neutralPost work out meal ☺️ my nana would be proud of my meal today. Yesterday's was.. Tragic. http://t.co/R6ZuBxzSCf,09/08/2014 20:28
"Inspired tonight. I have a la la, smooth, feel good kinda song I'm trying to get out. That makes sense… http://t.co/GGpjiVLoro",09/08/2014 08:27,positive,joy
"Can't wait. Such an incredible story, so honored to be apart of it. http://t.co/FzBxSfXZ4m",08/08/2014 21:00,positive,joy
Just posted a photo http://t.co/H5pOS4xtTl,05/08/2014 23:43,neutral,neutral
Fall/winter 2014 NEO Adidas. http://t.co/aO5H46gfLk,05/08/2014 22:13,neutral,neutral
Oh and that one time I hiked that same day and got lost so... pose. Right?… http://t.co/O105UQZSDk,05/08/2014 06:03,neutral,neutral
@chaelynne and I have some good roots. *wink face* #famday http://t.co/xva4s7uHxy,05/08/2014 03:32,positive,joy
The future http://t.co/ewx6s5Ls5n,05/08/2014 03:27,neutral,neutral
A little mommy and me day is just what I need ☺️ http://t.co/JqyPG2Jrcg,05/08/2014 03:26,positive,joy
Haha pulled over to buy some lemonade from these littles. They were the freakin cutest. http://t.co/M2Zh6bdBN4,04/08/2014 22:35,positive,joy
Thank God for Emma and Andrew. What are you up to on your Sunday folks? http://t.co/RKHB5QYS3C,03/08/2014 22:37,positive,joy
Only I'd get into an accident because of men with cameras who have great careers and offer the couple a package at Burke Williams. Oh LA.,03/08/2014 21:39,negative,anger
Little pink fringe for ya. What am I looking at though? http://t.co/3O4aMMrLwT,03/08/2014 19:09,neutral,neutral
Just posted a photo http://t.co/7wWQmb6tw9,03/08/2014 05:38,neutral,neutral
Have you entered @adidasNEOlabel's contest to come chill with me in NYC? Don't forget to enter here: http://t.co/4rso9e9SYo,02/08/2014 00:45,positive,joy
A little throw back during warm ups. http://t.co/9DuJrEfiqv,01/08/2014 20:48,neutral,neutral
@ninezeroone ladies killin it and stuff. Thanks for making me feel cooler than I am. ☺️ http://t.co/z6uMGgHk0c,01/08/2014 19:02,positive,joy
Almost @gwenysloco ... Almost. 😒 http://t.co/28Cb74HMfu,01/08/2014 17:25,neutral,neutral
"Aw that was fun. I tried to give my self a ""tattoo bracket"". Don't ask. My Nat! but I miss Alex. Hi Alex! http://t.co/MYGJGTjPl3",30/07/2014 03:12,positive,joy
Win the chance to meet me at @adidasNEOlabel's special NYC event on Sept 3rd! Enter here: http://t.co/4rso9e9SYo,29/07/2014 17:46,positive,joy
Win the chance to come hang with me at adidas NEO Label's next big event in New York City on September… http://t.co/pBToSl2m8j,29/07/2014 14:09,positive,joy
Just posted a photo http://t.co/tMmk76k5ze,28/07/2014 03:44,neutral,neutral
-busted http://t.co/yRLrE9EQKg,28/07/2014 03:30,neutral,neutral
Bird http://t.co/41WZe7Lk6X,25/07/2014 04:36,neutral,neutral
