tweet,date_time,real_sentiment,real_distilbert_sentiment
"Get a different view of #Rio2016 — join @Reuters on a tour above the Marvelous City, from space! https://t.co/oYMEAhCKn9",06/08/2016 21:55,joy,positive
"#Rio2016 is officially underway! Stay close to all the big moments of day one here ➡️ https://t.co/mBvPYxMt1l
https://t.co/M2VFSHVYz6",06/08/2016 16:50,joy,positive
"Happening now: the #OpeningCeremony — hit follow to get live updates from the #Olympics straight in your timeline. 
https://t.co/mBvPYxMt1l",05/08/2016 23:30,joy,positive
"As the world gets ready to watch the #OpeningCeremony, what are you looking forward to most? #Rio2016",05/08/2016 22:30,joy,positive
"Celebrate the biggest moments of #Rio2016 with new #Olympics emojis — from start to finish, and #bronze to #gold.
https://t.co/9pfWTKsLTx",05/08/2016 21:50,joy,positive
"See the #OlympicGames through the eyes of #Rio2016 athletes from around the 🌍 on Twitter! #FollowFriday
https://t.co/GkfI0BOmpJ",05/08/2016 20:20,joy,positive
"Tap the ⚡️ to follow the best of #Rio2016 with Moments — now live in #AUS , #BRA, #CAN, #MEX, #GBR, and #USA. https://t.co/ezVvatv0LF",05/08/2016 16:55,joy,positive
Gear up for the #OpeningCeremony and wave your team's flag with one of 207 emojis — Tweet with the hashtags below! https://t.co/U5SeFBrwGT,04/08/2016 23:15,joy,positive
@Kettles15 We can't wait either! #Rio2016,04/08/2016 18:30,joy,positive
"Meet the 10 athletes of the first @RefugeesOlympic team as they are welcomed in Rio. 

#ROT https://t.co/iphdm3tubE https://t.co/A1JQAt5gRi",04/08/2016 17:30,joy,positive
"On #NationalWatermelonDay, 🐶 + 🍉 = the sweetest hashtag of summer: https://t.co/G03AdsNyJe https://t.co/RBL1POaN45",03/08/2016 22:05,joy,positive
"#TeamUSA selects its flag bearer for the #OpeningCeremony — congrats, @MichaelPhelps!

➡️ https://t.co/V9J2LtCj8J https://t.co/0k1XLYOshe",03/08/2016 19:20,joy,positive
"Set your thoughts in motion. Tweet to see who you inspire. #TwitterTips

For more💡: https://t.co/JMBg3mMb7k
https://t.co/Wtn3FZL2uK",03/08/2016 16:22,joy,positive
@VNL @bobbyhundreds 👊,02/08/2016 20:59,neutral,neutral
"@abbylanum knows what's up, @daxshepard1. Tap the GIF button! 👇 https://t.co/XV2MNb529y",02/08/2016 19:15,joy,positive
"In need of #TuesdayMotivation? These Tweets from #Rio2016 athletes are 💯
https://t.co/FlMBF6VBGT https://t.co/lYyurEuTEf",02/08/2016 18:00,joy,positive
Your favorite events. The best reactions.  Experience the best of #Rio2016 on Twitter: https://t.co/F7sqHNJuQs https://t.co/KRpRzi4UGL,02/08/2016 13:33,joy,positive
"Will Smith, Cara Delevingne, and Margot Robbie at the #SuicideSquad premiere.
Tap ⬇️ to watch LIVE now!
https://t.co/Z0HlUbEpLd",01/08/2016 22:02,joy,positive
"Tonight: Watch the exclusive #SuicideSquad red carpet premiere – LIVE on Twitter.
https://t.co/Z0HlUbEpLd https://t.co/7DfBxY3Hda",01/08/2016 21:00,joy,positive
Beards of a feather #StickTogether. https://t.co/fDGs70qeJW,01/08/2016 18:36,joy,positive
"Congratulations, @MsFastTwitch! #TweetGoals 🏅 https://t.co/2VqjpmvuSh",01/08/2016 16:17,joy,positive
"Stickers overboard! #StickTogether with @EthanDolan, @GraysonDolan, and crew. https://t.co/tUzu8Am73e",31/07/2016 23:30,joy,positive
Take it from @AndreaRussett — using stickers is easy as pie when you #StickTogether. https://t.co/2wBXrC96zd,29/07/2016 20:35,joy,positive
"In 7️⃣ days, the #RoadToRio comes to an end and the games begin! Who's ready? https://t.co/7aV2Ckpm3m",29/07/2016 19:05,joy,positive
"It's time to #StickTogether! Tap a sticker and explore how others used it on photos around the world.
https://t.co/PUo1ZtVNp1",29/07/2016 16:50,joy,positive
"Tonight: Hillary Clinton at the #DemConvention. Tap below to watch LIVE now!
https://t.co/GjfWrsP3Uq",29/07/2016 00:30,neutral,neutral
"That feeling when you find the perfect sticker. Right, @ChachiGonzales? #StickTogether https://t.co/KtArkOBhiW",28/07/2016 21:23,joy,positive
"#DemConvention final day: tap below to watch LIVE now! 
https://t.co/GjfWrsP3Uq",28/07/2016 20:15,neutral,neutral
"Want to join @AndreaRussett, @EthanDolan, @GraysonDolan, and the #StickTogether crew? Try using these four stickers. https://t.co/kkBlNLq4HO",28/07/2016 17:58,joy,positive
"When you place a sticker on a photo, you #StickTogether with others around the world.
https://t.co/sibEWqSM08",28/07/2016 15:04,joy,positive
"Tonight: Biden, Kaine, and Obama at the #DemConvention. Watch LIVE now!
https://t.co/GjfWrsP3Uq",28/07/2016 00:50,neutral,neutral
"Readying our cartwheels! Can't wait to #StickTogether with you tomorrow, Jordyn! https://t.co/LLK974EZ0j",27/07/2016 23:55,joy,positive
Practice makes perfect. Get ready to #StickTogether tomorrow. https://t.co/4k55nPxU4g,27/07/2016 22:41,joy,positive
"Now, everyone can use #Stickers on photos! Celebrate with us tomorrow as we #StickTogether . https://t.co/LOh2jygRno",27/07/2016 22:38,joy,positive
"#DemConvention day three: tap below to watch LIVE now!
https://t.co/GjfWrsP3Uq",27/07/2016 20:20,neutral,neutral
#FreddieGray — charges have been dropped against three remaining officers: https://t.co/ICL1nZUMAm https://t.co/CMUU4ICw9Q,27/07/2016 18:30,sadness,negative
@SnowShock35 Thanks for sharing! 👊,27/07/2016 17:59,neutral,neutral
"Start your own private party with Group Direct Messages.

More #TwitterTips 🎉
https://t.co/JMBg3mMb7k
https://t.co/jOYQB6WsrT",27/07/2016 16:02,joy,positive
"Tap below and watch LIVE now! 
#DemConvention 
https://t.co/GjfWrsP3Uq",27/07/2016 00:45,neutral,neutral
"@_apsingh86 Stay tuned, Abhay! ✌️",26/07/2016 22:43,neutral,neutral
"Now live: day two of #DemsInPhilly.

Tap below to watch live video coverage of the #DemConvention on Twitter.
https://t.co/GjfWrsP3Uq",26/07/2016 20:20,neutral,neutral
"Now on Android! Turn on night mode to Tweet in the dark. 🌙
https://t.co/XVpmQeHdAk https://t.co/vrIDEM22vO",26/07/2016 16:03,neutral,neutral
"Watch #DemsInPhilly live on Twitter w/ Michelle Obama, Elizabeth Warren, and Bernie Sanders: https://t.co/GjfWrsP3Uq https://t.co/0UU5Esalr7",26/07/2016 01:30,neutral,neutral
@T_Finke1 #YouGotThis 👊,25/07/2016 21:54,neutral,neutral
"Now live: day one of #DemsInPhilly. 

Tap below to watch live video coverage of the #DemConvention on Twitter.
https://t.co/ZnfWzrtDoJ",25/07/2016 21:28,neutral,neutral
"See what's happening: https://t.co/ChbWRrSJyK
https://t.co/r9AZd9rzI3",25/07/2016 13:01,neutral,neutral
"Tonight: Peter Thiel, Ivanka Trump, and Donald Trump at #RNCinCLE. Tap ⬇️ to watch the speeches live on Twitter. https://t.co/Cl0aAgWL9v",22/07/2016 01:05,neutral,neutral
"Designer &amp; artist @MeaganCignoli makes DIY look easy in her six-second projects on @Vine 🎨

https://t.co/pSIw1sWDyT
https://t.co/9uRvpiTFJh",21/07/2016 23:26,joy,positive
@Lesdoggg ❤️ #LoveforLeslieJ,21/07/2016 20:00,joy,positive
"Happening now: day four of #RNCinCLE. 

Tap below to watch live video coverage of the #GOPConvention on Twitter. https://t.co/ppJtwlS11U",21/07/2016 18:07,neutral,neutral
"Tonight: Ted Cruz, Newt Gingrich, and Mike Pence live at #RNCinCLE. Tap ⬇️ to watch the speeches live on Twitter. https://t.co/ppJtwm9BTs",21/07/2016 01:15,neutral,neutral
We've created an online application process for anyone to request verified status on Twitter —see how via @NBCNews. https://t.co/owZARq35Na,20/07/2016 23:00,neutral,neutral
"When you see ⏪👆⏩ on a GIF, break it down — frame by frame.

Give these ScratchReels a scrub:
https://t.co/zS4NL4sZIr
https://t.co/3UzQwBEZln",20/07/2016 20:17,joy,positive
"Happening now: day three of #RNCinCLE. 

Tap below to watch live video coverage of the #GOPConvention on Twitter. https://t.co/ppJtwm9BTs",20/07/2016 18:32,neutral,neutral
"Tonight: Mitch McConnell, Paul Ryan, and Chris Christie at #RNCinCLE. Tap ⬇️ to watch the speeches live on Twitter. https://t.co/Cl0aAgWL9v",20/07/2016 01:13,neutral,neutral
"A road for giants or volcanic formations? Take a #TravelTuesday walk on the Giant's Causeway to find out. 🌋
https://t.co/SDMI1tSQu0",19/07/2016 21:42,joy,positive
"Happening now: day two of #RNCinCLE. 

Tap below to watch live video coverage of the #GOPConvention on Twitter.
https://t.co/Cl0aAgWL9v",19/07/2016 19:10,neutral,neutral
"Congrats @VictoriaOB_ and @JonathanOB_! Here's to your next chapter! 👏 🎉
https://t.co/mGWPKSrmgs",18/07/2016 18:12,joy,positive
"As #WorldEmojiDay comes to a close, see the 🔝 Tweeted emojis around the 🌍 by country. https://t.co/HeiJwTYIdP",18/07/2016 00:59,joy,positive
"Nice timing, #EmojiMovie! #WorldEmojiDay https://t.co/WI2afYgf6j",17/07/2016 23:52,joy,positive
"So many new emojis! Which one will you use first? #WorldEmojiDay
https://t.co/bFdfKlwrf4",17/07/2016 15:10,joy,positive
"An emoji for every season. Ahead of #WorldEmojiDay, see which are Tweeted most each month. https://t.co/pXgLWEB3s2",16/07/2016 19:39,joy,positive
"A military attempt to seize power from the government is unfolding in #Turkey — follow the Moment for updates.
https://t.co/nnl6QcnGTL",15/07/2016 23:10,fear,negative
"Nice moves, @TeamUSA!
#RoadToRio #FridayFeeling
https://t.co/Nlk7BOU0Y5",15/07/2016 19:22,joy,positive
"""Stay calm and keep on clicking.""
- @KeowWeeLoong 📸
https://t.co/bE7nh3qI4r",15/07/2016 18:07,neutral,neutral
"A tragic situation is unfolding in #Nice — tap ""Follow"" on this Moment for updated information in your timeline. https://t.co/7uPEp7xPYq",14/07/2016 23:05,sadness,negative
"Happy Birthday, @SirPatStew! We love your photos — thanks for Tweeting! 🎉 https://t.co/NU2P8cDwvC",13/07/2016 20:30,joy,positive
"Be in the know. Get notified when your favorite accounts Tweet. #TwitterTips

Learn how: https://t.co/cARY5wt2VT
https://t.co/ETaquQFGKx",13/07/2016 18:45,neutral,neutral
¡Bienvenido! Twitter Moments is now live in Mexico! ⚡️ https://t.co/pD9hZWqAkk,13/07/2016 17:50,joy,positive
"@shgiroso What's up, Stephanie! Glad you're here! 😎",12/07/2016 23:57,joy,positive
@livingonthedirt Congratulations! Keep the photos coming! 👏 📸 🏕,12/07/2016 23:33,joy,positive
"@iSlimfit Glad you like the update, Wale! 🙌",12/07/2016 21:35,joy,positive
"This #TravelTuesday, choose your own adventure in Dubai.
https://t.co/RKRIRgnbpl
https://t.co/osZolXcUky",12/07/2016 21:22,joy,positive
"@HipsterBUS You sure can, Jeff! Here's how: https://t.co/L0Xiitrg2z",11/07/2016 20:34,neutral,neutral
"Fans around the world shared over 14.2 million Tweets as @selecaoportugal won #Euro2016 ⚽️

https://t.co/odq9XDSUCX

https://t.co/jwhDvuvFzU",11/07/2016 17:45,joy,positive
"After a month of matches, it comes down to one game: #POR vs. #FRA. Who will win the trophy? #EURO2016 https://t.co/MeDAlwPsq4",10/07/2016 18:55,neutral,neutral
"The tragic situation is still evolving in #Dallas. Tap ""Follow"" on this Moment for updated info in your timeline. https://t.co/WB2oxrQ6tL",08/07/2016 16:54,sadness,negative
These tragedies must lead to action. We join the voices demanding racial justice now. #AltonSterling #PhilandoCastile,08/07/2016 01:50,anger,negative
"@TamaravanTol Thanks, Tamara! We love them too! https://t.co/U7m4Zt6gKf",07/07/2016 20:52,joy,positive
"@jaypeecarswell Welcome to Twitter, John Paul! 👊",07/07/2016 20:05,joy,positive
"Thanks for the love, @samsheffer. We're always listening and appreciate you sharing your story! #LoveTwitter https://t.co/fiCvP6e8JX",06/07/2016 23:48,joy,positive
"Sometimes a GIF is all you need to put a twist on a Tweet. Deal with it.

🕶 #TwitterTips https://t.co/JMBg3mMb7k
https://t.co/UHO1SN8zmh",06/07/2016 21:07,joy,positive
We're so glad to have you here with us! #GirlsWhoCode2016 ❤️ https://t.co/XZ8Dx3wsxN,05/07/2016 22:36,joy,positive
"Chill out this #TravelTuesday with the northern lights and wintry sights of Lapland, Finland. ❄️
https://t.co/wp4fBVMxZh",05/07/2016 21:38,joy,positive
"After an epic five-year journey through space, follow along with @NASA as #Juno enters Jupiter's orbit. https://t.co/GpY33Ea14F",05/07/2016 03:55,joy,positive
Happy #4thOfJuly! Tap #Stickers to explore how people are lighting up Independence Day. 🇺🇸 https://t.co/NN7FfFnf2B,04/07/2016 17:45,joy,positive
"See how the world is mourning the loss of Elie Wiesel, Nobel prize laureate, author, and Holocaust survivor. 

https://t.co/1w5uezJZU7",02/07/2016 20:45,sadness,negative
"🇨🇦 Happy #CanadaDay! 🇨🇦
https://t.co/JacrZuCLYj",01/07/2016 21:04,joy,positive
"It's party time, @katyperry! With 90 million on the guest list, we're gonna need a really big dance floor. ❤️ https://t.co/TiuHfZllPW",01/07/2016 16:13,joy,positive
"With our new viewing mode, it's now easier to explore the videos everyone’s Tweeting about. Watch more with a tap! https://t.co/XvnVcwOeyr",30/06/2016 20:14,neutral,neutral
"Let the world weigh in by Tweeting a poll. #TwitterTips

🎯 https://t.co/JMBg3mMb7k
https://t.co/sjdTCLCvq0",29/06/2016 18:14,neutral,neutral
"@Kn0p3XX #Stickers can only be added to photos on a mobile device, however you can view, click, and explore them on web as well!",27/06/2016 22:25,neutral,neutral
"Make @VidCon last a liiiiittle longer with slow-motion portraits of @AndreaRussett, @CaseyNeistat, @smosh, and more! https://t.co/uNElvOjY5N",27/06/2016 20:05,joy,positive
"@phanfanisonline Stay tuned, Sara! We're rolling this out over the next couple weeks.",27/06/2016 17:49,neutral,neutral
@TMoorehead627 Thanks Tyler! Have you tried popping them yet?🎈,27/06/2016 17:45,joy,positive
Connect your photos to the world with a visual spin on hashtags: tap #Stickers to peel back a fun new way to search. https://t.co/YVy7r53Nja,27/06/2016 14:02,joy,positive
Coming soon! Unleash your creativity by adding fun #Stickers to your photos on Twitter: https://t.co/Ph92Oivyhy https://t.co/NZoM6nHenD,27/06/2016 14:00,joy,positive
Press play with @video for the latest from #vidcon2016. #FollowFriday  https://t.co/eie6HaWy5n,24/06/2016 21:37,neutral,neutral
"On #TakeYourDogToWorkDay, what's the best job for a 🐶 ?",24/06/2016 19:05,joy,positive
"When 13 @vine creators go to #CampUnplug, see what happens when things start getting real.
🏕 https://t.co/NOow3S8yHg
https://t.co/sb2TZNBT76",24/06/2016 18:04,joy,positive
"#EUref — following the UK's decision to leave the EU, here's a look at what's happening. https://t.co/lNiOayOV4y",24/06/2016 16:45,neutral,neutral
"In the creative world of @pinot, pencils and paint brushes are magic wands ✍️
https://t.co/JJnuM20riJ
https://t.co/JFnssKb2Cj",24/06/2016 00:40,joy,positive
"Days: 3⃣️
Fuel: ☀️
Flight: 💯",23/06/2016 21:54,joy,positive
Watch @solarimpulse make solar aviation history after crossing the Atlantic.
https://t.co/CMiXQzcFNi",23/06/2016 21:54,joy,positive
"Thanks for the ❤️, Kevin — and for sharing @JackBethmann's awesome video! #LoveTwitter https://t.co/K5ISlzYiry",23/06/2016 20:48,joy,positive
"With hours to go until polls close in Britain, see how people are talking about the historic #EURef. https://t.co/lNiOayOV4y",23/06/2016 15:46,neutral,neutral
"@bailsofhemp Same, us too! #YourHonestTwitterBio https://t.co/W41VeLV3el",22/06/2016 18:14,joy,positive
"Hydration is 🔑 
#YourHonestTwitterBio https://t.co/3iLS2i4HlH",22/06/2016 17:46,neutral,neutral
"Sometimes selfies don't go as planned — right, @JoeHaeg59? 😂 #NationalSelfieDay
https://t.co/8SS31bWzxm",21/06/2016 23:13,joy,positive
"Now live: new ways to tap into @video on Twitter so you can shoot, watch, and create more! https://t.co/mdnG7Jly1n https://t.co/8XSZxELKCt",21/06/2016 13:03,neutral,neutral
@captainswan46 Here's some more! Happy Birthday! https://t.co/TmCISJ1Gfl,20/06/2016 22:43,joy,positive
Happy #FirstDayOfSummer! Which emojis describe your summer plans?,20/06/2016 19:40,joy,positive
We’ve acquired Magic Pony Technology to enhance our machine learning efforts and strength in video: https://t.co/Ds03vtC1dH,20/06/2016 13:00,neutral,neutral
"The best Father's Day hashtag of all: #ThankYouDad.   

To dads everywhere, #HappyFathersDay! https://t.co/v6nhTnuiFz",19/06/2016 14:55,joy,positive
"Weekends go quick — enjoy it! ✌
https://t.co/gdIdTqfWND",18/06/2016 15:10,joy,positive
"@LucindaLikes Welcome, Lucinda! Check out @TwitterFashion for all things 👗 👜 👠 on Twitter!",17/06/2016 21:17,joy,positive
@m1897 https://t.co/UA8IsTJjGA,17/06/2016 18:35,neutral,neutral
@McD180 Thanks for sharing! 💓,17/06/2016 17:09,joy,positive
"#ThankYouDad — ahead of Father's Day, today we're celebrating the dad community on Twitter: https://t.co/TFfJqhoG5Z https://t.co/TgyrpwoN0k",17/06/2016 16:57,joy,positive
"Watch how @yelldesign makes stop-motion magic, six seconds at a time: https://t.co/6m92qbEURV

https://t.co/qWq1Ts9Fpl",16/06/2016 23:00,joy,positive
"@DaniBorjabad6 Feliz cumpleaños, Dani! 🎈",16/06/2016 22:44,joy,positive
@funkypho3nix631 Sometimes a past Tweet is too good not to share again. https://t.co/xNmbdUBuV7,16/06/2016 18:33,neutral,neutral
@Jazz_2118 😊 Thanks! Who's your favorite person to follow?,16/06/2016 16:40,joy,positive
"12 hours in, see how people are Tweeting about @ChrisMurphyCT's gun violence #filibuster.

https://t.co/hiGR6mbDyd https://t.co/LLz3YgOD7P",16/06/2016 04:46,anger,negative
We're delighted you noticed! ❤️ https://t.co/rlbtSKoRL3,15/06/2016 23:15,joy,positive
Ready to go live? Now everyone can tap a new button on iOS &amp; Android to easily broadcast on #Periscope from Twitter! https://t.co/tedpUN1QMA,15/06/2016 19:18,neutral,neutral
"Start a conversation on the right 🎶 by replying to a Tweet. 

Watch more #TwitterTips:
https://t.co/JMBg3mMb7k
https://t.co/txkQaD1o69",15/06/2016 16:45,neutral,neutral
"@frattaloneee You got it, Corrina ❗️❗️❗️",15/06/2016 00:09,neutral,neutral
"Onstage and off, see how Hamilton's @Lin_Manuel is Broadway's Twitter genius: https://t.co/5NVScrM0FH 🎭 https://t.co/E44TiUKoq2",14/06/2016 20:31,joy,positive
"@deejayfaremi Once per Tweet — make it count! As with all Retweets, you're able to undo and repeat at any time.",14/06/2016 18:26,neutral,neutral
@BFostersbox #RetweetYourself 👍,14/06/2016 17:44,neutral,neutral
"@Presh_WhatThaF Yes! A protected account will still be able to Retweet any Tweet, but they'll only be visible to that account's Followers.",14/06/2016 17:22,neutral,neutral
"@m_a_tt_o_ Hi Mattias, starting today you can Retweet any of your past Tweets! Perfect for when one of those applies. 👌",14/06/2016 16:57,neutral,neutral
@truthfulself https://t.co/HWLIpUsHnP,14/06/2016 16:49,neutral,neutral
"@rclbeauty101 ✨ Wish granted, Rachel! #RetweetYourself",14/06/2016 16:45,joy,positive
"@AmberHess2019 🚨 Fire Tweets alert! 🚨 You got it Amber, now you can!",14/06/2016 16:42,joy,positive
@melissa_fox75 Now you can do it any time! Try it out and let us know what you think. 😃,14/06/2016 16:40,joy,positive
"@toddmotto You got it, Todd — starting today, now you can! #RetweetYourself",14/06/2016 16:35,joy,positive
@SteveMartinToGo YES!,14/06/2016 16:32,joy,positive
"@AlexaAbrams Hilarious + accurate = #RetweetYourself. We're rolling this out today Alexa, so now you can!",14/06/2016 16:27,joy,positive
"@sem5661 You're right, Sydney — they sure do. Now you can tap to Retweet any of your older Tweets! 🙌",14/06/2016 16:24,joy,positive
Now you can easily Retweet or Quote Tweet yourself with just a few taps. Pick an old favorite and give it a try! 🔄 https://t.co/bUj4ezQNOJ,14/06/2016 16:03,joy,positive
#OrlandoUnited — the world comes together to express that #LoveIsLove https://t.co/jmlILcRqyE,13/06/2016 20:20,joy,positive
"@prastyphylia Thanks, glad you like it! 😊",10/06/2016 22:55,joy,positive
"#Euro2016 kicks off tonight in Paris, but great sporting moments happen on Twitter, every single day. 🔥
https://t.co/pXeG5uskyZ",10/06/2016 18:20,joy,positive
Light up @LaTourEiffel in the colors of your team during #EURO2016 — just Tweet with your country's hashtag! https://t.co/LLT1UYWBpZ,10/06/2016 17:43,joy,positive
"In light of recent events, learn more about account security on Twitter and what we’re doing to keep yours safe. https://t.co/Hug5cLr6r8",10/06/2016 00:38,neutral,neutral
"@noahjnelson we haven't rolled it out just yet, but you'll see it in the coming months. Stay tuned!",09/06/2016 22:28,neutral,neutral
"@captnchedz Happy birthday, here's another! https://t.co/XWZIuquqVt",09/06/2016 22:18,joy,positive
@Mopishfool375 This is our favorite tongue twister! 😜,09/06/2016 21:42,joy,positive
"Oh no! @OtherElliott got #LostInSpain with @vine creators in Barcelona. Watch what happened: https://t.co/eRW1jy0jZt
https://t.co/u7pn15kQW9",09/06/2016 18:18,joy,positive
"Seas the day for #WorldOceansDay! 

🌊 https://t.co/bMnB4CV1zm
https://t.co/Ty4fuigETR",08/06/2016 22:15,joy,positive
"So many great videos, @vine! Watching these replies like 😂
https://t.co/A51TJtjmqH",08/06/2016 18:51,joy,positive
"Take control of the chatter in your timeline. #TwitterTips

Learn how with Mute: https://t.co/VGQmMDCONk
https://t.co/JYCmnZofAz",08/06/2016 16:11,neutral,neutral
"A revamped look and feel for our @Android app, now rolling out globally! See what's new: https://t.co/MOaWKJgjqc https://t.co/snL8pBLnDL",07/06/2016 16:03,neutral,neutral
@KeshaTedder we think so too! https://t.co/AbR24YjCJ7,06/06/2016 20:51,joy,positive
"On the 72nd anniversary of the Normandy landings, experience the historic events of #DDay with @RealTimeWWII. https://t.co/EGzZjiDolK",06/06/2016 17:50,sadness,negative
#RIPAli — see how the world is paying its respects to a legendary athlete and activist. https://t.co/MaEG6KfCXy,04/06/2016 05:40,sadness,negative
"There's no need to worry about scratching the 💿 with these 10 tracks. #FlashBackFriday
https://t.co/KnYaMLeLH5",03/06/2016 22:19,joy,positive
"Leaving work on a Friday like 👇
https://t.co/xMMOec9TSp",03/06/2016 20:23,joy,positive
"Lighting up the world, #LoveIsLove 
https://t.co/0HuPPPPoDf https://t.co/RdH6I8KNB0",02/06/2016 22:43,joy,positive
"Déjà vu, anyone? It's #NBAFinals time, who you got? https://t.co/gBN1H7qHaz",02/06/2016 19:45,neutral,neutral
"😍 👊 💯
https://t.co/ggEkflMYNx",02/06/2016 18:02,joy,positive
"A little ❤️ can go a long way. Show you care with a like. 

More #TwitterTips to like:
https://t.co/JMBg3mMb7k
https://t.co/JAqzG9RI2C",01/06/2016 20:03,neutral,neutral
Nos apuntamos! https://t.co/9jhtHzXCVq,01/06/2016 18:54,neutral,neutral
What makes your run faster? #GlobalRunningDay,01/06/2016 17:06,neutral,neutral
"Grab your 🍿, @USATODAY is sharing the most-Tweeted summer movies. What are you waiting to see?
https://t.co/C1omARyV3z",31/05/2016 22:45,neutral,neutral
"Blue water, rocky coast – California dreamin'. #TravelTuesday
https://t.co/UIYeA6xzOl",31/05/2016 21:29,joy,positive
"On this #MemorialDay, a look at how people are remembering fallen military heroes. 🇺🇸 https://t.co/ZDDJsviUB2",30/05/2016 17:35,sadness,negative
"Long weekend vibes.
https://t.co/KIo3Bf58NT",28/05/2016 15:38,joy,positive
"Live with @TwitterSpain! Ahead of tomorrow's #UCLfinal, see how your Tweets are lighting up Madrid's Puerta del Sol. https://t.co/7oupJWyshe",27/05/2016 21:45,joy,positive
"See it first hand — follow @periscopetv to catch broadcasts right in your timeline. #FollowFriday
https://t.co/S4WAlCuZKW",27/05/2016 19:58,neutral,neutral
We all Tweet for ice cream — see which state Tweets the loudest! 🍦 https://t.co/PJULET0zZ0,27/05/2016 17:20,joy,positive
@mmaginger 🙌,26/05/2016 22:23,neutral,neutral
"You'll want the volume up for this #SummertimeSoundtrack. Tweets with @Spotify tracks now play in your timeline! 🎧
https://t.co/93avzwiQbs",26/05/2016 20:50,joy,positive
"Get lifted with week's @Vine #SongCollab featuring @HumblePimp 🎤 https://t.co/Ov58ihoiI0 https://t.co/bFkUltAbXW",26/05/2016 17:33,joy,positive
"@ohlol Thanks for pointing this out. It was definitely unintentional, and we're looking into it!",26/05/2016 17:20,sadness,neutral
"What's it like to stay fit in zero gravity? @StationCDRKelly answered this and more in a Q&amp;A about his #YearInSpace. https://t.co/t3lM57SGVW",26/05/2016 00:12,joy,positive
"When others say it best, help spread the word with a Retweet. #TwitterTips https://t.co/CAtbbH6MSR",25/05/2016 18:58,joy,positive
"""What is art? Are we art? Is art art?"" 👓 https://t.co/MVxyFJgVwT",24/05/2016 23:45,joy,neutral
@2319144444446t Nope! You'll be able to get your GIF on without cutting into the character count. 👊,24/05/2016 22:38,joy,positive
"@chrisremo We hear you, Chris. We're keeping feedback like this in mind as we work to roll out these updates soon.",24/05/2016 20:39,sadness,neutral
"We can't wait to cheer you on at the #Rio2016 Olympic Games, @swissbeatz! #RoadToRio https://t.co/MTZ0Tb1qJm",24/05/2016 20:05,joy,positive
"@mcoley Your reply above would reach our mutual followers. But if you start a new Tweet and mention us, it would reach all your followers.",24/05/2016 17:53,joy,neutral
"@mcoley We hear you! We're not changing the rules for who sees replies — you'll only see those Tweets if you are part of that conversation.",24/05/2016 17:36,joy,neutral
"@BradCole Hi, Brad — see here! https://t.co/lFcZ9fhrs4",24/05/2016 17:26,joy,neutral
@planetpakua Not yet! We're rolling this out in the coming months to give developers time to update their products built on our API.,24/05/2016 17:23,joy,neutral
"@Jayzon481 You got it. If you want to have your reply broadcast to everyone, you'll be able to Retweet your reply.",24/05/2016 17:01,joy,neutral
"@patog7 Hey, Pato! You'll be able to attach up to four photos or one GIF, video, poll, or Quote Tweet without losing any characters.",24/05/2016 16:59,joy,neutral
"@saimah_h @ShaunCampos Thanks for your question, Saimah! Links will be included, but attaching media will not count toward 140.",24/05/2016 16:54,joy,neutral
@tenzochris Great feedback! We're definitely keeping this in mind as we get ready to roll out these updates in the coming months.,24/05/2016 16:39,joy,positive
@hmz_mlk Thanks! Stay tuned in the coming months — we're giving developers time to adjust and update the amazing products built on our API.,24/05/2016 16:34,joy,positive
"@Knate_CTR Visibility of replies will still be the same 🙂. If you want everyone to see it, you'll be able to Retweet your reply.",24/05/2016 16:29,joy,neutral
"@Veronica Nope, only people who follow you and Chris would see the reply. But if you want everyone to see it, you could Retweet that reply.",24/05/2016 16:00,joy,neutral
"@williamnelligan Hey William! Links will still count for characters, but attaching photos, videos, GIFs, polls and Quote Tweets won't.",24/05/2016 15:52,joy,neutral
@tholmz @WendyBrandes We're not changing the rules for who sees your replies. Just giving you all 140 characters to have your conversation!,24/05/2016 15:29,joy,neutral
"@DavidEllis @JustinMcElroy You got it! Once that reply is Tweeted, you can Retweet it if you want all your followers to see it.",24/05/2016 15:15,joy,neutral
@JeffTutorials @ names like those in your Tweet will still count as characters – it's only the @ names you're replying to that won't count.,24/05/2016 15:06,joy,neutral
"@SaifQuadri Yep, exactly! https://t.co/IsAttD2Kft",24/05/2016 14:54,joy,neutral
"@antonymity @demodulated In this example, the rules for those who see Tweets like these (replies to other Tweets) won't be changing. 👍",24/05/2016 14:51,joy,neutral
"@thiojoe Thanks for the question! Only the @ names of those you're replying to won't count.👇 https://t.co/pRXJ8QIrvI",24/05/2016 14:43,joy,neutral
"@biancallamis Only @ names auto-populated at the start of a reply will not count toward the 140 limit. More here: https://t.co/pRXJ8QIrvI",24/05/2016 14:34,joy,neutral
"In the coming months, we're introducing new ways for you to express even more with a Tweet: https://t.co/l1sWRvXWqr https://t.co/zzhWpRcABs",24/05/2016 14:00,joy,positive
"Not only a gamer, your daughter is a true artist, @shanehickey. Thanks for sharing #Birst with us, Ava! https://t.co/gcVres76Ti",23/05/2016 20:40,joy,positive
"That feeling when you wake up and it's the weekend. https://t.co/W4cW0LKwsK",21/05/2016 15:50,joy,positive
