tweet,date_time,real_sentiment,real_distilbert_sentiment
"It's back-to-school time again, but 59 million children are still being left out. Sign our petition and get #upforschool.",02/09/2015 19:20,sadness,neutral
"Mi primer Grammy del año 2001! Guardan algún recuerdo de nuestro tiempo juntos? Para compartirlos: #LoveRockbyShakira http://t.co/X7GDifoKBA",29/08/2015 16:42,joy,positive
"My very first Grammy, from 2001! Do you guys have souvenirs of our time together? Share them using #LoveRockbyShakira http://t.co/fJCktgBUJe",29/08/2015 16:41,joy,positive
"Firma esta peticion #UpForSchool para que 59 millones de niños sin acceso a la educación puedan asistir a la escuela https://t.co/nKYLI1PwS0",27/08/2015 20:17,sadness,neutral
"Sign our petition #UpForSchool to help 59 million out-of-school children get an education https://t.co/nKYLI1PwS0 http://t.co/Y8llqziHtO",27/08/2015 20:15,sadness,neutral
"My baby and blue skies! Mi niño y el cielo azul! Shak http://t.co/1Gc2DMf9vx",23/08/2015 19:29,joy,positive
"y ""Try Everything"" mi nueva canción para la película. Shak",14/08/2015 23:08,joy,positive
"(2/2) I'll be singing a brand new song for the movie called ""Try Everything""! Shak",14/08/2015 23:06,joy,positive
"Feliz de haber participado en la nueva película de @DisneyAnimation #Zootopia en donde estaré interpretando a Gazelle http://t.co/M6fyi8HYNG",14/08/2015 23:06,joy,positive
"I am thrilled to announce that I will be playing Gazelle in @DisneyAnimation's #Zootopia (1/2) http://t.co/qRpZFEjeik",14/08/2015 23:05,joy,positive
"#TBT En esta semana se cumplen 16 años de la grabación del álbum MTV Unplugged! https://t.co/sXtO5HfZCl ShakHQ",13/08/2015 15:25,joy,positive
"#TBT 16 years ago this week Shak recorded her MTV Unplugged album https://t.co/sXtO5GYoKN ShakHQ",13/08/2015 15:25,joy,positive
"This is what it's like living with a footballer! / Esto es vivir con un futbolista! https://t.co/KFdh3gY14j",10/08/2015 11:46,joy,positive
"Hahaha! RT @kyweezybeeitch Man names his daughter Shakira solely for this purpose https://t.co/hcQvPtZLZK",07/08/2015 08:40,joy,positive
"Camp Nou today / Hoy en el Camp Nou. Shak http://t.co/bKPpJQCwtL",05/08/2015 20:55,joy,positive
"#earlyed is good for businesses. See why Shak supports expanded pre-K with @firstfiveyears & #InvestInUS http://t.co/RNBtVEHbTD ShakHQ",05/08/2015 14:20,joy,positive
"Happy 6 months Sasha! Shak http://t.co/90JIoMD4QZ",29/07/2015 16:21,joy,positive
"#TBT Shak on the @RollingStone cover in April 2002 /Shak en la tapa de la revista RollingStone de Abril 2002! ShakHQ http://t.co/yxSKPAJEG2",23/07/2015 17:57,joy,positive
"El vídeo de la canción ""No"" feat. Gustavo Cerati se estrenó hoy hace 10 años! https://t.co/iHm9Bf9S83 ShakHQ",22/07/2015 16:24,joy,positive
"Shak's No video ft @cerati premiered 10 years ago today! https://t.co/iHm9Bf9S83 ShakHQ",22/07/2015 16:24,joy,positive
".@JuanLuisGuerra atrapado en el elevador de mi casa!! JL espero quieras volver a visitarme!! Shak http://t.co/f6fwB5LvWe",21/07/2015 13:40,joy,positive
"At the Barcelona Beach Festival! / en el Barcelona Beach Festival! -Shak https://t.co/XsM9oGt6Qq",19/07/2015 00:58,joy,positive
"This is what I'm wearing tonight! / Lo que llevo puesto esta noche! http://t.co/Sjnxkw0mvq",18/07/2015 23:04,joy,positive
"Feliz 20 aniversario @ShakiraPD! Muchas gracias por su apoyo y por todo el esfuerzo que dedican a ayudar a @fpiesdecalzos! Los quiero!",15/07/2015 19:57,joy,positive
"Shak's Rabiosa video just hit 200m views! El video de Rabiosa ya tiene 200 millones de reproducciones! https://t.co/j2KcG3UkAM ShakHQ",14/07/2015 11:26,joy,positive
"Muy emocionante ver en los #PremiosALASBid más de 1200 solicitudes para los maestros más dedicados!Es un honor poder reconocer sus esfuerzos",13/07/2015 20:25,joy,positive
"So exciting to see over 1200 hard-working teachers submitted for our #PremiosALASBid- It's an honor to be able to recognize their efforts.",13/07/2015 20:25,joy,positive
"Shak's She Wolf single is 6 years old this week! / La canción She Wolf cumple esa semana 6 años! #Auuuuuuu ShakHQ http://t.co/gCVpK501g7",12/07/2015 19:35,joy,positive
".@3GerardPique I also think you would make a great goalie! @AppStore Shak",10/07/2015 19:25,joy,positive
"... hoy son 17 centros en Colombia sirviendo mas de 9,000 niños y niñas. Shak",03/07/2015 16:05,joy,positive
"Con la apertura de estos 2 centros, la colaboración de @MovimientoALAS, @fpiesdescalzos y nuestros socios estratégicos (1/2)",03/07/2015 16:04,joy,positive
"... today we have 17 centers in colombia serving more than 9,000 children (2/2) Shak",03/07/2015 16:02,joy,positive
"With the opening of these 2 centers, @MovimientoALAS and @fpiesdescalzos's cooperation, and the help of our strategic partners (1/2)",03/07/2015 16:02,joy,positive
"Con la alianza Primero lo Primero se inauguran hoy 2 nuevos Centros de Desarrollo Infantil en Santa Marta q benefician a 1400 niños y niñas.",02/07/2015 17:21,joy,positive
"#TBT from Shak's July 2013 @ELLEmagazine cover shoot / El #TBT es esta foto de la revista Elle de Julio 2013 ShakHQ http://t.co/6XmvQyW7bK",02/07/2015 14:40,joy,positive
"No one living in this century should stand behind so much ignorance. 2/2 http://t.co/jsx0KHdmzO",30/06/2015 19:29,anger,negative
"This is a hateful and racist speech that attempts to divide a country that for years has promoted diversity and democracy! 1/2",30/06/2015 19:29,anger,negative
"Nadie viviendo en este siglo debería apoyar tanta ignorancia. 2/2 http://t.co/jsx0KHdmzO",30/06/2015 19:28,anger,negative
"Este discurso racista y odioso intenta dividir a un país q durante años se ha encaminado en la defensa de la diversidad y la democracia 1/2",30/06/2015 19:28,anger,negative
"You can now follow Shak on @Shazam / Ahora ya pueden seguir a Shak en Shazam http://t.co/9PGrs4NK5L ShakHQ",30/06/2015 15:02,joy,positive
"Felices 5 meses Sasha! / Happy 5 months Sasha! Shak http://t.co/yxDV1mavdA",29/06/2015 17:30,joy,positive
"Loving this tune right now that @Shazam helped me find. http://t.co/L9dIkvoCgU Shak",25/06/2015 20:49,joy,positive
"I did fly higher, it's just that it's not on tape!!! ;) Shak http://t.co/N3tdWlTkWr",18/06/2015 21:04,joy,positive
"Be part of the debate: ""Advancing Early Childhood Education for Hispanics"" @HispanicEd Chicago Symposium. ShakHQ",18/06/2015 11:28,joy,positive
"Dancing and working with @TheAnnaKaiser today!! @AKTINMOTION http://t.co/gVnO9dj7UX",14/06/2015 16:07,joy,positive
"Can't believe this was four years ago today! https://t.co/Yf7jCBjDri Shak",13/06/2015 14:32,joy,positive
"Happy night! Celebrating with the family, Milan and Sasha, the baby of the year of the treble!! Shak #UCLfinal http://t.co/Rqh22OLAQa",06/06/2015 22:54,joy,positive
"Noche feliz! Celebrando con la familia, Milan y Sasha el bebe del año del triplete!! Shak #UCLfinal http://t.co/AN03SHZf7H",06/06/2015 22:52,joy,positive
"#TBT Fijación Oral, Vol. 1 is ten years old this week! Fijación Oral, Vol.1 celebra 10 años esta semana! ShakHQ http://t.co/3q6qzRGmb9",04/06/2015 15:48,joy,positive
"Con mi suegrito! Shak http://t.co/ViP9rEErrn",31/05/2015 15:26,joy,positive
"Campeones campeones oe oe oe!!! / 2 in the bag, one more to go!!! http://t.co/JeSjzPWW9l",30/05/2015 22:58,joy,positive
"#TBT Hace 4 años Shak realizó una visita muy emotiva a Líbano y allí hizo su primer show https://t.co/Hkk0tIhXjC ShakiraHQ",28/05/2015 17:40,joy,positive
"#TBT 4 years ago Shak made an emotional trip to her father's homeland, Lebanon, for her first ever Beirut show! https://t.co/Hkk0tIhXjC SHQ",28/05/2015 17:38,joy,positive
"Back in action with the one & only Anna Kaiser! @TheAnnaKaiser @AKTINMOTION http://t.co/BqgrRSg59c",26/05/2015 17:35,joy,positive
"No estoy perdido! Estoy en el Camp Nou!! http://t.co/no97R8cbv6",23/05/2015 23:58,joy,positive
"A day to celebrate and Milan's first goal at Camp Nou! Un día de celebración!Y el primer gol de Milan en el Camp Nou! http://t.co/OihlCUeZyb",23/05/2015 23:51,joy,positive
"#TBT Shak in St Petersburg 4 years ago this week! / Hace 4 años... Shak en St. Petersburgo! https://t.co/JkukUQctes ShakHQ",21/05/2015 15:25,joy,positive
"Felicidades FCB por este titulo fruto del esfuerzo! Y a mi campeón 3 ligas hemos celebrado juntos y vamos por mas! :) http://t.co/8e07zmrNLM",17/05/2015 20:00,joy,positive
"Aquí está Shak en el lanzamiento de @3DWhite en Barcelona este fin de semana... ShakHQ http://t.co/vDTJKyxtbi",11/05/2015 16:50,joy,positive
"Here's Shak at the @3DWhite launch event in Barcelona at the weekend... ShakHQ http://t.co/6tnyvAstz6",11/05/2015 16:49,joy,positive
"The A team! http://t.co/TXNVLtFZr2",08/05/2015 20:34,joy,positive
"Playing dress up! @robzangardi http://t.co/HPzcbQkexC",07/05/2015 12:17,joy,positive
"On set today! De rodaje hoy! @3DWhite http://t.co/1mdnmzjQNc",06/05/2015 17:27,joy,positive
"...Hoy dedicatoria con besito!! Cómo sabes hacerme feliz! Shak http://t.co/i1cm9FbyvK",02/05/2015 18:28,joy,positive
"Enseñar a su hij@ a leer a una edad temprana les da confianza, comprenden el mundo mejor ... http://t.co/LFZdUJx2Df",01/05/2015 15:49,joy,positive
"Teaching a child to read at a very young age gives them confidence, a better understanding of the world ... http://t.co/8zLRxP3yAP",01/05/2015 15:48,joy,positive
"Wow, just heard that the ""La La La"" video hit 500 million views! That's insane! Shak https://t.co/ATtAuvYB6A",29/04/2015 18:14,joy,positive
".@UNICEF is taking action to help children+families affected by horrific #NepalEarthquake You can help: http://t.co/MJdxacJinT",26/04/2015 15:52,sadness,neutral
"Awesome Barça match today! Get ready for the semifinals!! Shak http://t.co/TIJgGVIo2g",21/04/2015 20:54,joy,positive
"""Did you know it is actually easier to teach a baby to read than a five-year-old""? Glenn Doman http://t.co/QzWU9kUSf7",21/04/2015 14:27,joy,positive
"""Sabías que es más fácil enseñarle a leer a un bebe que a un niño de 5 años?"" Glenn Doman",21/04/2015 14:26,joy,positive
"Acabo de recibir mis 3 @GWR récord enmarcados. Y como es lógico he decidido relajarme con ellos un rato en el sofá! http://t.co/0SEQB1aKxE",20/04/2015 21:52,joy,positive
"Just got my 3 @GWR records framed! So, logically, I decided to chill next to them on my couch! :) Shak http://t.co/bUBBzzWX7y",20/04/2015 21:50,joy,positive
"Just 15 days left to nominate the most extraordinary educators you know to the Premios ALAS-BID. Participate now! @MovimientoALAS",16/04/2015 21:33,joy,positive
"Quedan solo 15 días para nominar a los premios ALAS-BID a aquellos educadores extraordinarios que conoces. Participa ya! @MovimientoALAS",16/04/2015 21:32,joy,positive
"Sasha out for a stroll! / Sasha de paseo! Shak http://t.co/4h9FTBfiAE",15/04/2015 16:15,joy,positive
"@HispanicEd is in NYC today discussing strategies on behalf of #latino educational opportunities across the nation. ShakHQ",14/04/2015 22:04,joy,positive
"Hoy en Nueva York @HispanicEd está discutiendo estrategias de mejoramiento de la educación para #latinos en EEUU ShakHQ",14/04/2015 22:03,joy,positive
"""El Baby Shower Mundial ha tenido un gran impacto, según @unicef_es"" Más información: http://t.co/3mUGNJguny 👍 ShakHQ http://t.co/BDYTMEnpCY",09/04/2015 19:50,joy,positive
"ShakHQ http://t.co/BDYTMEnpCY",09/04/2015 19:50,neutral,neutral
"""World Baby Shower is big hit, says @UNICEF​"" Full story: http://t.co/DwuvUAcUg2 👍 ShakHQ http://t.co/ls0pg36VN8",09/04/2015 19:47,joy,positive
"Celebramos estos 202 años de mi Barranquilla querida!!",07/04/2015 19:51,joy,positive
"Shak en el lanzamiento de la fragancia S by Shakira en la primavera del 2013 en París! #TBT ShakHQ http://t.co/SEYGpykNtA",02/04/2015 20:15,joy,positive
"Here's Shak at the S by Shakira launch in Paris in Spring 2013 #TBT ShakiraHQ http://t.co/fIcvPLonor",02/04/2015 20:13,joy,positive
"Qué alegria ver que les gusta la canción tanto como nosotros! @manaoficial --a ver que se nos ocurre para la próxima! http://t.co/hSvtB96tkZ",01/04/2015 20:42,joy,positive
"Desde ayer más de 632 niñ@s de 0 a 5 en #QuintanaRoo serán beneficiados con la inauguración de dos nuevos CIPIs! Shak http://t.co/hu1OA4BBuP",31/03/2015 16:08,joy,positive
"""Sasha ""working out"" w/his Kick and Play Piano from my FP collection for ECD--he loves it! http://t.co/aDcNYS2Avf http://t.co/JabM6739CB""",30/03/2015 20:30,joy,positive
"""Sasha ""haciendo ejercicio"" con su gimnasio de mi colección de @FisherPrice - le encanta! http://t.co/yMl8IuwQbp http://t.co/pabYglErFZ""",30/03/2015 20:29,joy,positive
"I'm excited to join the @WeHeartIt community ... Me hace mucha ilusión unirme a la comunidad de @weheartit ... http://t.co/4048O5fXB1 Shak",30/03/2015 15:13,joy,positive
"According to economist @heckmanequation, we should think holistically about the benefits of early childhood dev't. http://t.co/CBEu8KY4e6",27/03/2015 20:34,neutral,neutral
"En la semana que celebramos el 1r aniversario del álbum Shakira, nuestro #TBT es una de las fotos oficiales! ShakHQ http://t.co/gViEJjmNj4",26/03/2015 19:18,joy,positive
"In the week the Shakira album celebrates its 1st birthday, our #TBT is one of the official press shots! ShakHQ http://t.co/jf1WRmtKmI",26/03/2015 19:15,joy,positive
"El álbum Shakira cumple un año hoy! Lo pueden escuchar en @Spotify aquí http://t.co/3M4KDRx7h5 ShakHQ #1YearOfShakira http://t.co/Ycb6I6wnJF",25/03/2015 17:33,joy,positive
"Happy 1st birthday to the Shakira album, released a year ago today! Listen on @Spotify http://t.co/3M4KDRx7h5 ShakHQ http://t.co/yG17s45oHF",25/03/2015 17:32,joy,positive
"Wow, great version of Eyes Like Yours! / Nos encanta esta versión de Eyes Like Yours! https://t.co/9HBFaCsg0y ShakHQ",24/03/2015 19:26,joy,positive
"Conozcan los logros de @MovimientoALAS en el 2014! http://t.co/2drsC6VSL1
ShakHQ http://t.co/iXLLb77PlT",24/03/2015 16:26,joy,positive
"Wow! Can't Remember to Forget You de Shakira con @rihanna ya tiene más de 500 MILLONES de reproducciones!
https://t.co/Y4YiLCeznh ShakHQ",23/03/2015 17:30,joy,positive
"Wow, Shak's Can't Remember To Forget You video ft @Rihanna has reached HALF A BILLION views! https://t.co/Y4YiLCeznh ShakHQ",23/03/2015 17:26,joy,positive
"Gerard Pique is THE Defender! Shak",22/03/2015 23:39,joy,positive
"Padre e hijo
Feliz día del padre!
Shak http://t.co/Tmna42FQvt",19/03/2015 22:29,joy,positive
"The #MiVerdad video just hit 20m views! #MiVerdad: 20 millones de reproducciones! https://t.co/yhpikUUGL1  ShakHQ http://t.co/f8UhBHUsl8",17/03/2015 17:34,joy,positive
"Reading together--love these #mommymoments. Share yours! Leyendo juntos. Compartan sus momentos! Shak
https://t.co/hCiRMNAbRU",12/03/2015 19:37,joy,positive
"Genial ;-) RT @KimBroconier Tomorrow I'm going to learn the Spanish versions of all of the songs on @shakira's self-titled album",11/03/2015 19:43,joy,positive
"Suerte! RT @jordunn17 @shakira please wish me luck on my Spanish exam / Por favor desearme suerte en mi examen de español",11/03/2015 19:39,joy,positive
"Escuela Cartagena @fpiesdescalzos mencionada en artículo de @RIBA sobre 5 mejores escuelas SHQ http://t.co/N736XmZBbW http://t.co/PGEQIB6joS",10/03/2015 16:18,joy,positive
"Great to see @fpiesdescalzos's Cartagena school in @RIBA's 5 Of The Best Schools piece http://t.co/N736XmZBbW ShakHQ http://t.co/6fVkhzYk5b",10/03/2015 16:14,joy,positive
"En el día de la mujer quiero señalar el poder de la educación: catalizador que transforma las vidas de millones de niñas alrededor del mundo",08/03/2015 20:10,neutral,neutral
"On Intl Women's day I want to highlight the power of education as a catalyst to transform the lives of millions of girls around the world.",08/03/2015 20:04,neutral,neutral
"Great news! You can now get @UNICEF #WorldBabyShower gifts via your Baby Registry on @thebump -
http://t.co/K58bVRFwbN
ShakHQ",06/03/2015 21:37,joy,positive
"#TBT as a girl! On #IWD2015 Stand #UpForSchool to empower the next generation of women: http://t.co/1fJAW5MAFe http://t.co/C9QAFXsxqi",05/03/2015 20:47,joy,positive
"Con el video de ""Las de la Intuición"" http://t.co/YzUAbw1NSw a punto de llegar a los 50 millones, nuestro #TBT ShakHQ http://t.co/s9gCMYet4G",05/03/2015 17:09,joy,positive
"With the ""Las de la Intuición"" video (http://t.co/YzUAbw1NSw) set to reach 50m views here's a #TBT from it. ShakHQ http://t.co/FLi4LIyXQr",05/03/2015 17:07,joy,positive
"Please keep spreading the word http://t.co/K3k1vuTj0k 
Sigan compartiéndolo! http://t.co/bPxBmSuA0X http://t.co/MKKDNhJkhc",03/03/2015 17:42,joy,positive
"Muchas gracias por todos sus regalos y lindos mensajes sobre el #WorldBabyShower de @unicef_es. Shak http://t.co/7R15Dhm43T",03/03/2015 17:40,joy,positive
"Thank you all so much for your @UNICEF #WorldBabyShower gifts &amp; lovely messages. Shak http://t.co/gNr4teW2XM",03/03/2015 17:38,joy,positive
"♫Ay yo me voy a refugiar
a la tierra de tu amor♫
#miverdad
http://t.co/TqroWj0Top http://t.co/LgK1mFZDk7",02/03/2015 18:37,joy,positive
"Remember, you can now add @UNICEF #WorldBabyShower gifts to your @baby_list registry at http://t.co/wgNMLQdwdS ShakHQ http://t.co/ZR2MsjTOCo",27/02/2015 19:12,joy,positive
"Esta semana hace un año del lanzamiento de Empire. Aquí Shak en el set del video... #TBT ShakHQ http://t.co/q8n8X9ldd5",26/02/2015 19:10,joy,positive
"A year ago this week, Empire had its first play. Here's Shak at the video shoot…  #TBT ShakHQ http://t.co/GL06FCbxzs",26/02/2015 19:10,joy,positive
"♫ Tú eres mi amor mi alegría
la verdad de mi vida
mi bebé que me salta
a los brazos de prisa ♫
#miverdad http://t.co/eiL32qCkzE",25/02/2015 18:41,joy,positive
"Check this out! Hilarious!! 
 https://t.co/rAV1R43Et0",24/02/2015 20:34,joy,positive
"Shak ha escrito un texto sobre su #WorldBabyShower de @unicef_es para @BCLatino - pueden leerlo aquí: http://t.co/SkUdQJzjNV
ShakHQ",24/02/2015 18:54,joy,positive
"Shak's written an exclusive blog about her @UNICEF #WorldBabyShower for @BabyCenter - read it at http://t.co/uY3Dz3tFYZ ShakHQ",24/02/2015 18:52,joy,positive
"Compren mantas de lana para mantener a niños en estado de vulnerabilidad calientes. http://t.co/bPxBmSuA0X
ShakHQ http://t.co/8YfG1uS7wZ",23/02/2015 16:25,joy,positive
"Buy fleecy blankets to keep vulnerable children warm http://t.co/5Gv0WwjfJl @UNICEF #WorldBabyShower ShakHQ http://t.co/21t7AsA10j",23/02/2015 16:23,joy,positive
"The video for Shak's new duet with @manaoficial, #MiVerdad, has hit 10m views on YouTube! https://t.co/GricaBJRP7 ShakHQ",20/02/2015 17:23,joy,positive
"El video del dueto de Shak y @manaoficial, #MiVerdad ya tiene más de 10 millones de reproducciones en YouTube https://t.co/GricaBJRP7 ShakHQ",20/02/2015 17:23,joy,positive
"No se pierdan esta noche en los #PremiosLoNuestro de @Univision a @manaoficial interpretando su dueto con Shak, #MiVerdad. ShakHQ",19/02/2015 23:25,joy,positive
"Look out for @manaoficial performing their duet with Shak, #MiVerdad, on tonight's #PremiosLoNuestro Awards on @Univison in the US. ShakHQ",19/02/2015 23:24,joy,positive
"You can now add @UNICEF #WorldBabyShower gifts to your registry on @baby_list! Head to http://t.co/pHsqy9Xuq3 to help change lives. ShakHQ",18/02/2015 19:16,joy,positive
"Un amigo nos trajo esto, todo hecho en chocolate! Haciendo un esfuerzo para no comérmelo!  Shak http://t.co/8l9PIQVIk6",18/02/2015 14:35,joy,positive
"Nos complace mucho poder anunciar que #MiVerdad, el dueto de @shakira y @manaoficial ha debutado #1 en el Latin Airplay! ShakHQ",17/02/2015 21:04,joy,positive
"Shak's new duet with @manaoficial has debuted at #1 on the @Billboard Latin Airplay chart! http://t.co/eLuiCuf78t ShakHQ",17/02/2015 21:03,joy,positive
"Proporcionen comidas terapéuticas a los niños y niñas que sufren de malnutrición #WorldBabyShower @UNICEF ShakHQ
https://t.co/R9b2o2JCcE",16/02/2015 21:17,neutral,neutral
"Give therapeutic food for kids suffering from malnutrition http://t.co/5Gv0Ww1EkL #WorldBabyShower @unicef ShakHQ
https://t.co/xi7Bj1feJv",16/02/2015 21:16,neutral,neutral
"Happy Valentine's Day! Feliz día de San Valentín! Shak http://t.co/h5aQzbcsgG",14/02/2015 22:06,joy,positive
"Proporcionen cajas refrigeradas para mantener las vacunas de @UNICEF efectivas. http://t.co/Um9AzMAetL 
ShakHQ
https://t.co/rcD4bAxN0m",13/02/2015 18:12,neutral,neutral
"Provide cool boxes to help keep @UNICEF's vaccines effective. http://t.co/5Gv0Ww1EkL #WorldBabyShower ShakHQ
https://t.co/LbzURgZDL8",13/02/2015 18:10,neutral,neutral
"Congrats to @KristenMerlin on the release of her EP Boomerang! Shak
https://t.co/b1Ev5eS1ho",12/02/2015 16:08,joy,positive
"Para Sasha y mama! http://t.co/TZMiZKKXp7",11/02/2015 22:50,joy,positive
"Are you ready to love? http://t.co/XASTSrobuz ShakHQ #ShakiraBeauty http://t.co/ZdXSrT0izI",11/02/2015 22:37,joy,positive
"Ya pueden bajarse la nueva canción de @manaoficial y Shak, Mi Verdad, en @iTunesMusic: http://t.co/kjaBgAhwDJ ShakHQ http://t.co/JOKSKvLXyM",11/02/2015 17:47,joy,positive
"Download Shak's new duet with @manaofficial, Mi Verdad, on @iTunesMusic worldwide: http://t.co/kjaBgAhwDJ ShakHQ http://t.co/ttcobhOVEN",11/02/2015 17:46,joy,positive
"No se pierdan el nuevo video de Shak y @manaoficial, #MiVerdad que se estrenó anoche: http://t.co/TqroWj0Top ShakHQ http://t.co/F87KvBjZ4B",10/02/2015 17:18,joy,positive
"Watch Shak in the video for her new duet with @manaoficial which premiered last night: http://t.co/TqroWj0Top ShakHQ http://t.co/bZMJICGfGE",10/02/2015 17:17,joy,positive
"Thanks Fher for inviting me to be a part of this great song and magnificent experience--I love and respect you guys! https://t.co/GricaBsgqx",10/02/2015 00:10,joy,positive
"Fher gracias por invitarme a ser parte de esta gran canción y magnífica experiencia, los respeto y quiero! https://t.co/GricaBJRP7 #MiVerdad",10/02/2015 00:09,joy,positive
"Queremos presentarles a Sasha Piqué Mebarak--para conocerlo visiten http://t.co/Um9AzMiDCd",05/02/2015 17:27,joy,positive
"We'd like to introduce you to Sasha Piqué Mebarak--to meet him go to http://t.co/UqZJlMxz5H",05/02/2015 17:27,joy,positive
"""I have Daddy's feet, it looks like I've been playing football my whole life"" http://t.co/x8tqWlqPJU",04/02/2015 17:54,joy,positive
"""Tengo los pies de papi, parece que hubiese estado jugando futbol toda mi vida"" http://t.co/BkYpJjLSlh",04/02/2015 17:54,joy,positive
"Participen en el #WorldBabyShower de Shak y @3gerardpique y regalen vacunas contra el sarampión. http://t.co/2KC9BeMNRQ … ShakHQ",03/02/2015 17:03,neutral,neutral
"Purchase a #WorldBabyShower thank-you card from Shak &amp; @3gerardpique &amp; unlock funds for vital measles vaccines http://t.co/2KC9BeMNRQ ShakHQ",03/02/2015 16:58,neutral,neutral
"Sasha Piqué Mebarak http://t.co/4QsfExu9Vt",30/01/2015 14:00,joy,positive
"Felicidades a Paulina Vega! Barranquilla celebra contigo!",26/01/2015 20:15,joy,positive
"Con unos pocos $/€ regalen un balón de fútbol del #WorldBabyShower con @unicef_es http://t.co/Um9AzN9r0p ShakiraHQ http://t.co/3PABQ8XzFD",25/01/2015 21:57,neutral,neutral
"A few $/€ buys a soccer ball for kids to exercise &amp; have fun @UNICEF #WorldBabyShower http://t.co/RrpUVEEGSc ShakHQ http://t.co/aOLMltwO2H",25/01/2015 21:55,neutral,neutral
"Just a few dollars buys vaccines to help @UNICEF's battle against polio. #WorldBabyShower SHQ http://t.co/uoveg7531u
https://t.co/x0GWqESv6d",23/01/2015 19:06,neutral,neutral
"Con unos pocos $ compren vacunas que ayuden la campaña de @UNICEF para erradicar la polio
http://t.co/5Gv0WwSrIX SHQ
https://t.co/C0OS0esYDb",23/01/2015 19:04,neutral,neutral
"Muchas gracias por todos los mensajes de cariño para Milan hoy en su cumple, me han emocionado mucho! https://t.co/m38J5vQDlQ @ShakiraQuilla",22/01/2015 17:05,joy,positive
"@lopezmartosl Thanks Lorenia - your support is very much appreciated. ShakHQ #WorldBabyShower",22/01/2015 14:32,joy,positive
"Thanks so much to all who participated in our #WorldBabyShower so far. If you haven't visited yet check it out! http://t.co/tMhOc9ho0z Shak",21/01/2015 00:21,joy,positive
"Gracias a todos los que han participado en el #WorldBabyShower. Por si no lo han visto aún visiten aquí! http://t.co/tMhOc9ho0z Shak",21/01/2015 00:21,joy,positive
"Gracias a su generosidad el 1r #WorldBabyShower fue un éxito. Ayudemos a más niños este año. http://t.co/Um9AzN9r0p http://t.co/EmQTHc9bRc",19/01/2015 17:05,joy,positive
"Your generosity made the last shower a huge success! Let's see if we can help even more kids in need this year! Shak http://t.co/kshAWXSMGE",19/01/2015 17:03,joy,positive
"Compren una tarjeta de agradecimiento y ayuden a sumar fondos para vacunas contra el sarampión #WorldBabyShower
http://t.co/2KC9BeMNRQ SHQ",19/01/2015 14:56,neutral,neutral
"Buy a #WorldBabyShower thank-you card from Shak &amp; @3gerardpique and unlock funds for life-saving measles vaccines http://t.co/2KC9BeMNRQ SHQ",19/01/2015 14:52,neutral,neutral
"Nuestro segundo hijo llegará pronto. Participen en el #WorldBabyShower con @UNICEF http://t.co/45Z0r9TXKn. Shak http://t.co/qqFhmot1Mc",19/01/2015 14:01,joy,positive
"Our second son arrives soon. We invite you to join our #WorldBabyShower for @UNICEF at http://t.co/45Z0r9TXKn. Shak http://t.co/iZJO6bCojX",19/01/2015 14:00,joy,positive
"Wow! hoy hace un año del lanzamiento de Can't Remember to Forget You de Shak y @rihanna! El tiempo vuela...  http://t.co/LYzPHgUBdu ShakHQ",13/01/2015 17:09,joy,positive
"Wow, it's exactly one year since Shak and @Rihanna first unleashed Can't Remember To Forget You! Time flies… http://t.co/LYzPHgUBdu ShakHQ",13/01/2015 17:08,joy,positive
"Thank you! Great song to rock out to. RT @khad_xD I still love this song so much &lt;3 @shakira http://t.co/TxT4U3U55J",12/01/2015 20:12,joy,positive
"Time for a study break ;-) RT @EliasNaomi I like a dance as much as the next person, but why are they blasting out @shakira in the library?",12/01/2015 19:57,joy,positive
"Wishing all the new moms and newborn babies the #bestpossiblestart - http://t.co/RXeDphuwTP @fisherprice",02/01/2015 16:26,joy,positive
"Despido el año practicando deportes de riesgo! :)
Les deseo un muy feliz 2015 a todos!!! Shak https://t.co/vyXauJM6Ip",31/12/2014 14:20,joy,positive"Signing off for 2014 with some extreme sports! Wishing you all a very happy 2015!! Shak
"https://t.co/QlT3cXf99M",31/12/2014 14:20,neutral,neutral
"La versión Deluxe del último álbum de Shak está en @iTunesMusic US por primera vez. Para conseguirlo http://t.co/pcRTceTR37 ShakHQ",23/12/2014 19:20,joy,positive
"The Deluxe version of Shakira's latest album is now on US @iTunesMusic for the first time. Get it worldwide at http://t.co/pcRTceTR37 ShakHQ",23/12/2014 19:20,joy,positive
"Si están pensando en un regalo de última hora...No se olviden de las fragancias de Shak http://t.co/ng83a18Snn ShakHQ http://t.co/A32VPMuiSU",22/12/2014 20:16,joy,positive
"If you're looking for a last minute gift, don't forget Shak's fragrance range… http://t.co/ng83a18Snn ShakHQ http://t.co/QbeUoXijyt",22/12/2014 20:15,joy,positive
"Me encantan las películas de Navidad! Estas dos son unas de mis favoritas… Shak http://t.co/291fyS3xi3",22/12/2014 14:42,joy,positive
"You've got to love Christmas movies! I think these are my favorite two… Shak http://t.co/Qv3vO15H9S",22/12/2014 14:42,joy,positive
"Shak acaba de añadir más canciones en su Playlist de Navidades en @Spotify! Para escucharlas: http://t.co/aixj9qAoJe ShakHQ",19/12/2014 20:05,joy,positive
