tweet,date_time,real_sentiment,real_distilbert_sentiment
#innit trend that http://t.co/KQKYPmjAV7,24/02/2015 09:16,joy,positive
"You understand now why they lost their minds and fought the wars, And why I've spent my whole life trying to put it into words...",24/02/2015 07:25,joy,positive
"And so it goes, you two are dancing in a snow globe round and round. And he keeps a picture of you in his office downtown.",24/02/2015 07:25,joy,positive
A song I wrote with @jackantonoff called 'You Are in Love' is finally up on @iTunesMusic!!!!,24/02/2015 07:24,joy,positive
"We wrote 'Style' exactly a year ago. Max, the guy flexin on the right, just won Producer of the Year at the Grammys. http://t.co/P1HekaITNA",19/02/2015 19:22,joy,positive
"This wasn't a pre tape, it was all done live. I haven't changed clothes that fast since the tour ended. @jimmyfallon http://t.co/mYh31HJV4c",18/02/2015 16:31,joy,positive
I felt very lucky to be at the Oscar de la Renta show today. It was comforting to be in a room of… http://t.co/hKQUcJJedR,18/02/2015 07:29,joy,positive
karliekloss's photo http://t.co/W3VLoFAnbV,18/02/2015 05:34,joy,positive
Watch @jimmyfallon and me get dancy AND sporty tonight to celebrate the one year anniversary of @FallonTonight!! So excited about this!!,17/02/2015 22:39,joy,positive
"Life was never worse, but never better...",17/02/2015 06:10,joy,positive
"So we decided to release the 1989 Deluxe bonus songs on @iTunesMusic! Tonight the first one, ""Wonderland"", is out. LIKE RIGHT NOW",17/02/2015 06:06,joy,positive
Spontaneous moments like this are what keep me falling back in love with music over and over again.… http://t.co/Kx8VguCQvu,17/02/2015 01:50,joy,positive
Of course the coolest moment of my life happens and I can't figure out how to flip the video the right… http://t.co/4QLDGbt0sW,17/02/2015 01:36,joy,positive
#SNL40,16/02/2015 00:09,joy,positive
YEAH I WILL. @britmaack http://t.co/poexWpawWI,15/02/2015 21:52,joy,positive
Sending my love to all the lonely Starbucks lovers out there this Valentine's Day.....even though that is not the correct lyric.,14/02/2015 23:50,joy,positive
I just want to spend my life showing the people I love how much I love them. http://t.co/smkvG7ddN3,14/02/2015 22:58,joy,positive
When I want to go looking for wild desert kittens but Karlie is busy 'reading' and 'studying for NYU'. http://t.co/OZEJ8HgMSk,13/02/2015 20:17,joy,positive
"Directed by the amazing @kyle_newman Starring @DomSherwood1 (who has 2 DIFFERENT COLORED EYES) #STYLEmusicvideo http://t.co/Nt1hfcAzMW",13/02/2015 14:20,joy,positive
"Just found out that in 3.5 months, 1989 has now outsold Red (which has been out for over 2 years) AND I THINK THAT'S PRETTY COOL GUYS",12/02/2015 18:50,joy,positive
#Feb13STYLE http://t.co/RfcmHU6cGh,12/02/2015 15:10,joy,positive
#Feb13STYLE http://t.co/6KBK3WwIu0,11/02/2015 19:00,joy,positive
STYLE music video. Friday. #Feb13STYLE http://t.co/ZOzO5nZ8Lk,10/02/2015 17:35,joy,positive
"Madonna is now a person I've met. #TheGrammys",09/02/2015 05:42,joy,positive
BABY http://t.co/po09J3STtW,09/02/2015 02:56,joy,positive
"@TheGRAMMYs @MaxMartin00 HOW AM I SUPPOSED TO HANDLE THIS I CANT WALK THE RED CARPET SPAZZING OUT LIKE THIS. Producer of the YEAR, MAX",08/02/2015 23:49,joy,positive
"@TheGRAMMYs @Beyonce @S_C_ I NEED!!!! TO !!!! CALM DOWN!!!! I can't calm down.",08/02/2015 23:45,joy,positive
"@TheGRAMMYs @kendricklamar IM NOT CRYING IM NOT CRYING IM NOT CRYING *cries*",08/02/2015 23:25,joy,positive
@TheGRAMMYs @yelyahwilliams @paramore I'M SCREECHING IN MY HOTEL ROOM OH MY GOD HAYLEY,08/02/2015 23:13,joy,positive
"This was Abigail and me in 2005, sophomore year. Expect to see similar facial expressions tonight. @TheGRAMMYs http://t.co/TSeshYi7iu",08/02/2015 22:46,joy,positive
"My date to @TheGRAMMYs is........ @abiander!!!! We'll try to dress as well in 2015 as we did in 2005. #GetReady http://t.co/NwrpUUSVZc",06/02/2015 17:53,joy,positive
Went to the Grammy Museum in LA to see the exhibit they did on ma life. My behavior was as… http://t.co/6cjms2AJqB,05/02/2015 19:26,joy,positive
Guys...Thank you so much for giving 1989 a 10th WEEEK AT #1!! Woke up with the biggest smile on my face thinking about the year ahead of us.,04/02/2015 18:10,joy,positive
"Grammy Talk http://t.co/ApZtCpXwpn",02/02/2015 20:04,joy,positive
MCDONALDS WHY WOULD YOU DO THAT TO ME I WASNT READY,02/02/2015 00:37,joy,neutral
"Instant replay: http://t.co/3cm5t8wgoC",02/02/2015 00:22,joy,positive
Nashville! http://t.co/q7XuaD4IYf,02/02/2015 00:17,joy,positive
"OH. MY. GOD. therealmariskahargitay's photo http://t.co/rLgSSm2tJy",01/02/2015 23:11,joy,positive
"Check here for dates http://t.co/Wl4LPRvwh9 Meanwhile I'll be doing a celebratory friendship dance to 'Forever'. http://t.co/hlfy0lsMOB",01/02/2015 18:56,joy,positive
The girls and I got to talking and I'm overjoyed to announce that @haimtheband will be joining The 1989 World Tour!! TOURING W/ SQUAD YESSSS,01/02/2015 18:54,joy,positive
"Happy Birthday, @jtimberlake! Thank you for your music, comedy, daaaahncing, songwriting, and for taking this selfie: http://t.co/nExSjreYRU",31/01/2015 17:49,joy,positive
PS any hackers saying they have 'nudes'? Psssh you'd love that wouldn't you! Have fun photoshopping cause you got NOTHING.,27/01/2015 19:18,anger,negative
"I'd like to acknowledge the MVP of the day, @yelyahwilliams, for being the first to text me about the hack this morning. #FriendshipGoals",27/01/2015 19:09,joy,positive
"Cause the hackers gonna hack, hack, hack, hack, hack...",27/01/2015 19:06,joy,neutral
"""I try to be available for life to happen to me."" -Bill Murray @haimtheband http://t.co/enKLkg6amH",25/01/2015 02:25,joy,positive
"Whale Squad, adventures on the open ocean. http://t.co/FuMTqENo3R",24/01/2015 02:34,joy,positive
"""She's always wearing, like, a 1950's bathing suit."" http://t.co/6RZjgzzzwX",24/01/2015 02:22,joy,positive
"YES WHALE. @haimtheband http://t.co/NcNcyrvdfw",24/01/2015 01:44,joy,positive
When we were whale watching and didn't see whales for 5 minutes and go all moody. @haimtheband http://t.co/ag7TLNu5Fb,24/01/2015 01:35,joy,positive
"Este-back ride. @haimtheband http://t.co/KE6LxAn3Ps",24/01/2015 01:26,joy,positive
Hiking with the Squad in Hawaii. @HAIMtheband http://t.co/hrkveGMqql,24/01/2015 01:22,joy,positive
Greetings from Maui! @haimtheband http://t.co/OhSEJZpxkf,24/01/2015 01:20,joy,positive
"It's been a year since Ryan Tedder and I wrote 'They are the hunters. We are the foxes. AND WE RUN!' #IKnowPlaces http://t.co/GWPdN2Ea0f",22/01/2015 21:23,joy,positive
"YOU TELL THOSE HATERS GIRL. http://t.co/towwjUoTxF",20/01/2015 04:30,joy,positive
"So 'Electric Love' by Børns sounds like an instant classic to me..... #justsayingggg garrettborns http://t.co/I32poRlhVd",20/01/2015 02:27,joy,positive
Remembering his beautiful words on #MLKDay http://t.co/gUpUsV073a,19/01/2015 22:36,joy,positive
I didn't get the 'let's all wear black' memo. @gigihadid @karliekloss @iammarthahunt @ashavignone http://t.co/JNNaQ46ozY,19/01/2015 02:34,joy,positive
LOLOLOLOL THE SASS http://t.co/54BA9ZyhBD,18/01/2015 05:03,joy,positive
Purrrfect 😺📲 http://t.co/fChGwV0Nbv,18/01/2015 02:55,joy,positive
Cooking all day with @ashavignone @iammarthahunt @tavitulle http://t.co/058BjTcIKm,18/01/2015 01:50,joy,positive
KAR AND MAR. @karliekloss @iammarthahunt http://t.co/D7ktLnCnmb,18/01/2015 01:36,joy,positive
Cold New York. Hot tea. @iammarthahunt http://t.co/bWNdr5feRP,18/01/2015 01:27,joy,positive
"So excited about the @BRITAwards nomination!! Can't wait to get back to London, but then again I always can't wait to get back to London.",15/01/2015 23:11,joy,positive
Pretty obsessed with sarabareilles's video http://t.co/HP9VEjoJSy,14/01/2015 01:48,joy,positive
Jack and I went back to the birthplace of 1989 and simply rejoiced. @jackantonoff http://t.co/swsTaeQvH8,11/01/2015 01:28,joy,positive
graciegold95's photo http://t.co/d9AIFEy8Pa,10/01/2015 06:25,joy,positive
kyle_newman's photo http://t.co/zL5yjq8Rp6,10/01/2015 06:25,joy,positive
"Scott Swift, the newest member of @haimtheband. http://t.co/zprvl2g0pI",10/01/2015 04:43,joy,positive
Wandering around Catalina with my favorite people to wander around with. @lordemusic @graceegold… http://t.co/ShoZeKPDFu,10/01/2015 04:31,joy,positive
Clear blue water... http://t.co/kiNNkBiQOQ,07/01/2015 02:58,joy,positive
@shondarhimes Having a writer like you to look up to makes my life better on a daily basis. So happy you like 1989. ((Squeals with joy)) ❤️,03/01/2015 03:24,joy,positive
"Grab your passport ..and my hand. http://t.co/3Dw0cg7dTE",02/01/2015 22:50,joy,positive
Hi 2015. http://t.co/U8AK7bYBGj,01/01/2015 05:42,joy,positive
@yelyahwilliams @XChadballX CONGRATULATIONS YOU CRAZY KIDS!!!! ❤️❤️❤️❤️❤️❤️❤️,01/01/2015 01:48,joy,positive
"I can't thank you enough for making 1989 the best selling album of 2014. NOW LETS GO CELEBRATE! See you on ABC @OfficialNYRE tonight!",31/12/2014 22:34,joy,positive
"I experienced so many moments of true love this year, and all of them were with you. Here's to more magic in 2015. http://t.co/nASjxS9Cl7",31/12/2014 18:14,joy,positive
"I decided today that when my friends' children come over, I'll feed them chocolate chips and let them… http://t.co/FqyDLQgIZe",30/12/2014 01:03,joy,positive
"Me watching Maze Runner= screaming in terror during action scenes or crying all proud of the kid from Love Actually. There is no in between.",29/12/2014 06:36,joy,neutral
"OBSESSED. @louisawendorff http://t.co/gXrXYEZx1B",27/12/2014 19:01,joy,positive
She was completely exhausted from all the other naps she had taken that day. http://t.co/x8VqTXKXKe,27/12/2014 04:39,joy,positive
"Not that giving Christmas presents is a competition, but this year, my mom won. http://t.co/MafwU4SmUi",26/12/2014 22:19,joy,positive
"My dad just gave me ten lint rollers for Christmas, not for lint but 'because you always have glitter all over you'. Great start, Swifts.",24/12/2014 22:00,joy,positive
"Baby, we're the New Romantics. The best people in life are free. http://t.co/ZaFrL4hur4",23/12/2014 14:39,joy,positive
My cats wish they had thumbs so bad. I see them staring at mine like all jealous. http://t.co/hzGPRx8LJF,22/12/2014 22:08,joy,positive
Tonight Austin said we should all open 1 early Xmas gift- I saw it was a nerf gun as I got hit with the first shot. Then the battle began.,22/12/2014 01:05,joy,positive
"Maybe I'm being overly sensitive here but this seems kind of mean. #shakeitoff http://t.co/Jb4yNfVb5b",21/12/2014 23:31,anger,negative
"My favorite covers are the ones where the artist has made it their own, changing the way the song makes you feel. http://t.co/2rr3QVUiCk",21/12/2014 16:27,joy,positive
"'I'm meeting my friend here. She's probably sitting in a corner and wearing a cape' -me locating @tavitulle in a cafe PS she was & she was",19/12/2014 20:36,joy,positive
"I love this SO much! @TheGRAMMYs http://t.co/qgVypbyJJZ",19/12/2014 15:37,joy,positive
Happy birthday @babyhaim!So happy I got to watch you blow out your candles while you were singing a scandalous/perfect rap song. As you do.,15/12/2014 08:05,joy,positive
"I just want to thank anyone who wished me happiness today. You're my friend. These are my friends. And I'm so lucky. http://t.co/uKQZHfJIR5",14/12/2014 04:53,joy,positive
abigail_lauren's photo http://t.co/EexJlKKJML,14/12/2014 00:26,joy,positive
"When you're making wish, but you already have all you really need standing around you. http://t.co/HNU7aJ4mfZ",13/12/2014 23:57,joy,positive
My birthday present from lenadunham my new most cherished possession. http://t.co/fD3BRH2fPD,13/12/2014 20:03,joy,positive
"So this is being 25..... #WHAT #bestbirthdayEVER http://t.co/UyaEa7hk1I",13/12/2014 10:36,joy,positive
"This is my last tweet as a 24-year-old. #casual",13/12/2014 04:07,joy,positive
@selenagomez I LOVE YOU LIKE A LOVE SONG BEH-BEE,13/12/2014 00:05,joy,positive
"Plotting, planning, HUSTLING since 1989. http://t.co/PzY5L3aU2Q",12/12/2014 23:11,joy,positive
Meredith is so utterly BORED by my Christmas cheer. http://t.co/Zg92MsFzuX,12/12/2014 22:29,joy,positive
"Me and @genagabrielle at Billboard's Woman of The Year event in NYC, right before she announced me and… http://t.co/pgYmLpSBcy",12/12/2014 22:28,joy,positive
"Aretha Franklin just sang 'Happy Birthday' to me and it will take me decades to recover. #goals",12/12/2014 20:01,joy,positive
Teamwork. http://t.co/BMbKjVgbxo,11/12/2014 01:18,joy,positive
My sunshine. http://t.co/n7fCmVLxSg,10/12/2014 22:13,joy,positive
"Uh oh Look what I did. http://t.co/hk8EWYhrsc",10/12/2014 20:47,joy,positive
Got to see Emma KILL IT in Cabaret last night! Every new project she takes on is even more excellent… http://t.co/mogEBY0ocH,10/12/2014 20:26,joy,positive
"The @VictoriasSecret Fashion Show airs TONIGHT at 10/9 central on CBS. !!!!!!!!!!!!!!!!!",09/12/2014 23:48,joy,positive
"Who wore it better? (Paddington obvs) http://t.co/r2gept1bxg",09/12/2014 20:50,joy,positive
A gif depicting rare footage of how Ed and I get all pumped up to go onstage: http://t.co/zh0uxiVZRF,08/12/2014 23:21,joy,positive
"Anddddd *swoon* http://t.co/thcreHomGN #VSFS2014",08/12/2014 22:29,joy,positive
"As my 25th birthday present from the media, I'd like for you to stop accusing all my friends of dating me. #thirsty",08/12/2014 15:29,joy,neutral
YES YES YES THIS therealsarahhyland's video http://t.co/3JWZVuKHZ3,08/12/2014 08:20,joy,positive
"Good night, London... Miss you already. http://t.co/iqketLZuLx",07/12/2014 23:43,joy,positive
I close my eyes and the flashback starts... http://t.co/Eqy3cHj3gp,07/12/2014 23:40,joy,positive
"London, thanks for dancing with me tonight under confetti. http://t.co/2Km8aHYkkO",07/12/2014 23:38,joy,positive
capitalofficial's photo http://t.co/zn15Yzphqq,07/12/2014 23:34,joy,positive
About ready to go on at @CapitalOfficial Jingle Bell Ball- the voice is feeling hella bad but I'm here and ready to PARTY/sound like a frog.,07/12/2014 21:01,joy,positive
"I'm about to go onstage at @1027KIISFM #KIISJingleBall in LA. Fun fact: I have a wicked case of laryngitis. This should be interesting!",06/12/2014 03:30,joy,positive
"A song I wrote about shaking off things that don't matter just got nominated for 3 Grammys, including record and song of the year. GUYS.",06/12/2014 03:19,joy,positive
"So proud of these girls, 3 for killing it at the Victoria's Secret Fashion Show (@iammarthahunt… http://t.co/2eP91bAEDh",05/12/2014 22:41,joy,positive
I'm in love with @iammarthahunt and @lilyaldridge http://t.co/Ww6ZuBvhHz,05/12/2014 05:03,joy,positive
"Thanks Billboard. Also thanks, YOU. (Does dorky celebratory dance then trips over a cat toy) http://t.co/o5xB7bpAO6",05/12/2014 01:27,joy,positive
karliekloss's photo http://t.co/4E18aOHo70,04/12/2014 20:27,joy,positive
Missing the VS show. http://t.co/JNkRZ0JWv1,04/12/2014 06:29,sadness,neutral
"When you get to see your best friend KILL IT at her job. @karliekloss http://t.co/TMzN2RpHPi",04/12/2014 06:27,joy,positive
Tuesday was totally casual. http://t.co/UBETT26zyY,02/12/2014 22:28,joy,positive
"Oh my God she couldn't be cuter. arianagrande http://t.co/ALwac0L4Pc",02/12/2014 22:23,joy,positive
"Or maybe even............ #VSfashionshow http://t.co/VqZYUCBMKr",01/12/2014 22:51,joy,positive
Tomorrow. #VSfashionshow http://t.co/vcQzzoC6jo,01/12/2014 22:37,joy,positive
Wonder what I'll be singing at the VS Fashion Show tomorrow... http://t.co/DDKvhxJ9HT,01/12/2014 22:14,joy,positive
"@Michael5SOS if I'm hearing you correctly, what you're saying is that you'd like to be twitter BFFs. I accept your implied request. 😺",01/12/2014 13:51,joy,positive
"Casually giving lily's rock hard abs a hug last night. @lilyaldridge angelcandice http://t.co/D5ger9A8js",01/12/2014 12:16,joy,positive
"@Michael5SOS 🐱 forgot to mention, congrats on the 🏆 the other night at the 🇺🇸🎶🏆's! I was like 👯💃👏👏👏👏👏",01/12/2014 05:28,joy,positive
"HELP @GenaGabrielle I AM CONVULSIVELY SOBBING AND CAN'T STOP http://t.co/gT4OKXNCCN",30/11/2014 07:26,joy,positive
It feels like one of those nights... http://t.co/PzTdu8GsEx,30/11/2014 06:49,joy,positive
@Michael5SOS Well I was late retweeting you. Call it even?,30/11/2014 05:59,joy,positive
"My cousin Danny and I, exhibiting fearless fashion and bold taste in hats. http://t.co/LFmB1IAZZx",30/11/2014 00:31,joy,positive
Brooklyn Duo did a cover of Blank Space that makes it sound like a song people should walk down the aisle to. http://t.co/3V97Etc0fq,29/11/2014 00:10,joy,positive
"2009 and 2014 Happy Thanksgiving from the Swifts (and also the cousins who have other last names) http://t.co/aA6BeEhZ2l",27/11/2014 21:50,joy,positive
Just sitting in the kitchen with my family and @TheEllenShow was on & these amazing cheerleaders started dancing to Shake It Off= THE DREAM,27/11/2014 21:25,joy,positive
AUSTIN PLAYING WITH DRONES IN THE HOUSE IS NOT A FUN OR SAFE THANKSGIVING ACTIVITY http://t.co/lu4BkiozpA,27/11/2014 18:18,joy,neutral
"I'm thankful for this car full of cousins. @kflem7 #thanxgiving http://t.co/zKuAOdpogN",27/11/2014 18:01,joy,positive
This was what happened when Lena and I found out that there is a rap song called 'Lena… http://t.co/wfM4LMFWFn,26/11/2014 16:35,joy,positive
"Any questions or requests can be directed to my manager, @lordemusic. http://t.co/Oz7TPc1oHl LOLz.",26/11/2014 16:31,joy,positive
This is a very shiny skirt. http://t.co/RpKPJ86VXK,26/11/2014 00:44,joy,positive
"This photo's like ""What'd I miss? Did I miss it? Guys?""",26/11/2014 00:43,joy,positive
"~ASOS magazine~ http://t.co/wC9M0qSQz3",26/11/2014 00:42,joy,positive
"Sarah--I love you so much, we celebrated your birthday TWICE. #goals
http://t.co/trSQkGSeRX",25/11/2014 07:01,joy,positive
"Ahahaha KARLIE!!
http://t.co/2Ah4uLwqVw
@karliekloss",25/11/2014 01:50,joy,positive
"The rest of the world was black and white, but we were in screaming color.
@selenagomez http://t.co/UBKRvBv027",25/11/2014 00:37,joy,positive
"YES selenagomez's photo http://t.co/af11UyAAmt",24/11/2014 19:51,joy,positive
"#BlankSpace performance tonight on the #AMAs!!!!!!! It's gonna be crazy.
No like, actually crazy.",23/11/2014 22:43,joy,positive
"#AMAs2014",23/11/2014 19:36,joy,neutral
"The whole team at therealsarahhyland's 24th birthday soirée last night. http://t.co/sXp6zUYFtS",23/11/2014 16:52,joy,positive
"I love this cover of Style so much. 
http://t.co/Vc9dUgzKT0",22/11/2014 23:20,joy,positive
"Yeah you wanna find love,
Then you know where the city is.
@selenagomez 
#the1975 http://t.co/jUGFbjP89t",21/11/2014 08:52,joy,positive
"The 1975 at The Palladium. @selenagomez @elliegoulding http://t.co/EjtZ9wfG2J",21/11/2014 08:49,joy,positive
"""I know what I'm doin BAABE
Talkin bout a revolution
.....there it is""

(THRASHES UNCONTROLLABLY)

@lordemusic @MiguelUnlimited 
@ChemBros",17/11/2014 15:03,joy,positive
"Happy Birthday to the most effortlessly beautiful woman I've ever met. 
@lilyaldridge http://t.co/axZ2sBgEQL",15/11/2014 16:18,joy,positive
"RHNJHGHDFVHJOIYTDFBJJN

I'm fine.

http://t.co/iHduww5VwK",15/11/2014 15:48,joy,positive
"Cracking up at lucyhale's photo http://t.co/TM6IDaOz8Q",15/11/2014 06:59,joy,positive
"@jessetyler I was so excited about your tweet that I called my mom and also did a reading of it for the cats. Please still like me.",15/11/2014 03:35,joy,positive
"It takes a while to actually comprehend something like this. It's one of my favorite covers and… http://t.co/LjEGGDqjw6",15/11/2014 00:07,joy,positive
"Screaming color. http://t.co/rNF0w7ZC4S",14/11/2014 17:45,joy,positive
"Drove back into the city listening to @nickjonas 'Santa Barbara' cause it's like a combo of Bon Iver and the way Christmas time should feel.",14/11/2014 02:42,joy,positive
"Knicks. http://t.co/H2IwFXMor0",13/11/2014 03:42,joy,neutral
"These are 2 of the greatest girls and I'm still laughing from tonight. http://t.co/XgC2X8ZQZq",12/11/2014 05:30,joy,positive
"I think the greatest moment of @Seanopry55's performance in Blank Space is at 2:08. Tell me your fav Sean moments?!?
http://t.co/PQ0nPmjFcm",12/11/2014 00:54,joy,positive
"This Q&amp;A situation right now. 🎅
http://t.co/gEvxTCgk59",11/11/2014 13:47,joy,positive
"Tomorrow I'll be on @GMA because @AmericanExpress and I have something insanely cool to tell you about regarding the #BlankSpaceExperience!",11/11/2014 01:55,joy,positive
"I could show you incredible things.

http://t.co/PQ0nPmjFcm

Edit credit goes to dailynarnia http://t.co/WgAg61GjYu",10/11/2014 19:13,joy,positive
"GUYS.

Blank Space Music Video
Directed by @JosephKahn
Co-Starring @Seanopry55 

http://t.co/PQ0nPmjFcm
#BLANKSPACEMUSICVIDEO",10/11/2014 17:26,joy,positive
"A sneak peak at the official ""Shake It Off"" choreography for the 1989 World Tour:
http://t.co/go43vmoNMO",07/11/2014 06:33,joy,positive
"It's Ella's 18th birthday technically but we all know she's really 300 and knows all the secrets of… http://t.co/jkkLzrJCg3",07/11/2014 05:52,joy,positive
"Here's a pic of Hilary Duff quoting my lyrics on Instagram and generally just being the cutest person in history. http://t.co/Xg1bjy59Qf",07/11/2014 05:47,joy,positive
"You've got to fight for your right to PARTY.
#Japan http://t.co/pPiRxNzjZ3",07/11/2014 03:04,joy,positive
"The last time an album sold as many copies as 1989 did first week, it was 2002, I was 12, and going… http://t.co/BOpWSi6cdl",05/11/2014 21:59,joy,positive
"Industry experts predicted 1989 would sell 650k first week.
You went and bought 1.287 million albums.… http://t.co/7qumF3laPs",05/11/2014 03:55,joy,positive
"Hi, Tokyo! http://t.co/xWOsdVQGz7",04/11/2014 20:38,joy,positive
"So yeah, #The1989WorldTour is happening!! Go to http://t.co/0QsMufjnee for details. I CANNOT WAIT!
 http://t.co/FS8NverUuW",03/11/2014 13:39,joy,positive
"What a beautiful week. Night guys 😘 http://t.co/JqpasUXkaH",03/11/2014 05:22,joy,positive
"She's @_Jencita_ if you want to go tell her how cute she is and how precocious and dancy her baby ALREADY is. 
I'm not crying I'm not crying",03/11/2014 04:17,joy,positive
"YOU GUYS JENCITA'S UNBORN BABY IS DANCING TO BLANK SPACE IN THIS VIDEO AND I CANNOT CALM DOWN ABOUT IT. 

http://t.co/Hk23xr1D6w",03/11/2014 04:14,joy,positive
"Today Hillary's pug dressed up in its Christmas best and bought #TS1989. 

FYI: Hil is mountainswemoved on Tumblr. http://t.co/2uZ9MuYrJN",03/11/2014 04:05,joy,positive
"In silent screams,
In wildest dreams,
I never dreamed of this.

http://t.co/JhUZG7ADJ4
#taylurking 
#TS1989 http://t.co/CQBpnBKDMd",03/11/2014 03:54,joy,positive
"When I was drowning 
That's when I could finally breathe.

#TS1989 
#taylurking 
http://t.co/JhUZG7ADJ4 http://t.co/2gVNNY8Urn",03/11/2014 03:50,joy,positive
"Oh, you got that James Dean daydream 
Look in your eye...

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/qstZimU9tl",03/11/2014 03:41,joy,positive
"Look at that face... 😍

#TS1989 
#taylurking 
http://t.co/JhUZG7ADJ4 http://t.co/LzQ9IokMtk",03/11/2014 03:31,joy,positive
"Saw you there and I thought 
Oh 
My 
God.

http://t.co/JhUZG7ADJ4
#taylurking 
#TS1989 http://t.co/LNd7B4VwnO",03/11/2014 03:22,joy,positive
"The best people in life are free. 

#TS1989 
#taylurking http://t.co/ZFj5seagK3",03/11/2014 03:19,joy,positive
"Baby, we're the New Romantics...

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/zpdTrtf3nI",03/11/2014 03:07,joy,positive
"We're too busy dancing 
To get knocked off our feet.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/FdyEEsaqzb",03/11/2014 03:05,joy,positive
"Heartbreak is the national anthem.
We sing it proudly.

#TS1989 
#taylurking 
http://t.co/JhUZG7ADJ4 http://t.co/qh9QrgkZt0",03/11/2014 03:02,joy,positive
"Come on, come along with me...

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/I0lL9LPbEU",03/11/2014 02:57,joy,positive
"Baby, we're the New Romantics.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/2Nb14dfpDM",03/11/2014 02:54,joy,positive
"...and we run.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/rcJ3SW30VL",03/11/2014 02:41,joy,positive
"They are the hunters
We are the foxes..🐺

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/Blgp1m4Oeg",03/11/2014 02:40,joy,positive
"We're a crooked love 💘

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/3wdnJzqc9a",03/11/2014 02:29,joy,positive
"I would wait forever and ever.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/0LEV9xZZmM",03/11/2014 02:19,joy,positive
"I want you for worse or for better.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/NqD6pdDQjx",03/11/2014 02:10,joy,positive
"So hey, let's be friends! 

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/Pel7esTksd",03/11/2014 01:41,joy,positive
"And I know for you, it's always me. ❤️

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/GBGf5P7OLa",03/11/2014 00:48,joy,positive
"In the dead of night,
Your eyes so green...

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/2oFJYVsVc9",03/11/2014 00:45,joy,positive
"""Oof. Taylor Swift. She's always wearing, like, a 1950's bathing suit.""

http://t.co/I1gOpeoGuD",03/11/2014 00:30,joy,positive
"And you know for me, it's always you.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/N2nJvgClv9",03/11/2014 00:29,joy,positive
"They'll take their shots,
But we're bulletproof.

#TS1989 
#taylorlurking 
http://t.co/JhUZG7ADJ4 http://t.co/P7u2UWrH1w",02/11/2014 23:27,joy,positive
"...but I'm just gonna shake.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/tdqbIJsOPK",02/11/2014 23:23,joy,positive
"2am. Here we are.
See your face, hear my voice
In the dark..

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/e8sX3hdvJO",02/11/2014 23:19,joy,positive
"I can make the bad guys good for a weekend. 💋

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/M8dQ3RaU61",02/11/2014 23:15,joy,positive
"Grab your passport and my hand.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/H7h2Xhwb8h",02/11/2014 23:10,joy,positive
"I'll never forget you as long as I live.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/0bH33ckJgz",02/11/2014 23:07,joy,positive
"This love is glowing in the dark.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/du7mQGMuEH",02/11/2014 23:02,joy,positive
"This love left a permanent mark.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/yxZXNrPQKy",02/11/2014 23:00,joy,positive
"He can't see it in my face, but I'm about to play my ace.

http://t.co/JhUZG7ADJ4
#TS1989 
#taylorlurking http://t.co/kiCd1kYt0q",02/11/2014 22:52,joy,positive
"Cause we never go out of style.

http://t.co/JhUZG7ADJ4
#taylorlurking 
#TS1989 http://t.co/6A8ukloQVa",02/11/2014 22:49,joy,positive
"You took a Polaroid of us.

#TS1989 
#taylorlurking 
http://t.co/JhUZG7ADJ4 http://t.co/yKXDSx3UFW",02/11/2014 22:40,joy,positive
"Stolen kisses, pretty lies.
#TS1989 
#taylorlurking 
http://t.co/JhUZG7ADJ4 http://t.co/gfRH9W4GgC",02/11/2014 22:32,joy,positive
"You got that long hair slicked back.
#TS1989 
#taylorlurking 

http://t.co/JhUZG7ADJ4 http://t.co/BtFNqlpLvS",02/11/2014 22:26,joy,positive
"My mom just texted me this from Wal Mart. http://t.co/ra8MG3yAdW",02/11/2014 20:57,joy,positive
