tweet,date_time,real_distilbert_sentiment,real_sentiment
Yesterday at 6am I started climbing that huge mountain you see in all the Machu Picchu pictures… https://t.co/O3yQWyJszp,25/09/2015 21:00,joy,neutral
"Living that bucket list lyfe 🙏🏼
📷 ronyalwin @ Machu Picchu https://t.co/ar0A92HhLE",25/09/2015 05:05,joy,neutral
"...it's just like riding a bike
LIMA 9.22.15 📷 ronyalwin https://t.co/3wi98Yd025",23/09/2015 19:23,joy,positive
"Eating chicken nugs, drinking red wine &amp; watching #screamqueens because that's how I after party… https://t.co/Uq6kUNHtDP",23/09/2015 04:58,joy,positive
😬PERUVIAN COFFEE GOT ME LIKE😬 http://t.co/0N9DpGFDAI,22/09/2015 20:53,sadness,neutral
"🎶THIS IS THE TOUR THAT NEVER ENDS🎶 10 FINAL SHOWS IN SOUTH AMERICA KICK OFF TONIGHT IN LIMA, PERU! 👊🏼👊🏼👊🏼#ThePrismaticWorldTourSouthAmerica",22/09/2015 20:42,joy,positive
It takes a village! Check out some BTS of last nights #BazaarIcons http://t.co/ZACOrAwDX7 via @harpersbazaarus 🍁🍂,17/09/2015 18:56,sadness,neutral
When you feelin yo self all night &amp; then see that you've had quinoa in your teeth the whole time 🙍🏻,16/09/2015 00:10,sadness,neutral
Get the paints out 🎨 #nyfw https://t.co/OoLbNuPAOM,15/09/2015 06:25,joy,neutral
"When you hear ""Fix You"" by @coldplay at 1pm on a Monday 🙅🏻NOT TODAY SATAN🙅🏻",14/09/2015 20:27,joy,neutral
Anyone ever online shop all night then never check out or is that just me? 😳,13/09/2015 07:14,joy,neutral
Amazon prime and slime or nah?,13/09/2015 05:55,joy,neutral
@getglucky latertweet,13/09/2015 05:51,joy,positive
Starting a Kickstarter to get this 👑Queen👑 her rightful bracelets! https://t.co/Gp9bo9tyJY,12/09/2015 20:26,joy,neutral
Ayyyye pink dolphin what's good?!@aeschleahd https://t.co/xUPgTrZIfx,11/09/2015 03:34,joy,neutral
Check out @ITSJEREMYSCOTT's swaggy moves around me statuesque poses 😜 For @Moschino by Inez &amp; Vinoodh: https://t.co/6v4QjppZ9l BFF 4 LYFE👊🏼,09/09/2015 20:22,sadness,neutral
🔥burning woman🔥 📷 by @derekblasberg https://t.co/jl45qZCW2R,09/09/2015 02:05,joy,neutral
when you hand burning man the aux chord 🔥 https://t.co/G8exAE0yps,07/09/2015 08:59,joy,neutral
thanks dad 😑 https://t.co/IremexImVT,07/09/2015 08:41,joy,neutral
🔥obvious first time burner alert🔥 https://t.co/TywV2idd9E,06/09/2015 08:10,anger,negative
conciousness = creativity,02/09/2015 22:12,joy,positive
@iwasdivine thank you for your apology.,01/09/2015 23:24,joy,positive
"@katyperrylately I NEVER wrote those words, that is an EDITED picture or the person added it after I took it. I would NEVER use the C word.",01/09/2015 19:35,joy,positive
Need a hard copy for all ur next🍕pizza parties🍕?! Pre-order here NOW: http://t.co/q3gLLEsbTb #KatyPWTL http://t.co/FcUjlGtMQ2,31/08/2015 14:07,joy,positive
"The Prismatic World Tour LIVE is coming to DVD, Blu-Ray and digital on October 30! #KatyPWTL http://t.co/C8Ukyu4NPr",31/08/2015 14:06,joy,neutral
GOOD LUCK TONIGHT @MileyCyrus ❤️ http://t.co/MZHw3n5rCz,31/08/2015 01:00,joy,neutral
OMG CONGRATS @princessjavonda you've won ur 🌟spotlight moment🌟 during the @MTV #VMAs! Look out for her @COVERGIRL vid during the show!,29/08/2015 22:02,joy,positive
@rihftperry this errrythang,29/08/2015 05:21,joy,neutral
Perf palettes: Pollock &amp; Kooning https://t.co/NgmeYBxAWT,29/08/2015 00:41,joy,neutral
My fav piece by Charles Ray @whitneymuseum https://t.co/7lKJfYJno8,29/08/2015 00:30,joy,neutral
@whitneymuseum https://t.co/gSh1pKHsuX,29/08/2015 00:16,joy,neutral
Same http://t.co/epJ1bhCfwM,27/08/2015 05:43,joy,positive
My dawg doe http://t.co/Gl8u7QpIbz,27/08/2015 05:41,joy,neutral
Turning feelings into success since 2008 :-/,27/08/2015 02:54,sadness,negative
"SOTD: ""Tired of Talking"" by new gal Lèon https://t.co/FwCuuSBgI0 ...she's one to watch!",22/08/2015 19:21,joy,neutral
🎀💅🏼pink panther penthouse 💅🏼🎀 https://t.co/gGlq31lX5t,22/08/2015 06:56,sadness,neutral
YES CAUSE THEY HV NO VOICES BUT IF THEY DID THEY WOULD PROBABLY SAY STOP!!! :( https://t.co/cmdieciQUA,22/08/2015 06:53,joy,positive
Dipping with strangers @ The Madonna Inn 📷 ronyalwin https://t.co/uVpFIFSvHF,22/08/2015 06:28,joy,neutral
Wish there was a hyperloop to Dismaland :-/,21/08/2015 19:32,joy,positive
tbt my bro &amp; I cut from the same cloth https://t.co/ynkNyrNwHb,20/08/2015 08:26,joy,positive
feelin v relaxed https://t.co/jmfs7VbQAP,20/08/2015 07:45,joy,neutral
Alicia Vikander FTW,20/08/2015 07:07,joy,neutral
CURITIBA TO COSTA RICA - I'm excited to get💃🏻🍷😜2 ON😜🍷💃🏻with the dope @tinashe opening select dates on… https://t.co/j4GRTuIb9L,19/08/2015 14:29,joy,positive
sugarray https://t.co/jadMGQjDJ4,17/08/2015 04:05,joy,neutral
werking on being present cc @starbucks 🌲 https://t.co/JzT8f1N0QO,17/08/2015 03:52,joy,positive
Should have this puppy up n' running in no time! @shannonwoodward #hyperloop @ Hyperloop HQ https://t.co/UVGhoNlTeY,15/08/2015 02:14,joy,positive
Just posted a photo https://t.co/L7uujH4e6y,14/08/2015 19:10,sadness,neutral
The crown has officially been snatched from everyone:🔥http://t.co/GJBwscrop4🔥,13/08/2015 21:41,joy,neutral
Angelenos! For one of the most emotional &amp; educational experiences go see BENT @ Mark Taper Forum! It was tremendous! http://t.co/WUZcKzp5TN,12/08/2015 21:21,joy,positive
😩EMPATHS 4 LYFE😩 cc @sofifii,12/08/2015 20:05,joy,positive
"👀PEEK-A-BOO! 👀 
👃🏼                        👃🏼
💋                        💋
The Icons issue shot… https://t.co/zgRomOpsdS",12/08/2015 13:28,joy,neutral
When your derp squad writes a Christmas song in August 🎄🎶🎄 https://t.co/3uuZFEVSzT,10/08/2015 21:27,joy,positive
Huge 🎉 Happy Birthday 🎉 to one of the kindest and most loyal people I have come across during my… https://t.co/5HvU3x2uqO,09/08/2015 01:09,sadness,neutral
Ya know yer sanging good when ya lose yer balance &amp; fall over in the vocal booth          🎄🎶🙏🏼🎶🎄,08/08/2015 03:30,joy,positive
✨got dat hair flow back✨                    📷 ronyalwin                                        💇🏻… https://t.co/cHcpdgUtuI,07/08/2015 07:00,joy,positive
When your meditation chants accidentally come on in the club :-/,07/08/2015 01:36,joy,positive
I LIKE TO MOVE IT💃🏻Don't miss the opening number of @DANCEonFox choreographed by my favs &amp; longtime choreo's RJ&amp;Nick @goldenboyz_inc #SYTYCD,03/08/2015 19:29,joy,positive
"...And the very last show, show #151 of the #PrismaticWorldTour is going to be COSTA RICA on October 18th! http://t.co/l3WgZjMZaS",03/08/2015 16:04,joy,neutral
YO PANAMA! The #PrismaticWorldTour is coming to you October 15th! Pre-sale starts next Monday! http://t.co/l3WgZjMZaS,03/08/2015 15:03,joy,positive
Just left the most inspiring three hour dinner where no one took out their phones once... #evolved,02/08/2015 06:45,joy,neutral
🏄🏻 http://t.co/AMJRy8XBaX 🏄🏻,31/07/2015 23:50,joy,neutral
Wanna 🌟 in ur own #COVERGIRL commercial to air during #VMA's? Let's advertise your eyes! Click here to add yourself! http://t.co/eEmmBuErQu,29/07/2015 21:57,joy,positive
Just posted a photo https://t.co/boCr6Aftt6,28/07/2015 20:43,joy,neutral
Just posted a photo https://t.co/1BuEOJADtZ,28/07/2015 20:43,joy,neutral
VOGUE 🇯🇵JAPAN🇯🇵 #septemberissue @voguejp Tap for credits 💋 https://t.co/naDdAnyNw2,28/07/2015 20:42,joy,neutral
"42, 43, 46?! https://t.co/GhCsXx4VIP",27/07/2015 04:00,anger,negative
#OMWTSYG @universalorl https://t.co/IhRccfDZer,26/07/2015 05:59,joy,positive
Chickenwingguardingthemimosa ⚡️🔮⚡️ https://t.co/g09NJX9VAr,26/07/2015 03:02,joy,positive
Do we all personally hv to lose someone from a gun to hv a real opinion on gun control or can we just literally start taking this SERIOUSLY.,24/07/2015 23:41,anger,negative
when your fragrance is 🔥#madpotion https://t.co/UfyPQIwIj4,23/07/2015 18:25,joy,positive
Had a ✨magical time✨ launching MAD POTION at the Magic Castle yesterday! Thank you KC's for all your… https://t.co/Brl5a6vVIn,23/07/2015 18:18,anger,negative
The real travesty is where is the shine for  #BBHMMVideo when VMA eligibility period was 7/7/14-7/1/15 &amp; that gem dropped 7/1... @MTV,22/07/2015 21:38,sadness,neutral
"🔮✨⚡️RT @katyperrypopup For all you #KatyCats in the USA @KatyPerry’s #MadPotion is available to buy now, right here!! http://t.co/x77j5v9nD9",22/07/2015 21:28,joy,neutral
Finding it ironic to parade the pit women against other women argument about as one unmeasurably capitalizes on the take down of a woman...,22/07/2015 21:17,joy,positive
MORTA 😩 LINDA 😩 https://t.co/tYamXRgNl6,20/07/2015 07:55,joy,neutral
moments. https://t.co/eZ2KTxoBrk,20/07/2015 07:29,joy,positive
lambily 4lyfe. https://t.co/Hg8xS2KSGf,20/07/2015 07:09,joy,positive
my summer vs. urs                                   (vid courtesy of @getglucky) https://t.co/m7HMrnZT9O,18/07/2015 04:38,joy,neutral
"S.O.T.D. ""Girls Your Age"" by Transviolet: http://t.co/5SdOjouWqw love these lyrics...",16/07/2015 20:01,joy,neutral
Um...Woke up to my first Emmy nomination for the Halftime show!!! V proud of everyone involved especially #leftshark http://t.co/DhD4rRlEFO,16/07/2015 19:07,joy,neutral
"Ladies, Gentlemen &amp; unlabeled-
let's take a petite pause on the beauteous summer we are experiencing… https://t.co/SVgRa5i1ty",16/07/2015 07:10,joy,neutral
current mood https://t.co/OWHLlLhuGC,16/07/2015 01:16,joy,neutral
@katyskidrauhl say that to my face,15/07/2015 20:00,anger,negative
@Lockoir jk I don't do my laundry,15/07/2015 19:57,sadness,neutral
@Lockoir imma do my laundry on that washboard in a min!,15/07/2015 19:57,joy,neutral
SHAME on schools that allow students to have their cell phones on them in class! I imagine it incredibly impairs the learning environment...,15/07/2015 00:39,joy,positive
@sirenscaIIing :-/,14/07/2015 06:47,joy,neutral
#normcore,14/07/2015 06:45,joy,neutral
Today's highlight: listening to classical music strolling through every isle of Trader Joes &amp; discovering my new fav: http://t.co/Fex4ZdU1d6,14/07/2015 06:43,sadness,neutral
WHAT ARE THOOOOOOSEEE?!?! http://t.co/dZmcSHZuH9,13/07/2015 06:05,joy,positive
FACT: moms love chai!,09/07/2015 21:46,joy,positive
when you have a zit in your armpit :-/,09/07/2015 18:06,joy,neutral
I know I'm Laty Perry on this one but I just want to S/O my faithful furs the KatyCats for patting… https://t.co/4UJTgqFKhc,09/07/2015 16:12,joy,positive
GUYS. In celebration of #SharkWeek I created this #LeftShark phone case w/@ClairesStores #doesntbiteprotectorofphones http://t.co/FryhbdDEgI,07/07/2015 05:13,joy,positive
buy firework on itunes,04/07/2015 18:24,sadness,neutral
grateful. https://t.co/8uJngNVquV,03/07/2015 23:04,joy,neutral
"Also heard one of the greatest lines from @itstonybennett in it ""Life teaches you how to live it... If you can live long enough""",02/07/2015 19:37,joy,positive
Saw the AMY doc last night... Finally saw her as a human. May she continually rest in the peace she did not have on this earth.,02/07/2015 19:33,joy,positive
"Before accepting the offer to be on the cover of Forbes, I was told that a lot of women have… https://t.co/VKE7EKKPFd",30/06/2015 01:59,joy,positive
Really encouraged to be an American today... Love should live beyond labels &amp; intolerance! #LoveWins #EqualityForAll ❤️💛💚💙💜,26/06/2015 17:32,joy,positive
IF YOU DONT NETFLIX &amp; CHILL YOU CAN STILL SEE #THEPRISMATICWORLDTOUR ON @AMAZON INSTANT VIDEO: http://t.co/FUlJo7oZ6s. #TGIF,26/06/2015 13:05,joy,positive
"YOU KNOW WHY IT'S GONNA BE A GREAT WKND?! CAUSE U CAN FINALLY RELIVE EVERY RAINBOW COLORED MOMENT FROM #THEPRISMATICWORLDTOUR 
#NowOnNetflix",26/06/2015 13:04,joy,positive
Happy Father's Day to a guy that did the best job he could. Love you. ❤️ https://t.co/UVwsIcGgN9,21/06/2015 22:06,joy,neutral
Sisters &amp; Stella 👩‍👩‍👧 @ Greece https://t.co/ZeOOPadbVr,21/06/2015 06:58,joy,neutral
⛵️home sweet home⛵️ @ The Aegean Sea https://t.co/uLjT8vcozR,21/06/2015 06:50,joy,neutral
Gone 🎣 in missoni 🐙 @ Missoni in Mykonos https://t.co/cI4xV9oSVv,21/06/2015 06:45,joy,positive
💙 https://t.co/x2w4UzecGE,21/06/2015 06:33,joy,positive
🙏🏼ok fine I'll go back to church🙏🏼 @ Sanctuary Santorini https://t.co/7CdABuT266,21/06/2015 06:26,joy,positive
🔵&amp;⚪️ @ SANTORINI aka LITERAL HEAVEN https://t.co/QZ4995vBkP,21/06/2015 06:21,joy,positive
"Greece, it was love at first sight. Evil eyes of protection painted toes by @nailsbymh @ An island in… https://t.co/ACLnwBkgDh",21/06/2015 05:52,joy,neutral
THERE'S MADNESS IN THE AIR! @katyperrypopup #MADPOTION! ✨🔮⚡️ http://t.co/FV6XOnetuI,19/06/2015 21:45,joy,neutral
Get a whiff of this: my new 👃🏻fragrance👃🏻 is coming v soon! Follow @katyperrypopup for all latest on #MADPOTION! 🌙✨🔮 http://t.co/voBTS3UVqg,19/06/2015 21:31,joy,neutral
KATY x MOSCHINO #6 https://t.co/Da7UPD2Pmw,15/06/2015 18:00,joy,neutral
KATY x MOSCHINO #5 https://t.co/vx6ZjAWXBQ,15/06/2015 17:00,joy,neutral
KATY x MOSCHINO #4 https://t.co/hrVY9UU1sY,15/06/2015 16:05,joy,positive
KATY x MOSCHINO #3 https://t.co/ZGvqocpOqF,15/06/2015 16:02,joy,positive
KATY x MOSCHINO #2 https://t.co/MPcUvjUC2f,15/06/2015 14:01,joy,positive
"MORNING! For the next five hours I will post a new KATY x MOSCHINO picture through Instagram each hour, on the hour!",15/06/2015 14:00,joy,positive
Your official invitation to join the sisterhood of the traveling pantsuit is right here: http://t.co/dGOsvVNQbJ #Hillary2016,13/06/2015 15:45,joy,positive
❤THE FACE OF MOSCHINO❤️ https://t.co/MXnaQ6iqXM,10/06/2015 16:00,joy,neutral
Can't wait to show you one of my FAVORITE things EVER at the top of the hour... Stay 👀,10/06/2015 15:37,joy,neutral
Starting my niece young @itsjeremyscott https://t.co/eXSMKgRWpv,09/06/2015 22:02,joy,neutral
Me this summer ❤️ http://t.co/KvaZq8AsR6,09/06/2015 12:55,joy,positive
@katysacutie I just can't keep up with dez numbers. I feel like I should show a boob or a flick of da wrist or something. 😑,09/06/2015 12:02,anger,negative
@psychokatycat hi,09/06/2015 11:55,joy,positive
Guys. Wut. 🐎Dark Horse🐎 has reached 1 BILLION views?! I seriously ❤️ ur 👀 balls &amp; ur fingers for dem clicks...*heads back to the trap house*,09/06/2015 11:26,joy,neutral
IS ANYONE ELSE DISGUSTED YET?! WAKE UP AMERICA: http://t.co/WGSGpZZG30,07/06/2015 22:43,joy,positive
🐴Y'ALL!🐴 Last day to vote for me &amp; @KaceyMusgrave's Roar from #Crossroads for @CMT Performance of the Year http://t.co/fiitPM6tGc #CMTawards,07/06/2015 19:46,sadness,neutral
It's a beautiful day to not give 2 fucks and  blast Back In Black by AC/DC.,05/06/2015 22:33,joy,neutral
Montage of Heck (Kurt Cobain 🎥) is BY FAR one of the best musical docs I've ever seen: http://t.co/x2XCVZ6U6W,03/06/2015 02:58,joy,positive
Monday's got me like :-/ https://t.co/EB4FNj3jbI,02/06/2015 01:01,joy,positive
🙏🏼🌴reggae all day🌴🙏🏼,30/05/2015 21:02,anger,negative
#FBF when I was on The Warped Tour &amp; stage dove into the crowd &amp; lost a 👞 S/O @yungskeeter @MDMOLINARI in bckgrnd http://t.co/0VXkR4XyXm 🙏🏼,29/05/2015 21:45,anger,negative
My girl @bonniemckee is l👀king to break the Internet with a combo of this song and dat ass! 🍑#BombASStic🍑 http://t.co/wS6DEPZJvv,28/05/2015 19:47,joy,neutral
👀 The Daily Telegraph &amp; Chris Knowles 👎🏼,25/05/2015 18:34,joy,neutral
It's really inappropriate when journalists repurpose interviews done 3 yrs ago in context of promoting a film &amp; then stamp a new date on it.,25/05/2015 18:32,joy,neutral
🙏🏼 bout that linen lyfe 🙏🏼,24/05/2015 05:06,joy,positive
current mood https://t.co/Fe79Q3PDyp,23/05/2015 19:06,joy,positive
tumblr https://t.co/KUJCt2Cy4G,22/05/2015 01:59,joy,positive
Zomg. I want to watch every episode of the new Scream Queens right now #notanadd,21/05/2015 07:23,joy,positive
"Today, I ate tacos...on a beach...by myself...with no phone. Today was perfect 😌",20/05/2015 05:54,joy,positive
Just celebrating a run of 141 shows with a fun scorpion snack in Bangkok! #schoolsoutforsummer #naptime https://t.co/QJs3LbqahY,14/05/2015 19:07,joy,neutral
Joined a traditional Thai band last night #whatsgoodBangkok @ LAST NIGHT IN BANGKOK https://t.co/i1lCKN71xk,14/05/2015 09:02,joy,positive
🐠🐟Had a magical dinner with the tour watching the natural choreography of the beautiful sea life in… https://t.co/JYX1ZX9lFX,13/05/2015 11:44,joy,neutral
Sea-lfie? *edits caption upon rising with a refueled brain* @ At the aquarium with bae https://t.co/VnfPlHhyXr,12/05/2015 20:53,joy,neutral
"📢👭MY BESTIE WROTE A BOOK ABOUT THE SUBJECT SHE KNOWS BEST👭📢 A Tale of Two Besties, out today: http://t.co/ebzo56TLt4 http://t.co/K0LuRxfe6T",12/05/2015 14:47,joy,neutral
"Time, the ultimate truth teller.",09/05/2015 21:27,joy,positive
I'm your butterfly. Sugar. Baby. https://t.co/MrVDRflz9e,08/05/2015 13:00,joy,positive
Also #TBT to when I basically chicken scratched the idea of #ThePrismaticWorldTour design and texted… https://t.co/AZ4Yu8RrSw,07/05/2015 22:34,joy,positive
"1 YEAR year ago today, 138 shows, over 2 million faces, and more than a hundred flights later, we are… https://t.co/QOq0Z1v9w2",07/05/2015 20:46,joy,neutral
My jammy jam rn Loud Places by Jamie XX ft Romy: http://t.co/PaPAIQxESt,06/05/2015 20:33,joy,positive
🔥 dropping our single tomorrow 🔥 #stolethispicfromM #MONSTERCATREBELHEARTS 💅🏻 https://t.co/gZIyFjoeSs,05/05/2015 04:14,joy,neutral
#breaktheinternet2k15 http://t.co/bvxTyIKP7P,05/05/2015 02:10,joy,neutral
I wish Bruce Jenner was debuting his fabulousness on the carpet at #TheMetBall tonight #itwouldbeeverything!!!,04/05/2015 23:34,joy,neutral
Who shall I be tonight @hyungsunju?! #TheMet https://t.co/WH8J9agOjW,04/05/2015 22:16,joy,neutral
KP x WONDERLAND 3 https://t.co/itGZicGtT7,01/05/2015 17:38,joy,positive
KP x WONDERLAND 2 https://t.co/jz4zf8wuYP,01/05/2015 17:38,sadness,neutral
KP x WONDERLAND 1 https://t.co/riMjoD2jJh,01/05/2015 17:36,joy,neutral
TOMORROW one of ❤️favorite❤️ shoots I've EVER done is coming out on wonderlandmag There's a couple… https://t.co/POlMrP7Ga7,30/04/2015 18:42,joy,neutral
I never promised you a traditional Japanese garden 🌸🎎🌸 @ I miss you the most in Kyoto https://t.co/869DswfkfN,30/04/2015 11:39,joy,positive
"You can take the girl out of America but you can't take the Taco Bell out of the girl, okuurrrr 💅🏻… https://t.co/088L9l2JD1",28/04/2015 15:20,sadness,negative
Black sheep gang 4eva https://t.co/Ur0aJWakec,27/04/2015 12:23,joy,neutral
🇯🇵❤️✌🏻🏰✌🏻❤️🇯🇵 @ The happiest place in...TOKYO! https://t.co/FpirzZVjU1,27/04/2015 10:57,joy,neutral
My heart breaks w/the rising death toll from the #NepalEarthquake PLEASE help @UNICEF help children+families affected http://t.co/ivv02aGAY3,27/04/2015 03:57,joy,neutral
🍔ONLY IN TOKYO🍔 @ Taco Bell https://t.co/B5XpgkjhHY,26/04/2015 12:50,joy,neutral
When ur boyfriend jeans are also ur skinny jeans 😑,25/04/2015 16:54,joy,neutral
Hi my favs 🇯🇵 @ yum yum sumo themed spot https://t.co/uTaM4MpIIp,24/04/2015 17:24,joy,neutral
Like a raw pounded whale❗️🎌🎎🎌❗️ https://t.co/BPC3i1PaHB,24/04/2015 17:15,joy,neutral
🏆🐶🏆 https://t.co/1dsNbqwkXi,23/04/2015 11:33,sadness,neutral
CHINA'S GOT SNACKS❗️ http://t.co/2UCAObI0QR,20/04/2015 11:29,joy,neutral
🇨🇳❤️👶🏻❤️🇨🇳 http://t.co/KarwsEDiz3,20/04/2015 10:21,joy,positive
@cholewheeler but I love symmetry 😩,18/04/2015 06:09,joy,positive
🇨🇳🍒FRUIT SISTER IS HERE🍒🇨🇳,18/04/2015 06:08,joy,positive
❤️All packed and ready for ASIA❤️ http://t.co/Hf1wVLif4c,16/04/2015 20:05,joy,neutral
"💐BRAZIL!💐 As a special thank you for selling out Rock in Rio, I've added Sao Paulo on 9/25 &amp; Curitiba on 9/29! Go to http://t.co/l3WgZjMZaS",14/04/2015 23:28,joy,neutral
💃🏻BUENOS AIRES! I’m coming back for you on October 3rd! Tickets on pre-sale April 17th at 10a: http://t.co/8WyXtNGp65 #PrismaticWorldTour💃🏻,14/04/2015 13:01,joy,neutral
Wearin silk to see @Drake 🙏,13/04/2015 05:06,sadness,neutral
Krafts on Krafts on Krafts https://t.co/7SpX2ezt41,12/04/2015 18:45,joy,neutral
Coming for your brand @itsjeremyscott https://t.co/fpCuM19nus,12/04/2015 08:41,sadness,neutral
Spotted leftshark doing community service coachella 😕 https://t.co/mkD15DtSeL,12/04/2015 07:01,joy,neutral
🔥 FKA in KTZ 🔥,12/04/2015 04:42,sadness,neutral
@iamrashidajones floppy hats are the new flower crowns :(,11/04/2015 23:13,joy,neutral
@Momchella af http://t.co/bjfljohUHK,11/04/2015 22:56,joy,neutral
:( http://t.co/TCiOzPBudc,11/04/2015 22:02,sadness,neutral
Thirsty? @Coachella http://t.co/zN6oLQ26Lo,11/04/2015 20:09,joy,neutral
The only APP you need this weekend: Find My IPhone @coachella,11/04/2015 19:47,sadness,neutral
What would it smell like if you compiled all the crotches of all the cut off jeans worn this weekend? #Crotchella :(,11/04/2015 04:52,joy,positive
I feel so safe seeing LTE on my phone @coachella @sofifii,11/04/2015 04:24,sadness,neutral
#CANTchella https://t.co/hEXCLMb3bv,11/04/2015 03:21,joy,neutral
"❤️⌚️Oh Mickey you're so fine, you're so fine you blow my mind, hey Mickey!⌚️❤️ https://t.co/ySBw8HluYu",10/04/2015 06:46,sadness,neutral
@sosadtoday I heard our bodies are made of 80% water AKA tears,07/04/2015 20:47,anger,neutral
CUSTOM 🐶PUPPY🐶 PJ GAME STRONG (by @johnnywujek) https://t.co/lbIbX5UkST,07/04/2015 07:55,joy,neutral
WHERE'S ALL THE SPARKLY DRESS OPTIONS FOR MY BITMOJI 🙍,07/04/2015 05:02,anger,negative
@sofifii BITCH YOU BETTER HAVE MY 💵,02/04/2015 02:29,neutral,neutral
✂👦️chop chop👦✂️ https://t.co/FrMiWJtCdd,01/04/2015 16:28,neutral,neutral
REMEMBER these magazines are fiction designed for entertainment. NO ONE speaks for me. Instead let the previous tweets speak for themselves.,30/03/2015 18:36,neutral,neutral
RT @OKMagazine: she was having a private function at her home.,30/03/2015 18:31,neutral,neutral
RT @OKMagazine for publishing the error. We also apologize for including paparazzi photos of Ms. Perry that'd been taken w/a long lens while,30/03/2015 18:31,joy,positive
RT @OKMagazine We acknowledge Ms. Perry is not pregnant &amp; not planning a wedding. We regret the mistake &amp; sincerely apologize to Ms. Perry.,30/03/2015 18:30,joy,positive
"RT @OKMagazine:March 2, 2015 print edition of OK! Magazine, we wrongly stated that Katy Perry was pregnant &amp; that she was planning a wedding",30/03/2015 18:28,joy,positive
#PrismaticOnEpix IS HAPPENING RIGHT NOW!!! Watch on TV or stream at http://t.co/242aQpxxII 👀📺👀,29/03/2015 00:32,joy,positive
Some fun with @fyuseapp at the #PrismaticOnEpix premiere Thursday. http://t.co/mNd36K2E1V Who's already got their TVs on??,29/03/2015 00:01,sadness,neutral
✌️MORE HOURS until #PrismaticOnEPIX! On your TV @EpixHD or streaming on http://t.co/18U4E5hGQu! http://t.co/ovXE8d9i2G,28/03/2015 22:09,joy,positive
T-MINUS 3 HOURS until #PrismaticOnEpix! Tune in at 8p ET on @EpixHD or stream it on http://t.co/fPliCOE8vi!,28/03/2015 21:01,joy,positive
TBH I'm getting slightly worried about butters. https://t.co/iYQShhzgW3,28/03/2015 19:01,joy,positive
About to get thrown out of my own premiere for snapping selfies 😜 DON'T FORGET TO TUNE IN SATURDAY… https://t.co/8M36xlTusz,27/03/2015 04:33,joy,positive
TBT to when I forced my assistant on the birthday chair for her birthday in Norway! She confessed her… https://t.co/9WMJ2uiUdo,26/03/2015 22:45,joy,neutral
ARE YOU READY FOR SATURDAY?! http://t.co/Z4xNIkqCko. 4 more days until #PrismaticOnEpix!,24/03/2015 22:28,joy,positive
Show #129 tonight in Stockholm...Last show of Europe leg...Can't believe how far we've come...due for a nap but before I do Imma drop some 🔥,22/03/2015 19:21,joy,neutral
Goodnight Sweden: http://t.co/OZleBmLkLj,22/03/2015 00:06,joy,positive
Got a Swedish education... @ ABBA: The Museum https://t.co/Ko9Gqudr1x,21/03/2015 23:45,joy,positive
☁️❄️https://t.co/FUIWZVlJ1V❄️☁️ http://t.co/tDpQBvqit8,21/03/2015 01:18,joy,neutral
Saw ur story @MogonoloBall &amp; wanted u to know that I'm standing w/u in spirit on Monday! #clothinghasnogender Also lemme borrow that shawl!,20/03/2015 22:56,joy,positive
"""Are you generally a happy man? All the time. What makes you happy? The whole world"" 

Same. @… https://t.co/z64Vzx3LNr",19/03/2015 19:51,joy,positive
See @RyanSeacrest 🎨 http://t.co/eImw1RZG8L,19/03/2015 16:59,joy,neutral
SANTIAGO! R U ready 4 #ThePrismaticWorldTour? Pre-sale starts Mar 20 at 10a. I will see you at Pista Atletica Oct 6! http://t.co/bZYi1jwaBW,19/03/2015 12:46,joy,positive
My own mother surprised me today by going against her parental sugar cereal restrictions (and some… https://t.co/qMDlHhQvIF,17/03/2015 23:32,joy,positive
@KatyCatsClub https://t.co/1D3o3vd0uO,17/03/2015 17:10,joy,neutral
"❤️👭❤️ @glamourmag: 10 women who have changed @katyperry's life, from @jennyslate to @KaceyMusgraves to Cindy Sherman: http://t.co/h4ISSI02Je",17/03/2015 11:27,joy,positive
LADIES OF THE ROAD MUST STICK TOGETHER &amp; SUPPORT EACH OTHER! ✈️🎤💪 @ Stockholm https://t.co/85iU8Zrmtd,17/03/2015 01:37,joy,positive
beautiful berlin https://t.co/FSHmyVwQ1K,15/03/2015 01:55,joy,neutral
❤️ this Rauschenberg @ Hamburger Bahnhof- Museum für Gegenwart https://t.co/ey81CAkxho,14/03/2015 16:09,joy,positive
LIMA! You're next! I'm coming to you on September 22. Tix on sale March 18 at 8:00a: http://t.co/hXjxm2d7ho #PrismaticWorldTour,13/03/2015 13:03,joy,neutral
"#TBT to when I accidentally dressed like the Grim Reaper in The Catacombs 💀 @ Paris, France https://t.co/6yFDBgXPXD",13/03/2015 00:21,joy,neutral
CATS! GRAB UR POPPYCORN &amp; GET READY for MARCH 28th! #PrismaticOnEPIX Check dis delicious sampler platter: http://t.co/6nH07ISKLx ❤️🎶😻🎶❤️,12/03/2015 13:13,joy,positive
"Oh hey to you too, snack! (Also doing my best Lisa Loeb impression in these 👓) @ 🌴The Green Light… https://t.co/ZMaLy1NDYc",11/03/2015 02:13,joy,positive
Getting my foot cupped cause: 👠fashion week👠🙍 http://t.co/qO8QPKD2dU,09/03/2015 16:17,joy,positive
Twinning tour life with the love of my life  👶❤️👧 https://t.co/8G2IGi5wpF,09/03/2015 14:57,joy,neutral
