tweet,date_time,real_distilbert_sentiment,real_sentiment
A boy takes the plunge in a rural Bengal village #TheWeekOnInstagram https://t.co/2sDmWBmtUK,24/09/2016 23:45,joy,neutral
"The Week on Instagram | 254
https://t.co/merqnMfAmN https://t.co/TqKRjPyieA",24/09/2016 22:35,joy,positive
Finding similarities with siblings @KaiaGerber and @PresleyGerber https://t.co/8RxwcK4sXo,24/09/2016 18:45,sadness,neutral
.@christian_foto’s striking portraits of teen mothers in Latin America https://t.co/VZ5gILK9jY,24/09/2016 17:30,joy,positive
"Cookies from the Upside-Down, anyone? 🍪 #StrangerThings https://t.co/0QgT5j39W1",24/09/2016 15:00,sadness,neutral
"#DailyFluff
https://t.co/S81tBLhCFR 🐾 https://t.co/M19i1XMme8",24/09/2016 13:00,joy,positive
Watch our Instagram story to go behind the scenes at @Versace with Donatella (and Audrey 🐶) https://t.co/3obalTdFFl #MFW,24/09/2016 00:30,joy,neutral
Participate in this weekend’s hashtag project: #WHPlightplay https://t.co/MjRu5tfBAu https://t.co/dE0cVao2an,23/09/2016 21:30,joy,positive
"#DailyFluff
https://t.co/HPNpFDnynU 🐾 https://t.co/iRF6krTLUI",23/09/2016 13:00,joy,positive
Enter @MrHolmesBake: a carb lover’s paradise https://t.co/nE0WXpgi8S,23/09/2016 00:52,joy,positive
"“The harder it is to get to the subject, the more unique the photograph will be.” —Tobias Meyer https://t.co/a4Pkn8vvNi",22/09/2016 22:30,joy,positive
Happy #WorldRhinoDay! https://t.co/IVGq8xmtjk,22/09/2016 19:30,joy,neutral
Watch our Instagram story to go on set and behind the scenes with @shondarhimes https://t.co/nQ6CksQVwf,22/09/2016 18:20,joy,neutral
Making new friends and a colorful picnic in Mexico #WWIM14🍴 https://t.co/0ggdwlXhXg,22/09/2016 14:30,joy,positive
"#DailyFluff
https://t.co/2bCw16NDG1 🐾 https://t.co/aUCDWZ8JFF",22/09/2016 13:00,joy,positive
A trio of friends with pies for eyes celebrating #WWIM14🍴 in Indonesia https://t.co/DZSH40mc87,22/09/2016 03:00,joy,positive
☮+❤️ #InternationalDayofPeace https://t.co/PMnW82W3Hh,22/09/2016 02:06,joy,neutral
"A trip to Finland results in a new furry friend 🐿 #TheWeekOnInstagram
https://t.co/BAW4dwwjQJ",21/09/2016 23:45,joy,positive
Meet the Game Boy Cameraman: a photographer who works with just 128 pixels. https://t.co/zgw0cXgBCO,21/09/2016 22:30,joy,positive
Making nails happen anywhere (and everywhere) with @MarianNewman https://t.co/hwfsTWon4e,21/09/2016 17:30,joy,positive
The secret ingredient for this InstaMeet in Dubai? Teamwork. #WWIM14🍴 https://t.co/iJBmk53rvz,21/09/2016 14:30,joy,positive
"#DailyFluff
https://t.co/QaRAUNtwcf 🐾 https://t.co/apM7AWO1qC",21/09/2016 13:00,joy,positive
Larger-than-life chopsticks go in for a bite! #WWIM14🍴 https://t.co/kHvdpGiEN2,21/09/2016 02:30,joy,positive
"A half-human, half-alligator springs to life in Brazil’s Mysterious Lagoon #TheWeekOnInstagram https://t.co/u9DygIqVUF",20/09/2016 23:45,joy,neutral
".@gboxcreative documents the streets of Addis Ababa, Ethiopia, one frame at a time https://t.co/OUjR6U2k76",20/09/2016 22:30,joy,neutral
"Trying to create a post that's just right? With the latest update, you can save as a draft &amp; come back to it later. https://t.co/7lZ0eyNtBC",20/09/2016 17:18,joy,neutral
#WeeklyFluff = a pint-sized alpaca named Princess Pumpkin https://t.co/q7EnBMbP3X,20/09/2016 16:01,joy,positive
"#WWIM14🍴 = an 🌎-shaped picnic in Hamburg, Germany
https://t.co/4J7XAVbEQ2",20/09/2016 14:30,joy,neutral
"#DailyFluff
https://t.co/dQ1y1lmPY2 🐾 https://t.co/r0c8LmYnLc",20/09/2016 13:00,joy,positive
"Spotted outside of Delhi: a traveling rainbow of clothes #TheWeekOnInstagram
https://t.co/uECn1pMkoI",20/09/2016 03:00,joy,positive
"Dancing in Indonesia for #WWIM14🍴
https://t.co/9PTY96K2Cu",20/09/2016 02:30,joy,neutral
"See how our amazing community celebrated (and feasted!) during #WWIM14🍴
https://t.co/RAma0n3PUp",20/09/2016 01:52,joy,neutral
“I always need to be surrounded by something that I find inspiring and comforting.” —@agenualdo #FashionIllustrated https://t.co/IUC4lXY9FV,20/09/2016 01:30,joy,neutral
Illustrating @erdem at #LFW with @agenualdo https://t.co/ZCLoRqLRjJ,19/09/2016 22:30,joy,positive
Photographer @ronnysen is capturing the end of the world https://t.co/3a2VPjyxEe,19/09/2016 17:47,joy,positive
"#DailyFluff
https://t.co/VsXRyH3kt4 🐾 https://t.co/7o0MhaSA7b",19/09/2016 13:00,joy,positive
It's all about community. ❤️ #WWIM14 #WWIM14bsAs https://t.co/1QZFVgHE2c,19/09/2016 03:30,sadness,neutral
An InstaMeet at a cemetery? You bet. 👻⚰ #Hidden2016 #WWIM14 (📷: @robmulally) https://t.co/ztVRH9Tksw,19/09/2016 01:30,joy,positive
"We're falling for this cozy autumn-themed InstaMeet from St. Petersburg, Russia 🍂  #wwim14tauride #WWIM14🍴 https://t.co/hPA1t16CJ0",19/09/2016 00:07,joy,positive
Making new friends high and low during #BreakfastAndBalloons #WWIM14🍴 https://t.co/aOEokJYoQc,18/09/2016 22:00,joy,positive
Let's go around the 🌍 with InstaMeets! #WWIM14🍴 is now playing on our Instagram story ➡️ https://t.co/0ZMkk1j23w https://t.co/T8MFqznulz,18/09/2016 19:38,joy,neutral
"More noodles, please! 🍜❤️ #wwim14_sobaclass #WWIM14🍴 https://t.co/8EfqlTgrrh",18/09/2016 18:30,joy,positive
Instagrammers at #wwim14valencia in Spain were treated to a surreal sunset 🌅 #WWIM14🍴 https://t.co/LKuxjh4mUm,18/09/2016 16:44,joy,neutral
"Keeping balance in the Russian mountains #TheWeekOnInstagram
https://t.co/wiWUItBNxf",18/09/2016 13:00,joy,neutral
It's fiesta time! 🎉 Meet the Instagrammers of #WWIM14_Dubai in @heraldherrera's story: https://t.co/k45XeMlWlc #WWIM14🍴,18/09/2016 06:00,joy,positive
"Too much pizza? Not possible! Especially when you have new friends to share it with 🍕
#wwim14🍴 #wwim14_napoli https://t.co/HcYWCea6iS",18/09/2016 02:30,joy,positive
"We see some tasty 🍣🍣 #emojisinthewild, @wfmfairfieldct! #wwim14🍴 #WWIM14WholeFoods https://t.co/vQRNDhcU3E",18/09/2016 00:30,joy,positive
"Sit back, relax and enjoy this Barcelona sunset #TheWeekOnInstagram
https://t.co/Q2kMlP9zKq",17/09/2016 23:45,joy,positive
"The Week on Instagram | 253 
https://t.co/LMkOKDbGmk https://t.co/luBjbJgiPy",17/09/2016 21:35,joy,neutral
"An Italian fireworks display closes out summer #BoomerangOfTheWeek 💥
https://t.co/SKEDZ66XCH",17/09/2016 21:30,joy,positive
😍🍔  It's Worldwide InstaMeet weekend! Follow along as we go around the globe 🌍 #WWIM14🍴 #wwim14_aDayInDubai https://t.co/EYkHWoQH0D,17/09/2016 20:58,joy,positive
Meet three Paralympians who brought medals home this year 🏅 https://t.co/yzdtz7Khmf,17/09/2016 15:08,joy,positive
"#DailyFluff
https://t.co/zHBNOqH53k 🐾 https://t.co/1TUJJAxLjD",17/09/2016 13:00,joy,neutral
A touch of nature with artist @alfredbasha https://t.co/GFTlr11EiT,17/09/2016 00:30,joy,positive
"It’s here! How will you celebrate #WWIM14🍴? 
https://t.co/QYDuJtW9Lu https://t.co/J0aCUzxdPs",16/09/2016 22:00,joy,positive
Now playing on our story: Todd Gurley (@TG3II) of the @ramsnfl gears up for Sunday's big game 🏈 #MobSquad https://t.co/x9gSyraYvX,16/09/2016 21:05,joy,neutral
This Instagram account is dedicated to fruit stickers from around the world https://t.co/UcFky1KpsI,16/09/2016 17:30,joy,neutral
"#DailyFluff
https://t.co/gcKKceIm3O 🐾 https://t.co/NotBmL1YKU",16/09/2016 13:00,joy,positive
.@BrittGreeson photographs the joy and pain of being human https://t.co/nAboNpzZGj,15/09/2016 22:30,joy,positive
"#DailyFluff
https://t.co/pfPbCGow4C 🐾 https://t.co/Yjni1i6IUY",15/09/2016 21:35,joy,positive
"A gorgeous, desolate record of Russia’s past and present https://t.co/bssLEhIXhE",15/09/2016 17:30,joy,positive
Dressing up and diving in for #WHPstyle https://t.co/D03lo4q0Rm,15/09/2016 14:30,joy,positive
“We create art that speaks to what was going on in the national and international dialogue.” —@KadirNelson https://t.co/rasdPBQ4rG,15/09/2016 03:30,joy,positive
👁 An eye-catching submission to #WHPstyle 👁 https://t.co/QrnIochoDz,15/09/2016 02:30,joy,positive
“Don’t follow rules. Go with your heart.” —Ainslee Costa #MyStory https://t.co/fUrbaITE7B,15/09/2016 00:30,joy,positive
Artist @KadirNelson speaks to the hero in us all https://t.co/HK4Y9P3ylN,14/09/2016 22:30,joy,neutral
Feel the wind in this flowing #WHPstyle submission https://t.co/RKwkKSWqVl,14/09/2016 19:30,joy,neutral
Sharing scenes of Iraqi life with Ahmad Mousa https://t.co/YDWf7uo4Bt,14/09/2016 17:30,joy,positive
Now you can mute someone's story if you don't want to watch it. Tap &amp; hold their profile photo in the stories bar. https://t.co/htmIj7DQAG,14/09/2016 15:26,joy,positive
"#DailyFluff
https://t.co/3aM7eWSKNc 🐾 https://t.co/O3GDZmRIGO",14/09/2016 13:30,joy,neutral
Check out our Instagram story right now to see @ladygaga surprise a lucky Little Monster 🤘 https://t.co/cnQqxsbs80,14/09/2016 12:00,joy,positive
"Fearless fashion from the streets of San Antonio, Texas for #WHPstyle
https://t.co/ydzNmURXvd",14/09/2016 02:30,joy,positive
"Monsoons bring relief (and puddles) to life in Kolkata #TheWeekOnInstagram
https://t.co/7VqYgLrnS5",13/09/2016 23:45,joy,positive
Good fortune comes easy for @LadybugFortune on #NationalFortuneCookieDay https://t.co/Xs9jUHuar9,13/09/2016 22:45,joy,positive
"Today, our Instagram story is a day in the life of @ladygaga 🎤 https://t.co/qJ2pV18qqh",13/09/2016 19:57,joy,neutral
#WeeklyFluff = so much golden goodness https://t.co/z13U5c7THw,13/09/2016 18:41,joy,neutral
Make your words POP! Colorful text is here for stories. 🎨 https://t.co/vFlUTAxhw1 https://t.co/T0gLPcA9sl,13/09/2016 17:13,joy,positive
"Geometric shapes and plenty of attitude for #WHPstyle 
https://t.co/CqJd5bYlFP",13/09/2016 14:30,joy,neutral
"This little girl makes a big fashion statement for #WHPstyle
https://t.co/6oFgRiw0hF",13/09/2016 02:30,joy,positive
"Featured submissions from this weekend’s hashtag project: #WHPstyle
https://t.co/dDeGN0mMjr https://t.co/b0hH23EgOE",13/09/2016 01:30,joy,positive
A painted tree grows in Frankfurt this week #TheWeekOnInstagram https://t.co/D4aSRzlzMf,12/09/2016 23:45,joy,neutral
Embracing duality with Iraqi-American @uBadr https://t.co/Jm0Fn11xGR,12/09/2016 22:30,joy,neutral
"TFW ""you see people tagging their friends on my photo and saying 'let's go there this weekend.'"" 🙌🏼 (via @CBCNews) https://t.co/hKwUc2k5wz",12/09/2016 20:11,joy,neutral
Today we’re rolling out improvements to make comments safer for everyone. Read a letter from Kevin Systrom here: https://t.co/DpUN0Z3Lmk,12/09/2016 15:01,joy,positive
"#DailyFluff
https://t.co/ZRPL9RZ5yH 🐾 https://t.co/EG6jxGSa6a",12/09/2016 13:00,joy,positive
We ❤️ this animated origami #myinstagramlogo https://t.co/5K7T5AurlF,12/09/2016 01:30,joy,positive
"An unexpected herd from the beaches of Morocco #TheWeekOnInstagram
https://t.co/n8Og8860Wi",11/09/2016 23:45,joy,neutral
Designer @Kerbito staged his most personal show to date for @pyermoss at #NYFW https://t.co/ETVzHORw9e,11/09/2016 22:30,joy,neutral
Discover NYC the Instagram way (via @Allure_magazine) https://t.co/QNwjbNFDyq,11/09/2016 21:30,joy,positive
This Venezuelan #WWIM14🍴 has us hungry for more https://t.co/LwjwlnOGr7,11/09/2016 19:30,joy,positive
"So much cuteness, so little time (via @BritAndCo) https://t.co/u8vzKte736",11/09/2016 16:05,joy,positive
"Worldwide InstaMeet 14 is next weekend, September 17-18! Don't forget to tag your photos and videos #WWIM14🍴 https://t.co/GdaovCQLfa",11/09/2016 14:35,joy,positive
In memory of 9/11 🇺🇸 https://t.co/UX5OfuTE71,11/09/2016 12:00,joy,neutral
Check out our story to join @Lupita_Nyongo as she gets ready for the @TIFF_NET red carpet and #QueenofKatwe premiere https://t.co/LK1GSRpvjr,11/09/2016 03:15,joy,neutral
Avocado toast is only the beginning (via @extracrispy) https://t.co/BadGbxGPfZ,11/09/2016 01:30,joy,positive
"Just a rope bridge away, this island cottage is a dream come true #TheWeekOnInstagram
https://t.co/X5dawX8OPr",10/09/2016 23:45,joy,positive
"The Week on Instagram | 252
https://t.co/SQBvjpyQPX https://t.co/G5ldwccZrT",10/09/2016 22:30,joy,positive
The most stylish 3-year-old ever (via @BuzzfeedIndia) https://t.co/HQPrIcifDY,10/09/2016 21:30,joy,positive
A black-and-white beauty takes a break for our #BoomerangOfTheWeek https://t.co/OZhAayHvHS,10/09/2016 19:30,joy,neutral
Designer @TanyaTaylorNYC’s collections always begin on a canvas https://t.co/Eq9wBAqQqr #NYFW,10/09/2016 17:30,joy,positive
"Mmm...pasta. 🍝 Worldwide InstaMeet is coming soon, September 17-18! #WWIM14🍴 https://t.co/gkixhp6oYL",10/09/2016 15:00,joy,positive
"#DailyFluff
https://t.co/l49WVKkemI 🐾 https://t.co/C8ylpC2l0Z",10/09/2016 13:00,joy,positive
"Lookin' good, @GlacierNPS https://t.co/LtuU7dw0kI",10/09/2016 03:30,joy,neutral
How comedy and @SU2C helped one teen overcome a rare form of leukemia https://t.co/MrkxQGyejW,10/09/2016 00:05,joy,positive
"Participate in this weekend’s hashtag project: #WHPstyle
https://t.co/SqzlGYRU55",09/09/2016 22:08,joy,positive
"Celebrating #NationalTeddyBearDay with the talented creator of these beary cute creatures 
https://t.co/xxCnd7Nsmx",09/09/2016 19:30,joy,positive
.@Lupita_Nyongo might just have the best fan art on Instagram https://t.co/720J70TRbQ,09/09/2016 18:15,joy,neutral
Paintings. Mosaics. Pencil Drawings. A look at the wonderful fan art of @Lupita_Nyongo https://t.co/720J70TRbQ,09/09/2016 17:30,joy,neutral
🦁? 🐶? #WHPwilderness https://t.co/OZlU10zxZb,09/09/2016 14:30,joy,neutral
"#DailyFluff
https://t.co/jMQWiabzCh 🐾 https://t.co/8V6cYVN34U",09/09/2016 13:00,joy,neutral
The northern lights dance 💫 for @MichaelMatti &amp; #WHPwilderness https://t.co/usKBSOhZsM,09/09/2016 02:30,joy,neutral
Seeking out the little things at #NYFW with @Cassidy_Araiza https://t.co/jEI2oTh8mh,09/09/2016 00:30,joy,neutral
A creative approach to tennis equipment @usopen with @andresbella https://t.co/O2RgzoXQ4u,08/09/2016 22:30,joy,neutral
"""Stranger Pugs &gt; #StrangerThings"" –@itsdougthepug 🐶 https://t.co/1g2qtkRcnc",08/09/2016 20:07,joy,positive
Celebrating #NationalAmpersandDay with @masgrimes https://t.co/mTwPC5sBbc,08/09/2016 17:30,joy,positive
Live long and prosper. Happy #StarTrek50! 🖖🏽 https://t.co/NMWGhJJhae,08/09/2016 16:19,joy,neutral
"Ready, set, GO! with @Romestebanr for #WHPwilderness https://t.co/ZnyhpLvgGi",08/09/2016 14:30,joy,positive
#DailyFluff 🐾 https://t.co/gyhusS9MA5,08/09/2016 13:00,joy,neutral
Perfect rings in Michigan’s crystal-clear water #WHPwilderness https://t.co/V8EOSKUrDw,08/09/2016 02:30,joy,neutral
Natasha Ksenzhuk’s photos look good enough to eat https://t.co/vSvBpwrOaN,07/09/2016 22:30,joy,positive
"“As a local, I’m always amazed by the natural beauty of the rivers, forests, mountains and the sea.”@MdFarhad_Rahman https://t.co/cs84hnfvdw",07/09/2016 20:30,joy,positive
Globe-trotting advice from travel photographer @MdFarhad_Rahman https://t.co/A47uBOFsWr,07/09/2016 17:30,sadness,neutral
A foggy jog through San Francisco’s Mount Davidson Park https://t.co/EFOD7ZS3yN,07/09/2016 14:30,joy,positive
"#DailyFluff
https://t.co/OgFjORnXzr 🐾 https://t.co/sSuaTEbDgj",07/09/2016 13:00,joy,positive
A burst of energy and light erupts in a forest clearing 💥 #WHPwilderness https://t.co/owO0wbGqy8,07/09/2016 02:30,joy,positive
Featured submissions from this weekend’s hashtag project: #WHPwilderness https://t.co/5oUkSgmSZb https://t.co/w0geEf5RRk,07/09/2016 01:00,joy,neutral
"""Fro-yo on-the-go, yo"" sounds pretty good right now. Today's story is all about #WWIM14🍴! https://t.co/0ZMkk1j23w https://t.co/sWNfYtcV6e",06/09/2016 21:58,joy,neutral
"Stop, drop and 📚 #ReadABookDay https://t.co/rEAYfqe0EF",06/09/2016 20:45,joy,positive
We’re popping up for this week’s #WeeklyFluff 😻 https://t.co/O5ZfTEnVIm,06/09/2016 16:35,joy,neutral
"#DailyFluff
https://t.co/nhIRKWcXMN 🐾 https://t.co/bbDfM0oKXC",06/09/2016 13:00,joy,neutral
The art of daily life in Lesotho https://t.co/4dCxFjKkX3,06/09/2016 03:30,joy,positive
Creative inspiration from @FastCoDesign https://t.co/N8yGHSAYok,06/09/2016 01:30,joy,positive
"Two red pandas reminding the world of the importance of friendship, nature and a good ol’ nap. #TheWeekOnInstagram
https://t.co/dO6FHALRjT",05/09/2016 23:45,joy,neutral
Flipping worlds with Mexican student @karencantuq https://t.co/4J1I2DmGNn,05/09/2016 17:30,joy,positive
Play peek-a-boo with #hiddenrainbow hair 🌈 (via @HuffingtonPost) https://t.co/zYMGDkIsoO,05/09/2016 15:30,joy,neutral
"#DailyFluff
https://t.co/biAIa4qMaF 🐾 https://t.co/TeWUr4yTrC",05/09/2016 13:00,joy,positive
Taking in the view #FromWhereIRun with @nictinworth https://t.co/2dWk71tK0l,05/09/2016 00:30,joy,positive
"A girl and her dog (almost) blend into a mural in Newtown, Australia #TheWeekOnInstagram
https://t.co/mmz3ktirES",04/09/2016 23:45,joy,positive
Documenting life in the former Soviet Union with @brendanhoffman https://t.co/0Qywb3AIYp,04/09/2016 19:30,joy,positive
Turning 🌸 into 🎨 (via @BuzzfeedParents) https://t.co/cXsGm0HtQ7,04/09/2016 16:30,joy,positive
"Happy birthday to the one and only @Beyonce! 👑🐝💋
https://t.co/5U5eIrq0hz",04/09/2016 14:00,joy,positive
"When life hands you an open road and a fallen tree tunnel, you hop on your longboard #TheWeekOnInstagram https://t.co/YDaiRzBf8P",03/09/2016 23:45,joy,neutral
"The Week on Instagram | 251 
https://t.co/H6Fm6omF8s https://t.co/HoUrN3CIZG",03/09/2016 22:35,joy,positive
Look closely. His feet (on the right) never touch the ground. #BoomerangOfTheWeek https://t.co/hTkgje3wE5,03/09/2016 19:30,joy,positive
This #myinstagramlogo from @CristinaC0lli has serious flower power https://t.co/4YQkmHYUo0,03/09/2016 17:30,joy,positive
You're welcome! (via @POPSUGAR) https://t.co/uAAf4uN3Rd,03/09/2016 15:30,joy,positive
"#DailyFluff
https://t.co/gkvt7LpBoH 🐾 https://t.co/Hnp3jiI7zy",03/09/2016 13:00,joy,neutral
You'll never have a bad hair day again #hiddenrainbow 🌈💁 (via @landesskearns @HuffPostHawaii) https://t.co/zYMGDkIsoO,02/09/2016 23:30,joy,positive
Participate in this weekend’s hashtag project: #WHPwilderness https://t.co/3IlJdhlMta https://t.co/LvmDLbgVgC,02/09/2016 21:38,joy,positive
"Pen, pencil and proportions with @be_fraser #FashionIllustrated https://t.co/FCbyU5KkKp",02/09/2016 19:30,joy,neutral
This London #WWIM14🍴 sound likes the perfect day https://t.co/CZVlEC5lTZ,02/09/2016 17:30,joy,positive
"#DailyFluff
https://t.co/biSU8s0Pui 🐾 https://t.co/p5kQ7lEhUr",02/09/2016 13:00,joy,positive
It's the cast of #StrangerThings! 👀 our story before it disappears into the upside-down 😈https://t.co/0ZMkk1ACV4 https://t.co/aGUbffGSF5,02/09/2016 03:00,joy,positive
.@IsabelleFeliu’s groovy and colorful universe #FashionIllustrated https://t.co/cbRFQg6Hul,02/09/2016 00:30,joy,positive
"“One of the great storytellers, in their own right, is really the orangutan.” —photographer @mattiasklum https://t.co/pcMsyqIz16",01/09/2016 22:30,joy,positive
The candy-colored world of model Haruka Kurebayashi https://t.co/JLgIF1rosE,01/09/2016 22:30,joy,positive
"#DailyFluff
https://t.co/2iB6e941Ye 🐾 https://t.co/pepwJrEW3j",01/09/2016 20:30,joy,positive
"If you’re going to take a Boomerang with the stars of @Stranger_Things, you have to include Christmas lights https://t.co/b9HylZWZEv",01/09/2016 19:30,joy,positive
Ecosystem ambassadors: The orangutans of Borneo https://t.co/IvBewrbfjq #InternationalPrimateDay,01/09/2016 17:30,joy,positive
A canine space cadet 🚀 🐶 🚀 #WHPdrawit https://t.co/zFy2Hej75x,01/09/2016 14:30,joy,neutral
Colored pencil shavings transform into a spinning skirt 💃  #WHPdrawit https://t.co/guFhYqgzQx,01/09/2016 02:30,joy,positive
Love at first bite with the @marshmallowist https://t.co/Qdt7nCuEwb,01/09/2016 00:30,joy,neutral
Painting imperfect flowers perfectly with KT Smail #FashionIllustrated https://t.co/9xWQ6LRivX,31/08/2016 22:30,sadness,neutral
.@terdjman has his #EyesOn streets around the world https://t.co/idOWNimH2t,31/08/2016 19:30,joy,positive
"Today we’re bringing ZOOM to Instagram on iOS! Pinch to zoom on photos &amp; videos in feed, on profiles and on Explore https://t.co/j1g4JQozK2",31/08/2016 15:00,joy,positive
An ordinary passenger transformed on the Seoul subway for #WHPdrawit https://t.co/e6ad56XPWg,31/08/2016 14:30,joy,positive
A mystery UFO landing in broad daylight #WHPdrawit https://t.co/vXE7bq4zMe,31/08/2016 02:30,joy,neutral
A motorized wedding procession in the Democratic Republic of the Congo #TheWeekOnInstagram https://t.co/KbOp0WttNv,30/08/2016 23:45,joy,positive
Capturing shape and weight with @sharrisonart #FashionIllustrated https://t.co/gUvbb3gscD,30/08/2016 22:30,joy,positive
"#DailyFluff
https://t.co/sDUAtzbB5H 🐾 https://t.co/ysZ0y8EsLT",30/08/2016 21:44,joy,positive
Hello world! Meet today’s #WeeklyFluff: 🐮 🐶 https://t.co/pkPQva4eHG,30/08/2016 17:30,joy,neutral
A sea monster sighting in the Charles River #WHPdrawit https://t.co/9ukxkLqSG3,30/08/2016 14:30,joy,neutral
Instagram Story skills + a Boomerang bubble = an amazing #WHPdrawit submission! https://t.co/UoOdbnR3Rq,30/08/2016 02:30,joy,positive
Featured submissions from this weekend’s hashtag project: #WHPdrawit https://t.co/eFpsVHb1sy https://t.co/rCp19g9tY9,30/08/2016 01:30,joy,positive
Introducing illustrator Jaesuk Kim and his “SusuGirls” https://t.co/4wIOGhUvaU #FashionIllustrated,30/08/2016 00:45,joy,neutral
"From way up here, all those beach umbrellas look like 🍬! #TheWeekOnInstagram https://t.co/gVboFUFo0l",29/08/2016 23:45,joy,neutral
Taking on the next challenge with @DjokerNole https://t.co/LzuPaDi4YK,29/08/2016 23:17,joy,neutral
"""Time is a precious thing. Never waste it."" RIP #GeneWilder  https://t.co/jLCDSqAWz1",29/08/2016 21:36,joy,neutral
"#DailyFluff 
https://t.co/z6UM55D5wn 🐾 https://t.co/DeNl5mPO20",29/08/2016 15:14,joy,positive
Watch our Instagram story to go behind the scenes @mtv #VMAs ⭐️ https://t.co/w0oHC6K7Fp,29/08/2016 03:35,joy,positive
"Impressive stunts and stunning views in Lyon, France #TheWeekOnInstagram
https://t.co/1JWdqWWq3t",28/08/2016 23:45,joy,positive
"Two goats in India pay their respects #TheWeekOnInstagram
https://t.co/v5e4D8Dpb9",28/08/2016 23:45,joy,positive
Did you know you could upload recent photos &amp; videos to your stories? Watch this for more tips &amp; tricks! https://t.co/0JCLvhEMzC,28/08/2016 21:30,joy,neutral
Caution: extremely addictive videos ahead ⚠️  (via @POPSUGARTech) https://t.co/Bz5DrtLsFF,28/08/2016 21:30,joy,neutral
Let your thumbs do all the rummaging👗 (via @garancedore) https://t.co/oFzvSftgkU,28/08/2016 17:30,joy,positive
Interior design inspo made easy (thanks to @ArchDigest) https://t.co/ILPTdWEUNY,28/08/2016 15:00,joy,neutral
Avocado toast is only the beginning (via @extracrispy) https://t.co/BadGbxGPfZ,28/08/2016 14:00,joy,positive
Get ready for Worldwide InstaMeet 14! Here's some inspiration from @StyleCaster in honor of #WWIM14🍴's theme: food. https://t.co/ESJuCE8uos,28/08/2016 13:00,joy,positive
A sea of red waves (and curls) in Brazil #TheWeekOnInstagram https://t.co/nlSnSvvjv9,27/08/2016 23:45,joy,neutral
This week’s Hashtag Highlight = #PlantsOnPink with @StellaMariaBaer https://t.co/Sxd3zqZ29b,27/08/2016 22:30,joy,neutral
"The Week on Instagram | 250
https://t.co/iNbR1vl2Ze https://t.co/UyzXCXMVH1",27/08/2016 20:30,joy,positive
"Our #BoomerangOfTheWeek = a sandy selfieboom 🌴 😎
https://t.co/mpQbfbw2Z4",27/08/2016 19:30,joy,positive
"""Our friend has superpowers &amp; she squeezed your tiny bladder with her mind."" This #StrangerThings kid has us like 😱 https://t.co/z6q8rpTHX1",27/08/2016 16:35,joy,neutral
Mark your calendars: #WWIM14🍴 is Sept. 17 and 18! And it's all about FOOD. Tell us about your InstaMeet here: https://t.co/envxP6brmK,27/08/2016 15:00,joy,positive
"#DailyFluff
https://t.co/QuA6n5vD22 🐾 https://t.co/nw6ApzjV3c",27/08/2016 13:00,joy,positive
“#RunwayForAll means we all have beauty in us.” —@egoshooter87 https://t.co/T9mLh1CcQf,27/08/2016 02:30,joy,positive
.@egoshooter87 is making room on the #RunwayForAll https://t.co/oQ61J3vtW4,27/08/2016 00:30,joy,positive
Participate in this weekend’s hashtag project: #WHPdrawit https://t.co/Cjv095tH3n https://t.co/ccT5bATTIt,26/08/2016 22:38,joy,positive
So much cuteness. So little time. #NationalDogDay 🐶❤️  (via @BritAndCo) https://t.co/u8vzKte736,26/08/2016 20:15,joy,neutral
.@NWDogProject celebrates #NationalDogDay year-round https://t.co/jYUzhjQxw2,26/08/2016 19:20,joy,positive
Watch our Instagram story this weekend to see amazing moments from @afropunk https://t.co/jxpl35kqkF,26/08/2016 17:30,joy,positive
"#DailyFluff
https://t.co/CDymvDev9w 🐾 https://t.co/EmJGZjQ0Na",26/08/2016 13:00,joy,positive
5 easy and impactful photography tips from @symmetry_fast (via @popsugaruk) https://t.co/AZTKKW9scl,26/08/2016 01:30,joy,positive
A day in the life of a young joey at the Kangaroo Sanctuary https://t.co/3aZBKR4eh6,26/08/2016 00:30,joy,neutral
Most entertaining sleeping baby ever 👶  (via @HuffPostParents) https://t.co/bChTZ2xF6j,25/08/2016 23:30,joy,positive
Capturing contemplation with @Hibanabulsii https://t.co/EfwTrxmos4,25/08/2016 22:30,joy,positive
The next best thing to visiting the national parks #NPS100 (via @lyndzicampbell @travelleisure) https://t.co/xb6GsgvHWc,25/08/2016 20:49,joy,positive
Watch our Instagram story to follow along with @chrisburkard on his @GlacierNPS adventure #NPS100 https://t.co/LtuU7dw0kI,25/08/2016 18:29,joy,positive
An adventure into the expected with the #HumansofDenali https://t.co/BBitcPRd8O #NPS100,25/08/2016 17:30,joy,positive
"#DailyFluff
https://t.co/yOoEhkhR3G 🐾 https://t.co/SIL0xZ8bQv",25/08/2016 15:43,joy,positive
"Stop, drop and read #WHPbookworm https://t.co/1UxpEsYnCN",25/08/2016 14:30,joy,neutral
"A sleepy, snuggleable #WHPbookworm https://t.co/pdSLUprBHX",25/08/2016 02:30,joy,neutral
Happy #KobeBryantDay to all the @kobebryant fans out there! https://t.co/ltjQf6mFFy,25/08/2016 00:55,joy,neutral
Life beneath the sea with Rodrigo Friscione 🌊 https://t.co/7TDSZQmhjj,25/08/2016 00:30,joy,neutral
