tweet,date_time,real_distilbert_sentiment,real_sentiment
Sorry Argentina . I love you https://t.co/FIDNJAx9HX,16/05/2016 15:37,sadness,neutral
Argentinian beliebers I would like nothing more than to bring the #purposetour there but until the legal conditions change there I can't.,16/05/2016 15:36,sadness,neutral
And tonight #PurposeTourMontreal,16/05/2016 15:25,joy,neutral
On to better news. Watch out for the #Spotify #company campaign and music video this week.,16/05/2016 15:25,joy,positive
Argentina I do love you. It is in fact one of my favorite places to tour. I wish this was not the case. My lawyers say it is what it is.,16/05/2016 15:24,sadness,neutral
If things were to change I would love to come but at this time I cannot. For everyone else in South America I look forward to seeing you,16/05/2016 15:23,sadness,neutral
#ilovecanada,14/05/2016 13:28,joy,positive
#PurposeTourOttawa killed it,14/05/2016 13:28,joy,positive
https://t.co/7VyPN81nBF https://t.co/wft369eFV5,14/05/2016 05:20,joy,neutral
Good times at V Files. #PurposeTour merch up now https://t.co/ZXLGuwusLr https://t.co/Ti7z0PsEMh,14/05/2016 03:26,joy,positive
"Juke Jam @chancetherapper 
https://t.co/eH2w5wVZHJ https://t.co/LdoiQDadrX",14/05/2016 00:27,joy,positive
https://t.co/ZXLGuwusLr https://t.co/kuSfTBzmJG,12/05/2016 21:05,joy,neutral
Boston was one of the best shows yet tonight. #PurposeTourBoston,12/05/2016 06:55,joy,positive
Tokyo. See u in August #PurposeTour https://t.co/0pfLvA5EPn https://t.co/jW9Q7r8ljK,12/05/2016 03:00,joy,positive
Everyone loves #company 😂 https://t.co/Vxk321UdCR,09/05/2016 21:16,joy,positive
Purpose album ---&gt;  https://t.co/ZWMJvhasht,09/05/2016 04:56,joy,neutral
Almost time,09/05/2016 00:12,joy,neutral
@pattiemallette :),09/05/2016 00:09,joy,positive
#PurposeTourPhilly,09/05/2016 00:08,joy,neutral
Good one https://t.co/lEsFi8ayZC,09/05/2016 00:08,joy,positive
@christinaperri thanks,09/05/2016 00:07,joy,positive
:) https://t.co/SqfXvddgSj,09/05/2016 00:06,joy,positive
https://t.co/lcZuMOCcva,06/05/2016 19:17,joy,neutral
the media really loves to twist things. Glad we have social media so they can't twist me. I love people. Plain and simple. I love people,06/05/2016 19:13,joy,neutral
About last night. Brooklyn night 2 #PurposeTourBrooklyn https://t.co/IMja7nAoZL,06/05/2016 19:12,joy,positive
Brooklyn night 1 #PurposeTourBrooklyn https://t.co/ID9OujyJZf,05/05/2016 07:15,joy,positive
#12mercer,04/05/2016 20:51,joy,neutral
Today and tomorrow. First come first serve. #12mercer https://t.co/cf0PkiUqyT,04/05/2016 15:28,joy,neutral
Tomorrow. 12 mercer https://t.co/EbVOzT3Jci,04/05/2016 02:25,joy,neutral
12 mercer https://t.co/hx7sz1XYsm,04/05/2016 02:24,joy,neutral
Surprise performance tonight on #RDMA https://t.co/ZaI7G0Q2Xy,01/05/2016 17:44,joy,positive
Thank u https://t.co/4I3agAJz2r,01/05/2016 17:43,joy,positive
https://t.co/ogTjZqxjEj,01/05/2016 17:11,joy,neutral
#ViewsFromTheSix,30/04/2016 06:41,joy,neutral
https://t.co/vOdSA2SLUG,30/04/2016 04:03,joy,neutral
Thanks for the bracelet Jen :) Happy #WorldWishDay @MakeAWish #neonwish https://t.co/npGOcBCjlg,30/04/2016 04:02,joy,positive
See u at the #BBMAs. #BieberOnBBMAs https://t.co/7Q2J8bXBBy,27/04/2016 16:51,joy,positive
Love https://t.co/zP6krkmqNw,26/04/2016 06:01,joy,positive
Thank you Detroit  https://t.co/hZF6man6GU,26/04/2016 06:00,joy,positive
:) https://t.co/oPtd9mEmaJ,26/04/2016 05:59,joy,positive
Thank you,24/04/2016 07:16,joy,positive
I swear I always have some of the best shows in Chicago!,24/04/2016 07:16,joy,positive
Lol https://t.co/d1CI21uOSc,24/04/2016 07:15,joy,positive
I love this tour. #PurposeTour,23/04/2016 06:46,joy,positive
Making a special surprise appearance on #RDMA. Watch May 1st on @DisneyChannel https://t.co/vHgg7iUEWt,21/04/2016 16:26,joy,positive
Love u too bro https://t.co/Us1rrqTVVv,14/04/2016 06:18,joy,positive
That was one of the best yet. Thank you to big bros @Usher and @Akon for coming out. Made Ush play all the hits. #PurposeTourAtlanta,14/04/2016 06:18,joy,positive
@usher @Ludacris @AugustAlsina @2chainz all in the building tonight. Great show ATL,13/04/2016 06:14,joy,positive
ATL night 1!! #PurposeTourAtlanta,12/04/2016 19:47,joy,neutral
Thanks #BBMAs and my beliebers https://t.co/O1av4uVuga,11/04/2016 17:03,joy,positive
#PurposeTourDallas,10/04/2016 22:49,joy,neutral
Houston was a movie. Dallas up next,10/04/2016 14:49,joy,positive
#PurposeTourHouston,09/04/2016 20:40,joy,neutral
Something special in Tulsa today. #giveback,07/04/2016 14:51,joy,positive
#Company remix @TheKnocks. They are coming with me to Canada on the #PurposeTour https://t.co/dzJt5karYg,07/04/2016 14:49,joy,positive
Tonight was a great show. Thanks. #PurposeTourKansasCity,07/04/2016 06:12,joy,positive
I tour in #mycalvins. Follow @calvinklein + RT their #PURPOSETOURxCK post to win tix https://t.co/hkWtECH70B,07/04/2016 05:13,joy,positive
#PurposeTourKansasCity,06/04/2016 22:46,joy,neutral
Like I said I love Kansas City  https://t.co/6H74kdAwTZ,06/04/2016 22:46,joy,positive
Lol. Ray killed it https://t.co/B4pD9DqUv5,06/04/2016 22:44,joy,positive
Request #company,06/04/2016 05:59,joy,neutral
🐼🐼🐼🐼,06/04/2016 03:52,joy,neutral
Life is good,06/04/2016 03:42,joy,positive
New tune. @Drake and @kanyewest 🔥🔥😃 take u to the garage and do karate 🙏 https://t.co/ynKT3uf3aS,06/04/2016 03:41,joy,positive
Congrats to my bro @BigSean this EP 🔥https://t.co/unHQG1oPoi,06/04/2016 03:40,joy,positive
Love Kansas City,06/04/2016 03:40,joy,positive
#PurposeTourDenver,05/04/2016 01:06,joy,neutral
Thank you https://t.co/Z736ZrsmKy,04/04/2016 07:49,joy,positive
It's me,04/04/2016 06:29,joy,neutral
Great night at #iheart and #junos . Thanks to everyone who has supported me. Back on #PurposeTour tomorrow,04/04/2016 06:08,joy,positive
@iHeartRadio @tacobell this made me smile. #mybeliebers,04/04/2016 06:05,joy,positive
#BestFanArmy #Beliebers #iHeartAwards https://t.co/dlRiy7TmXn,04/04/2016 01:11,joy,positive
Got the message. RT this.  #BestFanArmy #Beliebers and #iHeartAwards,03/04/2016 21:59,joy,positive
See u soon https://t.co/5GRufywf0t,03/04/2016 17:41,joy,neutral
@pattiemallette I love you :) #yourday,03/04/2016 00:34,joy,positive
#PurposeTourSaltLakeCity,03/04/2016 00:22,joy,neutral
On the road #PurposeTour,01/04/2016 16:25,joy,neutral
@kanyewest 👏🏻👏🏻👏🏻 @fucktyler the goat,01/04/2016 05:15,joy,positive
Blessed. Thank u,31/03/2016 08:49,joy,positive
#PurposeTourGlendale another great show. Thank u,31/03/2016 08:48,joy,positive
Met an amazing kid from make a wish today. Inspired,31/03/2016 08:47,joy,positive
Haha. Just got this from @scooterbraun and @jmckinney. Got the bartender going in. Stay classy San Diego https://t.co/evElmPbfJc,30/03/2016 07:56,joy,positive
Thank u #PurposeTourSanDiego,30/03/2016 07:54,joy,positive
Yoooo TAYE WE GOT THREE IGUANAS AND SOME YELLOW CAKE WYA COME KICK IT @TayeDiggs BRING SOME JEANS ITS 2010 - JB,29/03/2016 04:25,joy,neutral
https://t.co/cj7HvWdMeS,27/03/2016 00:18,joy,neutral
The album https://t.co/ZWMJvhasht,25/03/2016 16:28,joy,neutral
Today is going to be a good day. #PurposeTourLasVegas,25/03/2016 16:27,joy,positive
@Skrillex thanks bro u killed it,25/03/2016 07:06,joy,positive
Let me see ur #Company art and lyric videos,25/03/2016 05:42,joy,neutral
Let's help kids get clean #WaterNow @WorldVisionUSA https://t.co/LBSi5Q1ErG #WorldWaterDay,25/03/2016 05:40,joy,positive
Shout out to one of my inspirations @kanyewest for coming to the show tonight. Had to go big. #PurposeTourLosAngeles night 2,22/03/2016 07:05,joy,positive
@twitter happy bday https://t.co/lYRyLDEf6c,21/03/2016 19:12,joy,positive
#Company https://t.co/xICp1o7UwT,21/03/2016 18:37,joy,neutral
"Stream #Company on @Spotify 
https://t.co/mcMxnxQcu2",21/03/2016 18:36,joy,neutral
Thank you La and thank u @BigSean and @chancetherapper for joining me on stage tonight. #PurposeTourLosAngeles,21/03/2016 07:16,joy,positive
La day 1 tonight #PurposeTourLosAngeles https://t.co/rkYHXb8reC,21/03/2016 00:02,joy,positive
"3 #PurposeTourLosAngeles shows start tonight
https://t.co/47EzXsqk0L",20/03/2016 23:13,joy,positive
Need that. Click that---  https://t.co/NBtt0HVjhJ,19/03/2016 21:52,joy,neutral
#purposetouroakland tonight,19/03/2016 01:11,joy,neutral
My bud @MartinGarrix is headlining #UltraMiami tonight. Kill it bro,19/03/2016 01:11,joy,positive
#company https://t.co/NBtt0HDIqb,18/03/2016 12:15,joy,neutral
#purposetoursanjose,18/03/2016 03:24,joy,neutral
SacTown tonight #PURPOSETOUR,16/03/2016 03:05,joy,neutral
#COMPANY #PURPOSE https://t.co/ZWMJvhasht,14/03/2016 13:54,joy,neutral
#PurposeTourPortland was fun tonight,14/03/2016 08:55,joy,positive
Purpose https://t.co/e6wd86aJbD,13/03/2016 09:04,joy,neutral
Thanks :) https://t.co/pTcK5XM1CN,13/03/2016 09:04,joy,positive
Vancouver tonight,12/03/2016 02:46,joy,neutral
I love my merch,12/03/2016 02:44,joy,positive
Vancouver tonight. #PURPOSETOUR,11/03/2016 16:15,joy,neutral
Thank you Seattle #PurposeTour https://t.co/fjp7r5oRTy,10/03/2016 08:06,joy,positive
"Just signed some merch, did last run through... Ready Seattle. #PurposeTour",10/03/2016 00:03,joy,positive
#PURPOSETOUR STARTS TODAY :) https://t.co/VPdxdOQ1xw,09/03/2016 16:22,joy,positive
#company #company #company #company #company #company #company #company #company #company #company #company #company #company #company,09/03/2016 16:09,joy,neutral
Team dinner before the tour starts https://t.co/KaJNtDE50k,09/03/2016 16:07,joy,positive
"#JFCJustinBieber 
https://t.co/qu81tohVcF",09/03/2016 03:32,joy,neutral
Tomorrow #PURPOSETOUR https://t.co/icGbrnPbNB,08/03/2016 21:51,joy,neutral
See u tomorrow :) #children #PURPOSETOUR https://t.co/3N2eFL5f5X,08/03/2016 21:47,joy,positive
#2days #PURPOSETOUR,07/03/2016 23:32,joy,neutral
Request #company,07/03/2016 23:31,joy,neutral
Loving see all these kids dancing to #children @NickDeMoura #PURPOSETOUR,07/03/2016 23:29,joy,positive
Getting ready for #PurposeTour,06/03/2016 00:14,joy,neutral
#PURPOSE https://t.co/ZWMJvhasht,05/03/2016 16:17,joy,neutral
5 days until #PurposeWorldTour,04/03/2016 19:04,joy,neutral
I will go to 15. Needs to be kids though :) https://t.co/H9R5T2eDDf,04/03/2016 19:01,joy,positive
Old man https://t.co/QTe30Xxhcl,04/03/2016 19:01,joy,neutral
#PurposeTourChildren let me see what u got https://t.co/XXOHDT28Ni,04/03/2016 17:50,joy,positive
Get the new #ShotsComedyApp https://t.co/6G6daGP1P8 good stuff,03/03/2016 15:57,joy,positive
#Clash100 https://t.co/miYKbaqJAv https://t.co/drSI9pyH4N,02/03/2016 23:21,joy,neutral
Thank you. #22,01/03/2016 20:46,joy,positive
#company,01/03/2016 03:37,joy,neutral
For my bday it would be nice to be #1 :)  https://t.co/ZWMJvhasht,28/02/2016 22:49,joy,positive
Thanks to my bro @JamesBayMusic for joining me on stage at #TheBritAwards https://t.co/ChokXHpwT8 watch here,26/02/2016 00:05,joy,positive
Thanks @brits. Get #Purpose on @AppleMusic https://t.co/ZWMJvhasht,25/02/2016 17:58,joy,positive
Thank you https://t.co/JZ2C3nozYv,25/02/2016 09:35,joy,positive
On my way to the @brits,24/02/2016 18:24,joy,neutral
And any nightclub in london saying I'm coming tonight to perform. Not true,23/02/2016 21:34,joy,neutral
#Brits rehearsal,23/02/2016 21:33,joy,neutral
#daytonaday @nascar https://t.co/V2pOqA3lCZ,21/02/2016 17:19,joy,neutral
@coreyharp @CodySimpson good times boys,19/02/2016 16:06,joy,positive
Me and @RoryKramer posting some vids @Bkstg https://t.co/12mNDNJeYS,19/02/2016 16:01,joy,positive
#company,19/02/2016 05:24,joy,neutral
Great day with @JaxonBieber #family,19/02/2016 05:24,joy,positive
@jamesbaymusic Good luck buddy. See you at the @brits #BRITBREAKJAMESBAY,19/02/2016 05:22,joy,positive
@djkhaled boss talk,19/02/2016 05:22,joy,positive
We the best! Lol 🔑 https://t.co/VRowNLMEDC,19/02/2016 05:21,joy,positive
New merch. More coming for #PurposeWorldTour https://t.co/VYuqPvPD54 https://t.co/lQkdLKc1JG,18/02/2016 22:18,joy,positive
Are you ready for the #purposeworldtour ??? https://t.co/7m9dX0dXLI,18/02/2016 02:58,joy,positive
https://t.co/aGWFslPeYV https://t.co/qRXjeHYgly,17/02/2016 02:27,joy,neutral
Thanks for the ride to the Grammys @jkcorden. Gotta get that t zone. Lol https://t.co/FHkvSK8cJM,16/02/2016 21:02,joy,positive
Good times with @theellenshow last week. #giveback https://t.co/eUyg8VG7c0,16/02/2016 20:02,joy,positive
#Purpose is on @AppleMusic for $6.99 until tomorrow. Enjoy https://t.co/aGWFslPeYV https://t.co/DJJ4YZsnsm,16/02/2016 19:50,joy,positive
#PURPOSE https://t.co/ZWMJvhasht,16/02/2016 15:19,joy,neutral
https://t.co/xVnyB3F9o4,16/02/2016 15:19,joy,neutral
Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs,15/02/2016 23:47,joy,positive
Thank you :) https://t.co/rIuhvHDG8z,15/02/2016 23:43,joy,positive
@Skrillex @Diplo congrats boys!,15/02/2016 23:42,joy,positive
Lol. Just playin. It's mine 😜 https://t.co/BkjuckjZNe,15/02/2016 23:42,joy,positive
:) so special https://t.co/6vaaxmWecL,14/02/2016 01:34,joy,positive
Thank you I won't  https://t.co/CwVz1klj8q,14/02/2016 01:33,joy,positive
@ZoolanderMovie https://t.co/Ir3OHp5oSN,14/02/2016 01:32,joy,neutral
All the albums are available on vinyl for the first time https://t.co/6I8dMwPKTV https://t.co/SpQlL4Cpea,12/02/2016 20:24,joy,positive
Thanks @iHeartRadio. See u at the #iHeartAwards https://t.co/B4z5rckdvx https://t.co/guhfYTWN6o,12/02/2016 20:22,joy,positive
"#5YearsOfNeverSayNever @jonmchu 
https://t.co/84C1Cxlhs3",12/02/2016 07:48,joy,positive
Come see me at Grammy rehearsal with @bkstg https://t.co/Zm0y3BhcDr,12/02/2016 03:48,joy,neutral
My new fan club is here. Get @Bkstg and #getcloser https://t.co/R7zekH5oTX https://t.co/t6wUyzzBTi,12/02/2016 02:51,joy,positive
The face u make when u are having a good time https://t.co/1wlzDKHcxh,11/02/2016 07:40,joy,positive
She is the best. #giveback https://t.co/Wgz1kmewSD,11/02/2016 01:42,joy,positive
Love u @TheEllenShow,11/02/2016 01:08,joy,positive
Lol https://t.co/yGPL0HUU6n,11/02/2016 01:08,joy,positive
GQ https://t.co/I9q9Hmyyvx,10/02/2016 22:48,joy,neutral
Hey Derek. Sorry I missed the @ZoolanderMovie premiere. Stuck in la in Grammy rehearsals. I miss not knowing things with you. Lol,10/02/2016 17:56,joy,neutral
https://t.co/8jSbG5t7Uo,08/02/2016 06:18,joy,neutral
@TheGRAMMYs @diplo @Skrillex @CBS 😜,06/02/2016 04:04,joy,positive
@neymarjr @DavidAppleton happy birthday boys,06/02/2016 04:02,joy,positive
Hey @ZoolanderMovie Relax! Lol https://t.co/1jwhSdVQXG,03/02/2016 18:16,joy,positive
#1 @edsheeran @ItsBennyBlanco @scooterbraun @YeshuaTheGudwin https://t.co/rxda3kEoaV,02/02/2016 02:13,joy,positive
https://t.co/ZWMJvgSRpV #PURPOSE THE ALBUM,02/02/2016 02:10,joy,neutral
Thank you. #LoveYourself #1  https://t.co/8osPMJckhr,02/02/2016 02:09,joy,positive
Kills it https://t.co/pWsX6PeW8t,02/02/2016 02:08,joy,positive
Do you like #LoveYourself??,31/01/2016 23:53,joy,neutral
Damn we had a good time @NickDeMoura . Can't remember though. Haha,31/01/2016 23:52,joy,positive
Truth https://t.co/7xg49nbDas,31/01/2016 23:50,joy,neutral
Lol. They bleeped out what I said  https://t.co/QmU8IJfQRJ,31/01/2016 23:49,joy,positive
Have a great show tonight @carlyraejepsen #GreaseLive  https://t.co/4Eow9IjiRp,31/01/2016 23:48,joy,positive
Let's go Dorian! #DStrong https://t.co/oipTi2ic7q we got u,29/01/2016 18:14,joy,positive
https://t.co/ZWMJvgSRpV music #purpose,29/01/2016 18:09,joy,neutral
#purposeworldtour is going to be crazy,29/01/2016 18:08,joy,positive
Whoever made this is hilarious https://t.co/dEqEQf0huS,29/01/2016 18:08,joy,positive
Not mad. Thanks https://t.co/kpC0yG0rTk,29/01/2016 18:07,joy,neutral
Me too https://t.co/Y4Zwvcji0A,29/01/2016 18:06,joy,neutral
It wasn't juSt me. We all did. And everyone would do the same thing.  https://t.co/biTy2xlmgr,29/01/2016 18:05,joy,neutral
Me too https://t.co/O0hglOwVRC,29/01/2016 18:03,joy,neutral
Me too https://t.co/Y2fjrm2W6y,29/01/2016 18:01,joy,neutral
She is the best. Keep fighting Ma. #prayforma  https://t.co/K4ADRj97Ku,29/01/2016 18:00,joy,positive
#DStrong https://t.co/18gpIbeKuD,29/01/2016 17:55,joy,positive
#BellLetsTalk,27/01/2016 19:39,joy,neutral
I flaunt in #mycalvins. Introducing the @CalvinKlein spring 2016 campaign https://t.co/qe8MvgHATZ,26/01/2016 23:01,joy,positive
https://t.co/ZWMJvgSRpV #PURPOSE,26/01/2016 06:22,joy,neutral
@billboard it's all about the music #purpose thank u,26/01/2016 06:22,joy,positive
🔑😁 https://t.co/bmiBintRQK,26/01/2016 06:20,joy,positive
Nothing like the rush of the stage,25/01/2016 09:13,joy,positive
Had to support my bro @JBALVIN tonight at Staples. We got more coming.  https://t.co/H226RPY2gK,25/01/2016 09:12,joy,positive
See everyone at @TheGRAMMYs. Honored https://t.co/Gx27Vjgj9o,25/01/2016 02:31,joy,positive
Over 200 million views. #LoveYourself https://t.co/rxda3kmMMl,24/01/2016 19:25,joy,positive
This week only because some of u asked :) 4 bucks off. #PURPOSE. Enjoy the music https://t.co/ZWMJvhasht https://t.co/IW51oirBDP,24/01/2016 19:23,joy,positive
This week only because some of u asked :) 4 bucks off. #PURPOSE. Enjoy the music https://t.co/525jVcb26a,24/01/2016 19:22,joy,positive
Nice! Lol https://t.co/g5LgNXMwwm,22/01/2016 15:22,joy,positive
It's coming #PURPOSETOUR,22/01/2016 07:57,joy,neutral
@RebelWilson @KellyOsbourne and thanks for the note https://t.co/EeJxCFXzLG,21/01/2016 10:04,joy,positive
We had fun https://t.co/G1qSXpOZah,21/01/2016 10:04,joy,positive
Thank you @JLo for having me at opening night. Incredible show. Thanks and congrats,21/01/2016 10:02,joy,positive
Solid night with good people @NickDeMoura @poobear @YeshuaTheGudwin @scooterbraun @yael #vegas,21/01/2016 10:02,joy,positive
It's now on my Twitter. Your secret is out. Lol https://t.co/cd2JzsLUJW,20/01/2016 05:18,joy,neutral
https://t.co/ZWMJvhasht the album #PURPOSE,18/01/2016 07:18,joy,neutral
Let's be the generation that makes the world a better place,18/01/2016 07:17,joy,positive
Thank you. See u in the UK https://t.co/xiZMKJpD8Y,15/01/2016 02:55,joy,positive
And now u are :) https://t.co/XeAsAPljIt,15/01/2016 02:55,joy,positive
Teamwork https://t.co/45nGs7g1d3,15/01/2016 02:54,joy,positive
Thank you https://t.co/RSvVRz3Cma,15/01/2016 02:54,joy,positive
"What's in your creative world? #CreativityIs @GQMagazine @CondeNast
https://t.co/GuBA3ef4WI",15/01/2016 00:03,,
https://t.co/CptydR16Xx morning,14/01/2016 19:16,joy,neutral
https://t.co/ZWMJvhasht,13/01/2016 15:05,neutral,neutral
#1 :) https://t.co/4Djuxtn5o0,11/01/2016 19:25,neutral,neutral
@scooterbraun awesome,11/01/2016 19:25,joy,positive
#RIPDavidBowie,11/01/2016 16:43,joy,positive
https://t.co/ZWMJvhasht making history. Thanks,09/01/2016 03:25,sadness,neutral
Incredible. Thanks so much  https://t.co/1Y6T0f5cbO,09/01/2016 03:24,joy,positive
I love this remix it's unbelievable Listen to Mark My Words[Soundz Remix]BPM124 by Soundz #np on #SoundCloud  https://t.co/LbTa7t6tgi,09/01/2016 01:42,joy,positive
1 2 3,08/01/2016 11:06,joy,positive
So #WhatDoYouMean won Favorite Song at last night's @PeoplesChoice Awards. Thank you very much,08/01/2016 11:04,neutral,neutral
@CraigDavid much respect. Thanks #LoveYourself  https://t.co/Kk2f1z9VSj,08/01/2016 11:03,joy,positive
Great times today,08/01/2016 03:25,joy,positive
I got u bro. Best guy right here. Chris Paul. @CP3 #NBAVote,08/01/2016 03:24,joy,positive
Everyone RT this to get my man Chris Paul @cp3 into the All-Star game. #NBAVote @CP3,08/01/2016 03:22,joy,positive
See u soon,07/01/2016 16:21,joy,positive
It's true! https://t.co/hupNm5nOLy,07/01/2016 16:20,joy,neutral
:) https://t.co/qGEBnAtr74,07/01/2016 16:19,joy,positive
Thanks https://t.co/Exs2IF4Xun,07/01/2016 16:19,joy,positive
Check the snapchat,07/01/2016 03:25,joy,positive
Wow. Thank u https://t.co/GRiOuL966A,07/01/2016 03:23,neutral,neutral
congrats to my friend @TheEllenShow on her @PeoplesChoice favorite humanitarian award tonight for @stjude ! #PCAs #giveback,07/01/2016 03:23,joy,positive
https://t.co/ZWMJvhasht this is what it's all about. Music,06/01/2016 16:04,joy,positive
Thank you https://t.co/iVvKSBAcQo,06/01/2016 16:03,joy,positive
See u soon.  https://t.co/wwpMucIFLA,06/01/2016 07:19,joy,positive
@dankanter @NickDeMoura you guys better be working hard! No slacking! Lol. #PurposeWorldTour,06/01/2016 03:16,joy,neutral
Love her https://t.co/5MPKLQcPBd,06/01/2016 03:15,joy,neutral
Thanks https://t.co/J9jWoxrCJy,06/01/2016 03:14,joy,positive
Haha. Amazing  https://t.co/YK7coepYyI,06/01/2016 03:14,joy,positive
@4everBrandy congrats on your new show. Your producers are aight :) congrats all,06/01/2016 03:13,joy,positive
Posted a fun video on @shots,05/01/2016 19:18,joy,positive
Feels good to just be happy :),04/01/2016 20:08,joy,neutral
The album #PURPOSE  https://t.co/ZWMJvgSRpV,04/01/2016 20:07,joy,positive
#LoveYourself is at the #1 spot. If only u could see this @edsheeran lol https://t.co/mkkc1BEqT0,04/01/2016 20:06,neutral,neutral
5 weeks with 3 in the top 5. Thank you. #purpose https://t.co/J02xJtcpBj,04/01/2016 20:06,joy,positive
@haileybaldwin :) https://t.co/wvOJReVclT,04/01/2016 20:01,joy,positive
https://t.co/ZWMJvhasht,02/01/2016 23:04,joy,positive
https://t.co/ZWMJvgSRpV,01/01/2016 18:59,neutral,neutral
https://t.co/ZWMJvhasht great year. Happy new year,01/01/2016 02:28,neutral,neutral
Happy new year. Let's go https://t.co/G4lHvAGrqX,01/01/2016 02:27,joy,positive
@JeremyBieber @ForesightSports I bet you can't 😉,30/12/2015 17:06,joy,positive
@JeremyBieber @ForesightSports Now is there anyway you can program a hockey goalie on the screen so I can shoot pucks at it?,30/12/2015 17:05,joy,neutral
@JeremyBieber @ForesightSports best Christmas present ever. Thank you. This is the future.,30/12/2015 17:04,joy,neutral
Happy holidays,27/12/2015 04:36,joy,positive
#PURPOSE https://t.co/ZWMJvhasht,27/12/2015 02:05,joy,positive
Follow me on snapchat,27/12/2015 02:04,neutral,neutral
I love Christmas,25/12/2015 18:21,neutral,neutral
See u soon  https://t.co/Iduz2E4Vf0,25/12/2015 18:19,joy,positive
:) https://t.co/8cvJdTo35k,25/12/2015 18:19,joy,neutral
Merry Christmas  https://t.co/IP6Mgf39ol,25/12/2015 18:17,joy,positive
:) https://t.co/LZImVwzfK8,25/12/2015 18:16,joy,positive
Good man https://t.co/rh8QJxQS87,25/12/2015 18:15,joy,positive
Lol https://t.co/LhDpS5ylJD,25/12/2015 18:14,joy,positive
Is it justin beeva?? Lol. See u soon  https://t.co/3A6BdgLcA7,25/12/2015 18:14,joy,positive
:) https://t.co/kc8aSzyExx,25/12/2015 18:13,joy,positive
:) https://t.co/BISMjmjHmO,25/12/2015 18:12,joy,positive
Love seeing stuff like this. See u soon https://t.co/yo73ZblJE8,25/12/2015 18:11,joy,positive
See u soon https://t.co/9iFHjr8Jds,25/12/2015 18:11,joy,positive
Great job @Meghan_Trainor  https://t.co/CbWadWsng9,25/12/2015 18:10,joy,neutral
Merry Christmas everyone. Family time,25/12/2015 18:09,joy,positive
Just heard the news. Amazing. That is what Christmas is all about. @Choir_NHS congrats!! Very cool,25/12/2015 18:09,joy,positive
#ChristmasEve https://t.co/r7VuZXrQ19,24/12/2015 17:43,joy,positive
This is what it's all about. Merry Christmas :),23/12/2015 15:43,joy,positive
so for 1 week it's ok not to be #1. Let's do the right thing &amp; help them win. It's Christmas. @Choir_NHS good luck https://t.co/ORCtFY1k4i,23/12/2015 15:42,joy,positive
I'm hearing this UK Christmas race is close...but the @Choir_NHS single is for charity. So...,23/12/2015 15:40,joy,positive
@edsheeran you might kill me but it's Christmas. So...  https://t.co/R7fK0UwZ3b,23/12/2015 15:38,neutral,neutral
Coming February 12th https://t.co/OHm3vy6uhG,23/12/2015 15:28,joy,positive
#JingleBallATL https://t.co/wjBRwo6iOz,23/12/2015 15:25,joy,neutral
https://t.co/ZWMJvhasht,22/12/2015 06:59,joy,neutral
Don't worry @IAmSteveHarvey it could of happened to anyone. Theme song https://t.co/4Djuxtn5o0,22/12/2015 06:53,neutral,neutral
It's that time of year again. #UnderTheMistletoe https://t.co/yUdsn5sqsY,21/12/2015 18:27,joy,neutral
"#PurposeYuleLog 🔥 
https://t.co/12qqnudzpP",21/12/2015 18:26,joy,positive
#BieberBRITs https://t.co/rIsigRmyxy,21/12/2015 18:25,,
Merry Christmas boys! We did it. Xmas #1!! @edsheeran @scooterbraun @ItsBennyBlanco  https://t.co/T7AxkrjnCE,20/12/2015 19:30,joy,neutral
Time for a little R&amp;R,19/12/2015 03:51,joy,neutral
Thanks :) https://t.co/G69J3kG3Yu,19/12/2015 03:51,joy,positive
https://t.co/ZWMJvgSRpV,18/12/2015 13:18,neutral,neutral
Forever I love Atlanta,18/12/2015 06:33,joy,positive
12 years ago scoot started a party when he was cool. Ha. Now Tay is djing. Let's go @tongueandgroove @DJTayJames,18/12/2015 05:10,neutral,neutral
Atlanta u know I love u. Thanks for an incredible night. See u on the #PurposeWorldTour,18/12/2015 04:42,joy,positive
@POWERATL thank u,18/12/2015 04:41,joy,positive
I'm back. Atlanta,17/12/2015 19:41,joy,positive
I am  https://t.co/EhNlhtpQtA,17/12/2015 19:40,joy,positive
Awww. This is why I can't wait to get out there and tour. Love you too https://t.co/ZSzaVAuE7R,17/12/2015 19:39,joy,neutral
Europe. #PurposeWorldTour on sale now. Tickets ---&gt; https://t.co/AcBtIUaCF7 https://t.co/wDhJp8GGOK,17/12/2015 16:08,neutral,neutral
ATL see u tonight #JingleBallATL @POWERATL,17/12/2015 15:54,joy,positive
Performing on the #VoiceFinale tonight. #BieberOnTheVoice https://t.co/usI9Jneil9,15/12/2015 18:22,joy,neutral
https://t.co/ZWMJvhasht the ALBUM #PURPOSE,15/12/2015 13:58,joy,neutral
Appreciate everyone loving the album. Thank u,14/12/2015 23:49,joy,neutral
@adamlevine I can't help u win this year. Maybe I can. #thevoicefinale #sorry,14/12/2015 22:12,neutral,neutral
@ToriKelly congrats on the Grammy nomination. U got my vote because your dad is good at ping pong. Not as good as me though. Lol,14/12/2015 22:09,joy,positive
Going to be on @NBCTheVoice tomorrow. #sorrynotsorry. Also my friend who has the voice of a sweet sweet angel @ToriKelly is performing too,14/12/2015 22:08,joy,neutral
