tweet,date_time,real_sentiment,real_distilbert_sentiment
"If you find yourself Home Alone for the holidays, sing about it. ""I made my family disappear"" →… https://t.co/eFLFTKYiqE",06/12/2016 23:00,joy,positive
"@MKBHD We're really into this aesthetic. 👏👏👏",06/12/2016 22:11,joy,positive
"@smalls485 @lizakoshy You can do it, Molly!",06/12/2016 22:10,joy,positive
"@RosannaPansino @NerdyNummies NEED. 😍🍪",06/12/2016 22:10,joy,positive
"@ijustine Everything about this looks incredible.",06/12/2016 22:09,joy,positive
"@rhettandlink 🤔",06/12/2016 22:08,joy,neutral
"“Go to L.A.,” they said. “It'll be fun,” they said. Sick Love by the Red Hot @chilipeppers →… https://t.co/z2JTdHonVi",06/12/2016 22:08,joy,neutral
"@harto Where's our invite to this bowling league???",06/12/2016 22:07,joy,neutral
"No parents = throw a party for the entire internet … right? @lizakoshy's about to find out. Watch #JingleBallin now… https://t.co/NHF9vUjsxD",06/12/2016 19:50,joy,positive
"🎶 😱 Deck the halls with lots of screaming. AH AH AH AH AH, AH AH AH AH 😱 🎶 #12DeadlyDays is coming →… https://t.co/bEs9hxbhRn",06/12/2016 18:29,fear,negative
"Hold on to your 🍑 ! The newer, sexier and totally more mature season of #FoursomeShow starts now →… https://t.co/zoGVNxWj94",06/12/2016 17:17,joy,positive
"How average are you? See how you stack up in this modern dance interpretation → https://t.co/N2LvPGsKwc https://t.co/Ehe220YSve",06/12/2016 00:30,joy,neutral
"The signs are always there. https://t.co/fYHYRV0J1D https://t.co/SptPfeOlua",05/12/2016 23:40,joy,neutral
"Anybody can learn. Try an #HourOfCode with @serenawilliams, @SergioRamos, @KobeBryant, and more →… https://t.co/ZJPTh5C1qK",05/12/2016 22:15,joy,positive
"From lo-fi to high-gloss, @DuaLipa is no overnight YouTube star → https://t.co/ph8PuAZSCt https://t.co/Tdd378Hbb6",05/12/2016 22:05,joy,positive
"Antonella of Peru and Deanna of Singapore won the @brkthroughprize Jr. Challenge! 🏆 See all entries here:… https://t.co/u9VyDr6vHW",05/12/2016 21:38,joy,positive
"@KurtHSchneider A creator's work is never done!",05/12/2016 21:29,joy,neutral
"@IISuperwomanII @HereIsGina More like get you a flawless collab.",05/12/2016 21:29,joy,positive
"@ron_bringiton @5H_India @FifthHarmony We'll be singing Christmas carols ""like Mariah"" this year, that's for sure.",05/12/2016 21:28,joy,positive
"Santa baby, just slip a sable under the tree for me, myself &amp; I … @BebeRexha's about to heat things up in… https://t.co/wX0YWS3Ftq",05/12/2016 20:00,joy,positive
".@MikeTyson's here Bringing good cheer, To young and old, Meek and the bold! #KeysOfChristmas https://t.co/OktO2lMjNn",05/12/2016 19:53,joy,positive
"Fa la la la la work, work, work work. #KeysOfChristmas is coming and @FifthHarmony's definitely in the house. https://t.co/Aa6lSO3jSP",05/12/2016 19:41,joy,positive
"❄️ Shawty can't handle this, @ciara got that fire, let it snow. Ho ho ho! #KeysOfChristmas ❄️ https://t.co/BAbInKzmBD",05/12/2016 19:31,joy,positive
"You better bless up, and never get played. #KeysOfChristmas is coming and @djkhaled's in the sleigh! 🎅 🔑 🙏 https://t.co/bkSXMHnZ0Q",05/12/2016 19:22,joy,positive
".@rudymancuso with your hair aglow ✨ Won't you star in our Christmas show? #KeysOfChristmas 🔑🎅 https://t.co/Vi1uLEdorG",05/12/2016 19:12,joy,positive
"💧 on🌹 &amp; 5-octave ranges Endless 🌈 &amp; 🔥 outfit changes A 🎄 special starring a queen These are @MariahCarey's favorite… https://t.co/JfxQg217yB",05/12/2016 19:03,joy,positive
"( ͡° ͜ʖ ͡°) ( ͡⊙ ͜ʖ ͡⊙) ( ͡◉ ͜ʖ ͡◉) #RewindIsComing https://t.co/RMtOwtZOtV https://t.co/YAtuOoD1Ke",05/12/2016 18:06,joy,neutral
"A 10-on-1 fight, explosions, and a freefall … all in a day's work. The evolution of stunts →… https://t.co/GMlktw9qJy",04/12/2016 23:00,joy,positive
"Earthquake? No, just an extremely loud Bassnectar concert. https://t.co/8dZxjpSJ3I https://t.co/cTQg6e77rw",04/12/2016 18:00,joy,neutral
"Sport: Curling Equipment needed: Brooms, ice rink, ""Larry"" https://t.co/xMx4bwQbNv https://t.co/55Y5fwptX6",03/12/2016 21:30,joy,neutral
"Van Gogh for it, buddy. https://t.co/JpoSrheVBU https://t.co/KHLBWxDjD8",03/12/2016 17:30,joy,positive
"""Is it true that pain is beauty?” @MelanieLBBH challenges society's unrealistic expectations in #MrsPotatoHead →… https://t.co/YOU9pqFtwK",02/12/2016 23:37,joy,neutral
"All the pop that's fit to drop. @DJearworm's United States of Pop, 2016 edition: https://t.co/GRDf4E33e8 https://t.co/UWfQXpaOn5",02/12/2016 23:07,joy,positive
"Get festive, weirdos. https://t.co/7bLJz5Py2S https://t.co/u10TAwWHOO",02/12/2016 22:00,joy,positive
"If you see 12 black dots in this image you are from another planet. https://t.co/jR9D5ZD2wi https://t.co/Dqds39ItzB",02/12/2016 21:00,joy,neutral
"Can't do that, can't do that, tried to do that and almost died, can't do that … Best of @KumaKumaFilms 2016 →… https://t.co/ooNLoh8Qzn",02/12/2016 20:11,joy,neutral
"Iconic. Happy Birthday, @BritneySpears. 😘 https://t.co/aLZJYPE6JS https://t.co/YjFll8u1Ct",02/12/2016 19:19,joy,positive
"You deserve this. All sloths, for three whole minutes. https://t.co/oZTEl85HV1 https://t.co/sNoSf7Xchc",02/12/2016 16:55,joy,positive
"[LIVE] Watch @deadmau5 rehearse for his new tour. https://t.co/Gp2FPg1LX5 https://t.co/w1CIEbHo5b",02/12/2016 03:12,joy,positive
"1 pint of water ½ pound sugar 8 lemons @Beyonce's ""All Night"" → https://t.co/fCkkodRBmK https://t.co/Gc3PlKGKUp",02/12/2016 01:00,joy,positive
"November 30: ""We love fall!!"" December 1: https://t.co/zhh2rgbmsx https://t.co/R5iVGyhuJs",02/12/2016 00:00,joy,neutral
"The new https://t.co/aMjWjD7VQU will make you feel some type of way 😘😏😳 https://t.co/QQiBvleJM3",01/12/2016 23:13,joy,positive
"Don't have a dog but still wanna play fetch? Learn to throw a boomerang → https://t.co/6LbQ0cOnjJ https://t.co/hS9LwvIt1r",01/12/2016 23:00,joy,positive
"Lose yourself in pongfinity 🏓 ∞ 🏓 https://t.co/kfuSV9Ur4I https://t.co/izc9dkyOK0",01/12/2016 22:00,joy,positive
"@JimChapman So festive, so beautiful.",01/12/2016 21:42,joy,positive
"@latoyaforever Preach. 🙌",01/12/2016 21:38,joy,positive
"@Zoella We can't wait!",01/12/2016 21:38,joy,positive
"Jolene. Jolene. Jolene. *belts* J O L E N E!! @DollyParton + @MileyCyrus + @PTXofficial update a classic →… https://t.co/biIiiDIZlh",01/12/2016 21:00,joy,positive
"For @SusanSarandon, it's always summer. Justice's retro-chic music video for ""Fire"" → https://t.co/r1yJDdUkqX https://t.co/qSEYh7lHF7",01/12/2016 20:10,joy,positive
"[LIVE] History has its eyes on this #Ham4Ham live stream.",01/12/2016 20:00,joy,positive
"Tune in now → https://t.co/Ly6lzEmk65 https://t.co/DhqW3VA1w2",01/12/2016 18:13,joy,positive
"We’re just gonna leave this right here. #RewindIsComing https://t.co/gXrGOj1GvN",01/12/2016 17:47,joy,positive
"🚗🔥🚙     💃 Dance while the world burns to @ToveLo’s “True Disaster” → https://t.co/xRD8L2zNuF https://t.co/4S32GENEKT",01/12/2016 00:30,joy,positive
"Enter a high-intensity world where danger's the name of the game. @DJsnake and @justinbieber’s “Let Me Love You”… https://t.co/yykisC08jk",30/11/2016 23:30,fear,negative
@harto Sending you good curse reversing vibes. 🙏,30/11/2016 22:49,joy,positive
@JoeyGraceffa *jingling intensifies*,30/11/2016 22:48,joy,positive
@hankgreen Now we're having an existential crisis about hiccups.,30/11/2016 22:47,sadness,neutral
@ThomasSanders This is so pure. 🤗,30/11/2016 22:46,joy,positive
@LamarrWilson …we’re listening.,30/11/2016 22:45,neutral,neutral
@TPAIN @IISuperwomanII @ERBofHistory 😉,30/11/2016 22:42,joy,positive
.@gloveandboots reinvent the Mannequin Challenge → https://t.co/gGxRgpqe0r https://t.co/L4asLECyhV,30/11/2016 22:30,joy,positive
Not even Van Damme could handle what @VanossGaming does to this vampire hunter. https://t.co/WeYprxv20r… https://t.co/1daJc7qy0x,30/11/2016 22:14,joy,positive
"*listens to Elton John once* Rocketman flies with jets → https://t.co/6qfNADcJso https://t.co/55umfGvPRZ",30/11/2016 21:45,joy,positive
👶 https://t.co/WApoNNfh5L https://t.co/hLyAXHpvRt,30/11/2016 20:09,joy,positive
"Ok, now THIS is what we came for. Congrats @CalvinHarris on 1 billion views! https://t.co/ygRFF2OcLD https://t.co/05gvKrIEKq",30/11/2016 18:54,joy,positive
"👯  Do the BFF dance, ya’ll! The season finale of #RLBuddySystem is here! https://t.co/P3vwDG9d6g 👯 https://t.co/pe6MC35p4F",30/11/2016 18:31,joy,positive
"When your holiday plans fall through, just let your hair down and go #JingleBallin @lizakoshy’s special drops 12/6.… https://t.co/cDpiEvx2K5",30/11/2016 16:31,sadness,neutral
"Your guide to the hottest music has arrived. Introducing YouTube Music Charts. ➡️ https://t.co/299cx2OMYG Regularly… https://t.co/l6D47s7oKS",30/11/2016 02:10,joy,positive
"Wonderful doesn’t even begin to cover it. @IIsuperwomanII vs. @TPAIN on @ERBofHistory → https://t.co/QtYKnP6syW https://t.co/4aF5OyvX1T",30/11/2016 01:00,joy,positive
Silly putty just got … sillier. https://t.co/Ol9WRPfZKX https://t.co/WxrkAxUID4,30/11/2016 00:00,joy,positive
"No training wheels allowed. Rail balancing at 200m → https://t.co/6ONrjuxXxT https://t.co/vGTP26nkB5",29/11/2016 23:00,fear,negative
"Most Cuban skaters are men. Meet one girl breaking the conventions → https://t.co/rJRHtSud7c https://t.co/CtZ41lPlxH",29/11/2016 22:00,joy,positive
@rclbeauty101 @jamescharles Soulmate goals.,29/11/2016 21:51,joy,positive
"@yolanda_gampp 🎶 Do you want to build a snowman? 🎶 If it’s this one, then YES.",29/11/2016 21:50,joy,positive
@AkilahObviously Your house probably appreciates it.,29/11/2016 21:49,joy,positive
@allicatttx That’s the spirit!,29/11/2016 21:48,joy,positive
@ColleenB123 We love YOU so much! ❤️,29/11/2016 21:47,joy,positive
"Uh oh, team #Jandie … looks like there’s a new ladies’ man in town. 😳 #FoursomeShow https://t.co/kTtEBsm2t9",29/11/2016 20:28,joy,positive
"😜 Get 😂  Ready 🙄  To 😚  Feel 🙃  All 😳 The 😘  Feels 😱 Season 2 of #FoursomeShow starts on 12/6 →… https://t.co/5kG9OwUoDI",29/11/2016 18:29,joy,positive
100 Years of Beauty: Diné / Navajo Nation Edition → https://t.co/Uy8HXUk1MR https://t.co/MswU542kug,29/11/2016 02:30,joy,positive
"All the @BBCDoctorWho regenerations in one video → https://t.co/XRkAtJc0Gk Don’t blink. (You might just miss one.) https://t.co/yd2gkyaTNP",29/11/2016 02:00,joy,positive
"Long hair don’t care. Meet the guy with the world’s biggest afro → https://t.co/pKOCytmD6D https://t.co/QoBzT3sW3C",29/11/2016 01:30,joy,positive
"Sing or do not, there is no try. A @BadLipReading of ""The Empire Strikes Back"" → https://t.co/e2aUmSWPhp https://t.co/yOVdozG4cA",29/11/2016 01:00,joy,positive
"Nature, meet machine. @FlumeMusic’s “TRUST” → https://t.co/TbVROs0s7z https://t.co/cUkOd3n0S1",29/11/2016 00:00,joy,positive
"You know his name. Now discover Jason Bourne’s top-secret turkey technique → https://t.co/4UYgmAgrmT https://t.co/0B0pCD2vkF",28/11/2016 23:15,joy,positive
"This is how it’d sound if that dude really had a pen, a pineapple and an apple. https://t.co/0iRvN1qOKr https://t.co/VmFMJLMtq6",28/11/2016 22:30,joy,positive
@todrick ICONIC.,28/11/2016 22:12,joy,positive
@lifeaseva @MeredithFoster We see no difference.,28/11/2016 22:11,joy,positive
"@IISuperwomanII *fans self* You gotta warn a subscriber next time, Lilly.",28/11/2016 22:09,joy,positive
@quintabrunson This is an inspiring turn of events.,28/11/2016 22:08,joy,positive
"From London to Marfa. @the_xx’s “On Hold” → https://t.co/GDnD5mQBHH https://t.co/1gzFzqT2om",28/11/2016 21:45,joy,positive
"Sending major congrats out to #ARIAs #AlbumOfTheYear winner, @flumemusic. You’re killing it, man! 👏 👏 👏… https://t.co/Lrzm4yUczy",28/11/2016 21:06,joy,positive
"Gotta catch ‘em all, before they catch you. Meet the deadliest Pokémon → https://t.co/fOBg478sJX https://t.co/y2k1ijo7f2",28/11/2016 00:00,fear,negative
"A live reinterpretation of a @KateBushMusic classic. “And Dream of Sleep” like you’ve never heard it before →… https://t.co/uZOlqzqXRV",27/11/2016 18:00,joy,positive
Silly Dad. Gymnastics are for kids. https://t.co/4NPPtyHequ https://t.co/wLNaWp1dQm,26/11/2016 21:30,joy,positive
"4.2 seconds that explode into a full music video. The latest from music video icons @okgo → https://t.co/TCHhY73iXN https://t.co/qaKQQ0xnjv",26/11/2016 17:30,joy,positive
"KOBE! Swish from 590 feet up → https://t.co/Do2rKszvTT https://t.co/B8t8ySIdFi",26/11/2016 00:30,joy,positive
"There are friends everywhere, if you know how to look for them. The secret world of stuff → https://t.co/6fyEnN5oqa https://t.co/Jw6QtcQMH4",25/11/2016 21:30,joy,positive
"💁 : LOL I feel like we’re playing phone tag 👽 : … 💁 : Anyway just call whenevs! 👽 : … https://t.co/iYoZ5P9KGr https://t.co/ODZgRv3CuF",25/11/2016 20:00,joy,positive
These skiers don’t know they’re about to embark on the most dangerous run ever recorded. https://t.co/HyJ3mOg70U https://t.co/uylVWqVUX4,25/11/2016 18:30,fear,negative
There are a Million Reasons to love @LadyGaga’s American Music Awards performance →  https://t.co/CbiWKSD5Sf https://t.co/A1xlFztybM,25/11/2016 00:00,joy,positive
For the people who wish they had four extra hands to make Thanksgiving dinner … https://t.co/bZP5Ey1ujI https://t.co/ZI4quD0KjR,24/11/2016 22:45,joy,positive
"#tbt The history of nostalgia → https://t.co/z66YxfNIHv https://t.co/Ln73n2wIdu",24/11/2016 20:45,joy,positive
Some people take Thanksgiving VERY seriously. https://t.co/AKv59SG9L7 https://t.co/G4BDdX5oe1,24/11/2016 19:30,joy,positive
"Tryptophan: pure lies. Does turkey really make you sleepy? https://t.co/Zk6SgBCXEF https://t.co/MwgTFmFTq0",24/11/2016 17:30,neutral,neutral
🔴 [LIVE] The Macy’s Thanksgiving Day Parade in 360°. Round and round we go → https://t.co/S8jeNUez1G https://t.co/108lCjjBtX,24/11/2016 14:00,joy,positive
Need a Distraction? @Kehlani's got you covered: https://t.co/te8MqwfdV8 https://t.co/rUWtDV1jJt,23/11/2016 22:28,joy,positive
"Just keep swimming. @POTUS awards @TheEllenShow the Medal of Freedom → https://t.co/UxFP95dATK https://t.co/tw9qoop8YB",23/11/2016 20:00,joy,positive
"Zombie dogs. So cute they’ll make you puke. Paul finds true puppy love in the latest #ParanormalActionSquad →… https://t.co/sWz1DrRToI",23/11/2016 19:35,fear,negative
"Ain’t nothing, ain’t nothing, just another flawless @FifthHarmony performance. https://t.co/k1e04e2ERi https://t.co/bEV8ehFe65",23/11/2016 18:00,joy,positive
Can you ever have too many Rhetts and Links? Find out on the latest episode of #RLBuddySystem.… https://t.co/iXAvYFPtQJ,23/11/2016 17:06,joy,positive
Heli-hammock … ACTIVATE! https://t.co/PvGZfPSu3g https://t.co/T9vFuFisoR,22/11/2016 23:30,joy,positive
"DIY fire tornado. Just add sharks and you’ve got the perfect storm. https://t.co/RTYuN6oQih https://t.co/egFP5KZi3d",22/11/2016 22:30,fear,negative
Home … is where @gnash wants to be. https://t.co/xZp28s6p3A 🏡 :): 💜 https://t.co/N22zSJ6Y5H,22/11/2016 22:27,joy,positive
Mom’s turkey’s a little … chewy this year. https://t.co/5fqgftA8Ps https://t.co/5ssH8gdaaO,22/11/2016 21:30,joy,positive
"The matchup of the century. Hydraulic Press vs. Will It Blend: Who will reign supreme? https://t.co/QHpwyohAGK https://t.co/rfa9j8lO9t",22/11/2016 20:30,joy,positive
"Is dating two dudes at the same time a good idea? Only one way to find out! Watch #WeLoveYouMovie now →… https://t.co/OiPKmyggEg",22/11/2016 17:29,joy,positive
"“It’s wheels, stuck to your butt. How is that not a great time?” https://t.co/P1BEAIeyrV https://t.co/nggIgKXKrk",21/11/2016 21:30,joy,positive
"Learning begins with listening. First-hand stories from the LGBTQ community → https://t.co/YPJN1xY0EJ https://t.co/xj1tthDik1",21/11/2016 20:30,joy,positive
@TheGigiGorgeous We're so proud of you and all the good work you do! Loved seeing you on stage last night! 💖,21/11/2016 18:56,joy,positive
You know it’s a tough decision when a whale’s gonna die no matter what. 🐋 🤔 #RLBuddySystem https://t.co/bJUbKpjuhp https://t.co/FPtYkAR8lL,21/11/2016 16:55,sadness,negative
"Grab your sleds and chew toys. Bentley the bulldog’s Northern adventure → https://t.co/E7rrljzcof https://t.co/wQPUZy4LAl",20/11/2016 23:00,joy,positive
Bart finally gets the remote. But at what cost? https://t.co/VqpkFAbEK6 https://t.co/0O44vg9xGq,20/11/2016 20:00,joy,positive
Beauty Tip: Be a Pomeranian. https://t.co/TJXHWGCGYS https://t.co/UVpbn3T9J8,20/11/2016 17:00,joy,positive
"Thiiiiiiisssss iiiiiissssss fiiiiiiiiiiinnneeeeeee 🔥 in slow-mo → https://t.co/7B6Xwghnna https://t.co/7Md4ZeYVvl",19/11/2016 23:00,joy,positive
"Wingardium LEGO-o-sa. Harry Potter in 90 seconds → https://t.co/SvZqjHuzCD https://t.co/2VMNdkH8y0",19/11/2016 20:00,joy,positive
"*smashes guitar* *crowd surfs* *pees on your couch* → https://t.co/QENp5ZJl6J https://t.co/CGHaX0NbXD",19/11/2016 17:00,anger,negative
"🐈 ❤️ 🌲 Playin’ with logs → https://t.co/xtjeTzBAlz https://t.co/GNfnCZEC0u",19/11/2016 01:45,joy,positive
"Pumkin-ier. Spicier. Latte-ier. Drinking the world’s largest PSL → https://t.co/q75rarxAz4 https://t.co/aAaqsruhkH",19/11/2016 00:45,joy,positive
"“Who you callin’ a shrimp?” Dangerous Manta Shrimp → https://t.co/YyQxsFE5bo https://t.co/WwaVDQTmen",18/11/2016 23:45,fear,negative
Leaving work on Friday like → https://t.co/419zRaEbli https://t.co/MF5MIpQpii,18/11/2016 22:45,joy,positive
@ingridnilsen Brussels sprouts have never looked so tasty. 🙏,18/11/2016 22:30,joy,positive
@atimsihcus @ZZWard @LindseyStirling It’s seriously masterful.,18/11/2016 22:25,joy,positive
"@ConnorFranta  We’re freaking out too! Congrats, Connor. 🎉",18/11/2016 22:20,joy,positive
@rhettandlink Friendship goals.,18/11/2016 22:17,joy,positive
".@TeamCoco comes to YouTube to try VR. Hilarity ensues. https://t.co/xoeUJgQXtv https://t.co/GCBtC9De2k",18/11/2016 21:45,joy,positive
"#Movember is the perfect time for a show about mustachioed men fighting monsters. Watch #ParanormalActionSquad now… https://t.co/PqEpm4oWm1",18/11/2016 17:17,joy,positive
Honoring #TransWeek with a playlist of videos from pioneering transgender creators → https://t.co/OiyapEAfSC https://t.co/WkHr05KVIZ,18/11/2016 16:08,joy,positive
"Go fish. Slow Motion Hydraulic Press defeats a deck of cards → https://t.co/NndPtgpG1e https://t.co/CaEqYRgya6",18/11/2016 01:30,joy,positive
"tfw mom walks in with pizza rolls https://t.co/HnmiZsEblW https://t.co/CoxqtLghvi",18/11/2016 00:30,joy,positive
Go through the looking glass with @LindseyStirling and @ZZward → https://t.co/Z6VqoQgqWp https://t.co/0kyV7b4kQM,17/11/2016 23:30,joy,positive
"Say your prayers, little ones. Jimmy Fallon, Metallica &amp; The Roots Perform ""Enter Sandman"" On Classroom Instruments… https://t.co/c1zXanHMkn",17/11/2016 22:30,joy,positive
This is a good 360° video and we’re not monkeying around ha ha :) https://t.co/BeedcKgxs7 https://t.co/hRVcJPImXs,17/11/2016 21:30,joy,positive
@mametown You mean Beanz *doesn’t* blast ""What Hurts The Most"" after a long day?,17/11/2016 21:16,joy,positive
@todrick How can anyone pick just one?!,17/11/2016 21:12,joy,positive
@AndreasChoice Organizing your closet is very time-sensitive and important.,17/11/2016 21:07,joy,positive
@KingBach The struggle is too real. 💤,17/11/2016 21:06,sadness,neutral
@DeStorm 🔥🔥🔥🔥🔥🔥🔥🔥,17/11/2016 21:05,joy,positive
Eddie gets shagged by a smitten shapeshifter in the new episode of #ParanormalActionSquad → https://t.co/dZ0EL9KHOD https://t.co/pF2ybweaci,17/11/2016 20:37,joy,positive
"Oui, j’adore. 100 Years of French Beauty → https://t.co/zeZJ07jmBe https://t.co/ppn6102A0F",17/11/2016 20:30,joy,positive
"When you realize you maybe went too hard last night. Paul deals with sleep deprivation in #BrokeShow →… https://t.co/z5zbTqtxA1",17/11/2016 19:34,sadness,neutral
@brittanybowers_ ✨ All the stars have aligned ✨,17/11/2016 16:42,joy,positive
@gamerguy235 Ahhh! Let us know what you think when you've finally seen it!,17/11/2016 16:41,joy,positive
@melody2393 @VanossGaming @Mr_Sark @SeaNanners Watch out for Sasquatch. 😉,17/11/2016 16:41,joy,positive
"*goes to charms class once* @RosannaPansino joins @WarpZoneTweets for a capella wizardry → https://t.co/gaDIHHjZ0h https://t.co/N27ZHeDqrz",17/11/2016 00:30,joy,positive
"Today's episode of @SesameStreet is brought to you by the letter ""M"" and the #MannequinChallenge →… https://t.co/xK7TE70Yrv",16/11/2016 23:30,joy,positive
Tony Hawk's No Skater 2 → https://t.co/wcvEqo83S6 https://t.co/yLdISH4UtB,16/11/2016 22:30,joy,positive
"It's #NationalFastFoodDay, ya'll. Let's eat to the beat! 🍔 🍟 🍕 🌭 🌮 https://t.co/F1UgLbSUrq https://t.co/Qpvbu5Pe7g",16/11/2016 21:30,joy,positive
@AnnaAkana Good news for cats though.,16/11/2016 20:16,joy,positive
"@RickyPDillon Professional Penguin Impersonator looks great on a resume, Ricky.",16/11/2016 20:15,joy,positive
@LawlesSteir *Purrkour cats,16/11/2016 20:14,joy,positive
@SUP3RFRUIT brb putting this on repeat all day.,16/11/2016 20:13,joy,positive
"🚫 👻  It’s ghost-ass kicking time  👻 🚫 #ParanormalActionSquad starts today → https://t.co/7iyjQTDZ3p https://t.co/QYwFnMG1Zk",16/11/2016 19:13,joy,positive
.@rhettandlink take a long strange trip in the latest episode of #RLBuddySystem. https://t.co/ZbzT4kfGjZ https://t.co/3MdpcdLibl,16/11/2016 17:52,joy,positive
"🐈 🐈 Best Friends Furever. https://t.co/bc6Sbjo1jy https://t.co/Wzqq9Tobeo",16/11/2016 00:00,joy,positive
"Survival of the sickest rhymes. Ash Ketchum vs. Darwin in @ERBofHistory → https://t.co/iTrZVV590E https://t.co/fB0yJyGIrZ",15/11/2016 23:00,joy,positive
"Family is forever. “Blended Family (What You Do For Love)”  by @aliciakeys → https://t.co/xt6wYj9pTe https://t.co/aAW8dT4QSj",15/11/2016 22:00,joy,positive
"“I want a beard like Brad Pitt’s pits.” — @TheRealRyanHiga https://t.co/pRkfGUbIl8 https://t.co/FQbnvZz3Mz",15/11/2016 21:00,joy,positive
@ijustine The. Worst.,15/11/2016 18:05,sadness,negative
@TheRock The perfect #SexiestManAlive choice. 😍 Congrats! 🎉,15/11/2016 18:05,joy,positive
"@IISuperwomanII lol bye, no thank you 😱",14/11/2016 22:14,fear,negative
@rhettandlink *clicks*,14/11/2016 22:12,joy,positive
@Dissimulato 🌀🌀🌀🌀,14/11/2016 22:08,joy,positive
@SimplyCarloss Please film it.,14/11/2016 22:06,joy,positive
"@kingsleyyy @TheGigiGorgeous Perfect brunch squad, tbh.",14/11/2016 22:02,joy,positive
How skateboarding is changing lives in rural South Africa. https://t.co/uL9PvK5p5E https://t.co/pUsn8CjzyI,14/11/2016 22:00,joy,positive
@oliviaacamille More time to watch this on repeat.,14/11/2016 21:59,joy,positive
Dontcha wish your bearfriend was hot like her? https://t.co/FGlXKbRTCI https://t.co/Y3HOt2EpOn,14/11/2016 21:00,joy,positive
ICYMI: here's Kate McKinnon's moving tribute to Leonard Cohen → https://t.co/Mpv3N2y4kI https://t.co/fxYFXMHy82,14/11/2016 20:00,sadness,negative
When a Sasquatch ruins your trailer. Welcome to the actual world of #ParanormalActionSquad: https://t.co/6GUAVUTnwR https://t.co/bmtOYODLRY,14/11/2016 19:04,anger,negative
Kicking off #TransWeek over brunch with @TheGigiGorgeous and friends. https://t.co/owNoHrgiIn #KikiWithGigiGorgeous https://t.co/c1WhDvGYBQ,14/11/2016 18:02,joy,positive
"Introducing a new show about ghosts and … wait, dude stop! #ParanormalActionSquad #SasquatchProblems https://t.co/ZDtx0vUChy",14/11/2016 17:36,joy,positive
"Ayo, @rhettandlink, power naps are dope, right? https://t.co/5n2sQ0niOR #RLBuddySystem https://t.co/Kkeeqbehyf",14/11/2016 15:45,joy,positive
Just another day at Hogwarts. https://t.co/LOdId8LQm5 https://t.co/2LRIoOYbnD,13/11/2016 20:00,joy,positive
Never bring a paint gun to a super soaker fight → https://t.co/hRlM0Re9Os https://t.co/CZQAQIBjsC,13/11/2016 17:00,joy,positive
When double-jumping gets out of hand … https://t.co/j3flr9csgl https://t.co/trNm9kCzSj,12/11/2016 17:00,joy,positive
Come fly away with us … https://t.co/dOz0CUck8W https://t.co/TqRcfXHOU0,11/11/2016 23:00,joy,positive
Trip out on this. https://t.co/BgBQ3mU4t3 https://t.co/PpDjTPGwWg,11/11/2016 22:00,joy,positive
"🔥🔥🔥🔥🔥🔥🔥🔥 🔥 @TheChainsmokers 🔥 🔥🔥🔥🔥🔥🔥🔥🔥 “Setting Fires” → https://t.co/OFj96CRDwS https://t.co/QdAXU9HlXC",11/11/2016 21:00,joy,positive
When you eat meat for the first time in 22 years. https://t.co/6b4GQH1YEP https://t.co/IcMcJCG7Ew,11/11/2016 19:14,joy,positive
A playlist of iconic videos to celebrate the life and legacy of Leonard Cohen → https://t.co/FysxCK1fKF https://t.co/4TeftECZeI,11/11/2016 18:02,sadness,neutral
What happens next will make you glad you're not a reptile. https://t.co/KB6cRLTxcj https://t.co/Arx1V6aF7P,11/11/2016 01:00,fear,negative
"*slap bass intensifies* ""Seinfeld"" with Hamsters →https://t.co/rVrsDqukRQ https://t.co/n8NpbSpUMp",11/11/2016 00:00,joy,positive
@kandeejohnson Look how far you’ve come! 💕,10/11/2016 23:04,joy,positive
"Simon says get funky. @Foxygentheband's ""Follow The Leader"" → https://t.co/D0ht1FKSLJ https://t.co/cnp9iJtMEt",10/11/2016 23:00,joy,positive
".@sigmahq and @milliebbrown wander the city in ""Find Me"" → https://t.co/cLRb0fWVxe https://t.co/Gvea7CgYuX",10/11/2016 22:00,joy,positive
"What do you do if you want to surf in a landlocked forest? BASE jump off the board, duh → https://t.co/CkdyU9lFUp https://t.co/YtQ2Tk8HuW",10/11/2016 21:00,fear,negative
"You ever watch YouTube? You ever watch YouTube ... in VR? That’s the way to see it, man! It’s just WAH! Pow!… https://t.co/P8VFwHaqKZ",10/11/2016 20:15,joy,positive
.@LukasGraham tries to get through the grief in “You’re Not There.” https://t.co/IdyNez4dlP https://t.co/K14nRtf1Pb,10/11/2016 19:45,sadness,negative
"When you got your BFF game on lock. @rhettandlink continue the search for Link’s phone in #RLBuddySystem →… https://t.co/iSg68jBKdx",10/11/2016 18:16,joy,positive
When you learned everything you know about negotiating from “The Wolf of Wall Street.” https://t.co/rwbHS6dsc6… https://t.co/2pB4NMO1ws,10/11/2016 16:25,joy,positive
"[LIVE] Not your average election coverage. Tune-in to watch @Complex_News #FlexTheVote https://t.co/virx4zKSDU https://t.co/iYJ7kTzlvO",09/11/2016 00:05,joy,positive
[LIVE] @NBCNews starts their #ElectionDay coverage NOW. https://t.co/8uHQaPUZQE #voteIRL https://t.co/xqUj0hbvBE,08/11/2016 23:35,joy,positive
