tweet,date_time
Thank you Cali!  http://t.co/9gsV0YeLmA  #TheMonsterTour,09/08/2014 21:39
Backstage shawty! #Majesty http://t.co/ckLy8kMcGK,09/08/2014 20:16
Happy Birthday @ITSJEREMYSCOTT and @yusefhairnyc !!! Thank u for turning me out on yo birthday!! #TheMonsterTour http://t.co/MrWgUYCl0S,09/08/2014 09:08
Get your #Trap$tar Monster Tour gear here----&gt; http://t.co/aFOStcdo4q,08/08/2014 17:25
"What a night! Cali, we're so happy we could share this with you! Thank you! See you again tonight! #TMT http://t.co/Xzu6zyZXVo",08/08/2014 17:11
How Jhat wakes me up on the first day of tour!! http://t.co/otga9gRyPN,08/08/2014 17:07
“@Eminem: Final rehearsals for tour with @rihanna ..see you soon in Pasadena http://t.co/679zchMYwc” #Cali you're on first! #MONSTERtour,06/08/2014 04:01
Available GLOBALLY in September  @MACcosmetics #VivaGlam #Rihanna2 http://t.co/aaAoY3RcoO,04/08/2014 19:32
Check out my new @MACcosmetics #VivaGlam ad. All sales go to people affected by HIV/AIDS. Comin @ ya this September!! http://t.co/nzHOuhiuD4,04/08/2014 19:24
Stocking cap posse #GivenchyGhettoGoth http://t.co/DFLGJ5uawy,03/08/2014 04:22
I might be doin sumn http://t.co/o3JX5XoLs4,03/08/2014 04:19
http://t.co/DfumCobTkV,03/08/2014 04:18
Thank you @Eminem and Chicago for letting me share this moment with you at #Lollapalooza http://t.co/oKd5qG8wiL,02/08/2014 05:02
LADIES!!! This September wake up next to your man smelling like this!!! Makes you wanna steal his Tshirts #ROGUEMAN http://t.co/HLqeeXb0bx,01/08/2014 17:59
FINALLY!!! #ROGUE for MEN is here September!!! I've waited years for this moment!! :') http://t.co/tjBLKD7tXU,01/08/2014 17:48
“@YerdMe_CMB: This white man is cute 🌝 RT @rihanna: #ROGUEMAN is COMING this September!!!! http://t.co/dk11plqmac” AND HE SMELLS SO GOOD!!,01/08/2014 17:41
#ROGUEMAN is COMING this September!!!! http://t.co/dk11plqmac,01/08/2014 17:39
Marshall! @Eminem #MONSTERtourRihearsals #Detroit http://t.co/IZCHz5QGnF,30/07/2014 00:40
I am thrilled to announce that #TRAPSTAR teamed up with us on the OFFICIAL MERCHANDISE exclusive to #THEMONSTERTOUR Can't wait til u see dis,29/07/2014 22:15
Ghost in da mirror,27/07/2014 09:43
A drug and a dream...,26/07/2014 16:08
Pray 4 me,26/07/2014 04:23
"Our Father, Who art in Heaven, is it cool to make this paper?!",26/07/2014 04:21
I wanna take this band everywhere!!! #MONSTERtourRihearsals,24/07/2014 22:14
#HOME  Oh! http://t.co/7BwNkBebgi,24/07/2014 21:23
Haaa! Jim Parsons at #sdcc kickin it with #Oh from our Dreamworks animation movie #HOME !! Lil throwback to #cfda http://t.co/MssmU0ZGUr,24/07/2014 21:20
“@TeamOfRihanna: Rihanna won! http://t.co/VySuho7SfJ” We did it without an album! My hittas! Thank you guys! 2014 is only gonna get better!,20/07/2014 16:09
Let's pray for peace and a swift end to the Israeli-Palestinian conflict! Is there any hope?.... http://t.co/jHD56KXkcu,15/07/2014 22:32
@Evan_ERogers cheers bro! And Congratulations!,15/07/2014 00:20
“@stunnafenty: THE NAVY DEEP IN THIS BITCH YAS. http://t.co/VAb5TYMzvN” Lolol,14/07/2014 23:39
"@Heauxno1currr this is literally what I say about yall! The shit you say, the shit you think...It makes my life! The rest cud never handle u",14/07/2014 23:34
“@idekfagg0t: I stan the best.” #tweetoftheday lol,14/07/2014 23:27
"“@JessieRiri: We'll never let you down @rihanna ! Thank you for what you gave us since 2005, we are so grateful” :) #1Love",14/07/2014 23:26
Thank you 2 all my supporters!You're one of a kind and ANYBODY would be lucky to have you! It feels good to have real fans #loyal #navyRdie,14/07/2014 23:22
:( http://t.co/6JYo0nug0N,14/07/2014 17:48
“@Podolski10: @rihanna What a night with our biggest fan. UnFOURgettable! Thanks Rihanna!!” Indeed! #4stars baby!!!,14/07/2014 17:18
"I touched the cup, held the cup, kissed the cup, took a selfie wit the cup!!! I meeeaan...... what is YO bucket list looking like bruh?",14/07/2014 06:45
King Klose http://t.co/9kH8Gt422C,14/07/2014 06:30
They brought me the cup!!! I love these guys!!! Congratulations!!!! http://t.co/6K9sr56uHt,14/07/2014 06:29
The shooter aka My hitta #Gotze #Champions http://t.co/bOxV5yIyj1,14/07/2014 06:25
Podolski x RiRi x Shweinsteiger http://t.co/Sq0HDFDcaB,14/07/2014 06:21
Best day of my life idc idc idc http://t.co/B5cbsm3Ukc,13/07/2014 23:46
Man of the match goes to.... http://t.co/p3za6jpPEa,13/07/2014 23:36
Hello from FIFA Brazil http://t.co/htR0tDudVA,13/07/2014 23:35
:)) http://t.co/3TFbsiB5rC,13/07/2014 23:34
My fav came to say hi! Love this chick @AdrianaLima http://t.co/ayZSvG4Bs2,13/07/2014 23:03
Futbol http://t.co/yKOXGJ5SqU,13/07/2014 22:29
Congrats to my German boyz! This was the most epic experience of my entire life! You guys made me so proud to be here http://t.co/sRKmdzCn89,13/07/2014 22:24
http://t.co/zTBYWY6PLi,13/07/2014 22:20
Super fucking Mario!!!!!,13/07/2014 21:26
Goooooooaaaaallllllll,13/07/2014 21:25
Super mario baby,13/07/2014 20:48
@SportsCenter bring on Podolski and Gotze,13/07/2014 20:42
Ahhhhhh T. Ph.,13/07/2014 20:41
@SportsCenter Tevez should have been at World Cup,13/07/2014 20:22
Mueller is always in the right position!,13/07/2014 20:00
Argentina's counter attack is SICK!!!,13/07/2014 19:38
Klose for 17,13/07/2014 19:19
For my German boys http://t.co/cRzlNINBuf,13/07/2014 19:02
#pelé @JennnRosales @ciarrap http://t.co/QAF1WpXhQs,13/07/2014 17:07
;) http://t.co/yC5lyjZA7e,13/07/2014 17:04
We in #BRA bout to watch #GER and #ARG live and direct!!!! http://t.co/USaSDCsf0l,13/07/2014 16:59
“@kerrywashington: Post-workout inspired song of the day: MOTHER MARY... Die in the moment. @rihanna” haaaa!,13/07/2014 16:47
#FIFA http://t.co/ftCHlO78nn,12/07/2014 23:57
Ain't nobody better than me and my Jhat http://t.co/C36ldjB8Di,12/07/2014 23:47
;) http://t.co/yZOxMQYzZx,12/07/2014 23:37
The great @pele x RiRi http://t.co/euYjkJ1Cna,12/07/2014 23:14
The great @pele #bucketlistshit http://t.co/yWAXgqbFHk,12/07/2014 23:13
Tonight! Me and the hitta @JennnRosales http://t.co/MZeSlV7XFx,12/07/2014 22:48
;) http://t.co/wcAK8jdBV7,12/07/2014 22:39
#BUDgals http://t.co/AgpjQa2uCs,12/07/2014 22:38
I'm feeling right at home!!!! #BUDWEISER #BUDgal #FIFAWorldCup2014 http://t.co/w64NY2AOHI,11/07/2014 19:33
@Mariners @RobinsonCano Congrats!!!  #ROCNATION,06/07/2014 23:15
We. http://t.co/1F7qsXcEfd,06/07/2014 16:53
For my Dutch boyz!!! http://t.co/dGHHulvv7a,05/07/2014 20:24
Legend! http://t.co/pKyBmfd5uq,04/07/2014 22:00
This is bittersweet!!!! I shed a tear for you Rodriguez!!! :'(,04/07/2014 21:58
"""Goooal"" http://t.co/bu5XOed1pk",04/07/2014 21:33
#BRA http://t.co/UCXppxJXmo,04/07/2014 21:31
BRAAAAAAAAAAAAAAAAAA,04/07/2014 21:28
https://t.co/Uwj68Kakvd Colombian Cutie,04/07/2014 21:10
This is the game I've been waiting for! I sincerely LOVE both of these teams!,04/07/2014 20:13
Yea #BRA get this shit started !!!!,04/07/2014 20:09
Congrats #GERMANY,04/07/2014 17:56
My baby Benze :(,04/07/2014 17:56
http://t.co/UL37Tg8J5S,04/07/2014 17:17
Happy Birthday America!!! #JULY4th,04/07/2014 16:31
Don't forget to order your #HARDROCK Rihanna Tee in support of #TheClaraLionelFoundation ... Just click here ---&gt; http://t.co/Jb6FbIYqmd,04/07/2014 02:14
http://t.co/XlXyBTsXP0,03/07/2014 20:52
Aunty and Me #girltime #twinzies http://t.co/pGMcP98CwG,02/07/2014 22:21
Smells brand new http://t.co/Yb982n8gzH,02/07/2014 21:50
&lt;3 http://t.co/KY3zuMZce9,02/07/2014 21:48
Her Majesty http://t.co/pWb7zzvCXD,02/07/2014 21:39
“@asapkoff: I need Tim Howard to protect my girl DMs” #tweetoftheday,01/07/2014 22:39
Great job #USA  I'm proud of you boys! You put your heart in it!!!,01/07/2014 22:33
What a match,01/07/2014 22:32
Belgiuuuuummm,01/07/2014 22:12
“@DruChaos: @rihanna dont @ me unless its the single.” Yasss you betta come for ha on yo fuck-a-fav shit!!!,01/07/2014 20:52
Even though I love me some Jurgen Klinsmann,01/07/2014 20:38
"I need a goal in the first half , thank you Belgium!!!!",01/07/2014 20:33
"@KekePalmer you're always showing so much love! Thank you, and congratulations on being so bossy!",01/07/2014 20:26
:)     (: http://t.co/wdXQGzx95r,01/07/2014 00:54
:) http://t.co/BXJOwJDwyu,01/07/2014 00:53
Missing you today and always! #RIPDollyMyBaby http://t.co/z2hUZHFION,01/07/2014 00:39
420 #DollyMyBaby,30/06/2014 23:21
#R8 http://t.co/fEDxaBvQ9L,30/06/2014 09:00
Congrats boyz! http://t.co/kmGqaLfzrU,29/06/2014 19:46
"When I was 17, I took my first selfie! #RihannaBETAwards http://t.co/7X22DL557N",29/06/2014 12:23
Excellent game,28/06/2014 21:54
Cuadrado and Rodriguez. Murdaaahhh!!!!,28/06/2014 21:11
Thank you #Adidas #FIFA2014 http://t.co/IFozkahlAq,28/06/2014 20:41
Rodriguez!!! He's just a baby!,28/06/2014 20:30
Colombiaaaa,28/06/2014 20:28
@karafenty @DlSTURBlA nah that just popped up! I been staring at that tweet asking myself how t. Ph.,28/06/2014 19:04
#BRA http://t.co/dZD9CCKm1w,28/06/2014 18:57
BRAAAAAAAAAAAAAAAAAAAAAA,28/06/2014 18:55
I can't watch,28/06/2014 18:54
Ugh,28/06/2014 18:52
Number 2,28/06/2014 18:51
Yes!!,28/06/2014 18:50
T. Ph,28/06/2014 18:50
Yes,28/06/2014 18:49
1 down,28/06/2014 18:48
C'mon BRA,28/06/2014 18:34
#RihannaBETAwards http://t.co/P9g9yTSQ2V,28/06/2014 02:00
#RihannaBETAwards RT,28/06/2014 01:39
Watch ---&gt; http://t.co/EPCKaOOZTW,27/06/2014 02:56
I'm so sick o dat same ol love #barz,26/06/2014 18:40
Ronaldo is playing so good right now,26/06/2014 17:50
Sweeeeeet ass goal Ronaldo!!!,26/06/2014 17:39
That's what The PHUCK im talking abouuuutttt!!!!,26/06/2014 17:38
Loving this camera man,26/06/2014 17:36
Let's go Portugal....Let's go Germany #FiFaProblems http://t.co/oNZ9iTxYUw,26/06/2014 17:28
Me watching these matches right now http://t.co/j3rydQLE1J,26/06/2014 17:21
T. Ph wit Ghana,26/06/2014 17:16
“@takecarerihanna: @rihanna are you watching both games?” You knowz it,26/06/2014 17:15
Yes Germany,26/06/2014 17:13
"@NathanNAVY lololol!!! Ima try my best to follow this season, I always get on so late in the season! :(",26/06/2014 17:03
"All this futbol, getting me hyped for NFL Football season!!! Who's your team?",26/06/2014 16:54
Me at the ref http://t.co/Jyw5uTlDaD,26/06/2014 16:48
“@TheWorIdCup: New photo of Tim Howard: http://t.co/pfr3PqiLhM” He's disrespectfully good!!!,26/06/2014 16:42
Germany come onnn!!!,26/06/2014 16:38
"""Own Goooooaaaaaaallllll!!!!"" http://t.co/2NhhJsKM6H",26/06/2014 16:31
Thank you!!!!!,26/06/2014 16:30
W. T. Ph,26/06/2014 16:18
2 great games at once,26/06/2014 16:06
Yessss sexy #7 FIFA,26/06/2014 16:05
Bazaar Arabia  @BazaarArabia http://t.co/3bAPknVe58,26/06/2014 01:35
Bazaar Arabia @BazaarArabia http://t.co/v3AE38g6yM,26/06/2014 01:23
Bazaar Arabia  @BazaarArabia http://t.co/F9tvHEIEtu,26/06/2014 01:19
Bazaar  @BazaarArabia http://t.co/VARnx8eal2,26/06/2014 01:18
!!!  @BazaarArabia http://t.co/yYTG0rTuld,26/06/2014 01:18
Navy  @BazaarArabia http://t.co/jD7o69zSi4,26/06/2014 01:17
@bigshitxtalker why did I wake up singing this the entire photo shoot that day? @mforde11 was so rinsed with me,26/06/2014 01:06
@BazaarArabia http://t.co/JkLvqPcncg,26/06/2014 00:52
"#HarpersBazaar #ARABIA  #Cover  @BazaarArabia shot by my new fave photographer, Ruven http://t.co/r41vVrLAwU",26/06/2014 00:39
Ollie wanted his hair like a soccer player http://t.co/SzpJHFpltT,25/06/2014 21:57
@Benzema I feel your pain right now!,25/06/2014 21:50
W.   T.     Ph.,25/06/2014 21:31
$$ on France,25/06/2014 21:16
#Navy http://t.co/lpVAcTzMSr,25/06/2014 01:23
@NoellaAlstrom .... Annoying! http://t.co/vatg2porbV,24/06/2014 21:09
"2 weeks, no spanx, and she's sitting!!!! What the phuck is she made of bruh??? There's hope!!! #family @NoellaAlstrom http://t.co/cyhTMf5idq",24/06/2014 20:56
@__tatijxo scratch that! FIFA is on. Bye,24/06/2014 16:04
“@__tatijxo: Bout to watch the LHHATL from last night though 🔥” ditto! Apple TV make love to me!,24/06/2014 16:03
"Me and @SonitaAlex in some strangers house begging to take a leak, then back on the streets #culture #cropover #missu http://t.co/kF7OXurgFJ",24/06/2014 15:51
“@SonitaAlex: Ah feeling ah feeling!!!!!!” Shut your lil calypso cunt!,24/06/2014 15:41
"NAVY, GET IN HERE ----&gt; http://t.co/Un85JgRRW3",24/06/2014 00:53
http://t.co/iMDcZtHFID,23/06/2014 21:55
BRAAAAAAAAAAAA http://t.co/UuEuQNVzqh,23/06/2014 21:43
http://t.co/wtBYqL4d7C,23/06/2014 21:10
“@RihannaNavyRD: @Rihanna becomes the #3rd Most Streamed Acts Of All Time in the U.K &amp; #1 Streamed Female Act in that country!” Look @ God!,23/06/2014 13:23
#FIFA http://t.co/jV9A7ST9FR,23/06/2014 00:22
The final seconds....,23/06/2014 00:09
Thank you Ronaldo for that sweet setup!!! And thank YOU Valera for your timely execution!!,23/06/2014 00:08
Whew!!!! My first breath for the last 95 minutes,22/06/2014 23:56
This is gonna be good ...... #FIFA,22/06/2014 21:05
Da German bae  #Klose http://t.co/221ov8IRyx,21/06/2014 20:53
At least da bae plays for Ghana lol,21/06/2014 20:38
Ghana in attack mode....annoying,21/06/2014 20:37
My nigga Klose,21/06/2014 20:32
Goal keepers getting phucking sleepy,21/06/2014 20:21
Germany bout to go MAD!!!!,21/06/2014 20:12
Well well....,21/06/2014 20:12
Gooooooaaaalllll,21/06/2014 20:09
Germany... get busy! #FIFA,21/06/2014 20:05
"I'm trying to get in touch with @TrisCastellano !!! If there's any way his family or a close friend can reach out to me, I'd be very happy!",21/06/2014 18:02
Just for the mere fact that he got past the Iranian defense..... BRUH!,21/06/2014 17:52
Me$$iiiiiiiiiiiiiiiiiiii,21/06/2014 17:49
“@IsaFenty97: It's hard to buy clothes that aren't black” story of my closet,21/06/2014 17:31
Romero is on point,21/06/2014 17:28
“@EatMyDAIsy: @rihanna hey booooo wyd 👀👀 can I get a pic ???” http://t.co/ky0Wm7Zh5m,21/06/2014 17:13
Messi...... we looking at you!,21/06/2014 17:08
Argentina leggooooal,21/06/2014 17:05
Yaaaaaassssssss #France,20/06/2014 19:41
"Whaaaat is this?!  Okay Italy, I'm up! Ima need y'all to wake up!",20/06/2014 17:25
“@prettygirl_SP: Is it rude to cut a date short if the person is really boring and annoying?????” It's rude to be boring!,19/06/2014 20:54
Uruguay defense is almost disrespectful!!! 2 good,19/06/2014 20:51
Man they know better than to give Suarez that much room bruh!,19/06/2014 20:42
Ooohhhhhh SHIIIIITTTT!!!!!,19/06/2014 20:40
Roooonnnnnnnneeeeeeeyyyyyy,19/06/2014 20:31
Fernando Muslera be on his shit tho!,19/06/2014 19:52
ENGLAND whatchu gon do??!,19/06/2014 19:23
Maje$ty #FirstSideEye http://t.co/FtSjTI0eip,19/06/2014 19:12
My lil tadpole. http://t.co/RNYFU0icSB,19/06/2014 19:08
....Since 2014 http://t.co/IZ2472vLiK,19/06/2014 18:57
$tink butt http://t.co/vYMAh4DNVF,19/06/2014 18:39
PLEASE HELP beautiful baby Sofia’s family raise money in Brazil for a life-saving transplant!  http://t.co/hHpA8PVAQa http://t.co/HYSe9tABFu,19/06/2014 00:10
“@GiusiChrisRiri: At the movies watching 22 jump Street” I saw this lastnight! So worth it!,18/06/2014 21:01
@_xomec BLOCKEDT!!!!,18/06/2014 18:42
“@TaayG4L: When I hear the bitch behind me hatin. http://t.co/RVPjwWYjEj” :(,18/06/2014 18:42
Pressure,18/06/2014 17:31
Holland is on one,18/06/2014 17:25
Van Persie doe!,18/06/2014 17:16
Ooooohhhh SHIT!!!!!!,18/06/2014 17:15
That was marvelous!!! Gat damn,18/06/2014 17:12
Goooooooaaaaaaalllllllllllllllll,18/06/2014 17:11
“@StefanSaxon: waiting on R8 like:   http://t.co/06pgpXMe1k” :(,18/06/2014 16:59
Pray for me #RihannaLyric,18/06/2014 16:39
“@_Vaun: your discography is really everything @rihanna. bless you. I can't wait for R8.” Thank you for this! Glory be to God!,18/06/2014 01:05
“@YerdMe_CMB: @rihanna You ready for the Brazil match sis? 😊” yussss,17/06/2014 17:04
Da Bae doe! I might have to be team Ghana on this one idc idc idc http://t.co/3GDQPU5KGe,16/06/2014 21:35
“@DragonflyCici: Why they still got this bitch that been on the box since the 1980s http://t.co/lzugEBp3vD” haaaaa cus we trust dat bitch!,16/06/2014 17:57
#FIFA http://t.co/HKNNoJSJfi,16/06/2014 17:53
My baby Ronaldo :(,16/06/2014 17:46
“@ChriRih: 3 Goals from Müller today🙌🙌🙌” winning!,16/06/2014 17:41
Germany is too fuckin real today!,16/06/2014 17:40
“@rihluminati: Poor Portugal. Germany are playing ruthless today.” :(,16/06/2014 17:39
G-G-G-Goaaaalllll,16/06/2014 17:38
I hate watching games like this! 2 of my fave teams...,16/06/2014 17:03
Well Damn!!!....Phuck it up Germany,16/06/2014 16:46
C'mon Pepe,16/06/2014 16:38
Check out my broski @RorreyFenty here ---&gt; http://t.co/RrFlf4qg7t  #IntolerableCruelty,16/06/2014 16:29
Lullaby freestyle #thuglife http://t.co/KHkHIC6OQZ,16/06/2014 15:45
"""king"" http://t.co/V9dF2Psn6E",16/06/2014 03:54
Twinzies http://t.co/0koQDgRi9P,16/06/2014 01:44
:) http://t.co/0ICDNwks1u,15/06/2014 17:40
"Happy Father's Day to the step fathers who step up for the fathers who cant! And especially to the Mothers who have to be both, we adore you",15/06/2014 14:45
....whenever I think about #MyDad,15/06/2014 14:37
"#DAD was the word, but all he heard was ""Why?"" and ""How?"" and ""How do you know?"".... And you always had answers! That's what I think of...",15/06/2014 14:36
Happy Father's Day Pops! I love you deeply and unconditionally! You've taught me so much about myself! #DAD http://t.co/bmJhZSvOb4,15/06/2014 14:33
Zzzz... http://t.co/rElEiF9yvw,15/06/2014 13:53
Pinky and The Brain http://t.co/wtVwEOLOE3,15/06/2014 13:52
http://t.co/QNHqrKyCS0,15/06/2014 13:43
In love... http://t.co/SZebe61s2a,15/06/2014 09:38
Bo$$y. http://t.co/DBdODOyID8,15/06/2014 09:27
"""Aunty change this World Cup back to cartoons NOW"" http://t.co/PjbRv2nkpo",15/06/2014 09:11
She knows the camera... It's all ova now!! http://t.co/6ZVKS8p7Tb,15/06/2014 09:02
Twinzies http://t.co/QE4YaRGAf5,15/06/2014 09:00
Majesty x Aunty OhNaNa http://t.co/glj0DANHtQ,15/06/2014 08:52
#Tip #Home :) http://t.co/yU9ic4ZhLm,12/06/2014 22:28
"Meet Tip, my character in the @DWAnimation movie, HOME!!!  #DreamWorksHome #ComingSoon #pRIHview! http://t.co/cVN6iy1PyB",12/06/2014 17:34
"""Aunty, ENOUGH already bruh"" 
(the rare pic of her being in someone else's arms) http://t.co/95motCPXQm",12/06/2014 17:30
Guess who fell asleep at the hospital again? #AuntyOhNaNa http://t.co/HjgAuIpgHS,12/06/2014 17:16
@Camille63118 BLOCKEDT!!!!!!,12/06/2014 14:08
@DruChaos haaaaa,10/06/2014 21:38
"@DruChaos I wanna retweet this, but the way your avi is set up... http://t.co/K1y7PTNBwP",10/06/2014 21:35
Pump it! http://t.co/DBOtOTeHGc,10/06/2014 13:13
Our 1st slumber party and she's up early! http://t.co/EDoNcvUsyz,10/06/2014 13:07
;) #Navy #Elite #Vevo #5BilliPlus http://t.co/Ztcb9IwqA9,09/06/2014 18:12
"I can't get enough, I'm so in love http://t.co/8kZj3mNJoq",09/06/2014 06:12
"""My auntie rule$"" http://t.co/w6xCkvvsQL",09/06/2014 06:11
http://t.co/xwLtvn9Dvx,09/06/2014 03:15
$he like it hurr http://t.co/m0yaK7h5lk,09/06/2014 02:56
King Jame$ doe.,09/06/2014 02:53
King,09/06/2014 02:21
King!!!!,09/06/2014 02:16
My lil manz graduated today!!! So proud. #AuntyOhNaNa http://t.co/kzdBkI6dy7,09/06/2014 01:38
How we spent our last couple nights :') http://t.co/seyf27U508,08/06/2014 18:50
My everything. http://t.co/CcymmP88nu,08/06/2014 18:37
"This guy.....
 :( #alljokesaside I'm so proud of all you continue to do! Keep up the excellence! #KevinHart http://t.co/3w9vvo8EPo",08/06/2014 16:00
http://t.co/UZIdRAC4jl,08/06/2014 15:45
http://t.co/p9aW7gIGn5,08/06/2014 15:44
http://t.co/fcCPuNzm9K,08/06/2014 15:43
#Mantlers #SpikeTV #GuysChoice http://t.co/iV7tAU1ZgL,08/06/2014 15:43
My life has been completed!!! #Pinkman4President http://t.co/7lIJQEjAkJ,08/06/2014 04:15
"My first pair of Mantlers! Thank you @Spiketv, excited to be getting Most Desirable at #GuysChoice airing Weds 6/11 http://t.co/cWA0dTTjjz",06/06/2014 22:43
http://t.co/oLZooMEj16,06/06/2014 09:58
I'm just sitting in this studio just tryna get to you baby,06/06/2014 09:44
"When there's no changing the fact that I'm me, and they're well...they're them. http://t.co/RCF4TqxN69",06/06/2014 06:11
;) http://t.co/ARqlvYFQMa,06/06/2014 06:06
:( http://t.co/GUsqDgio3O,06/06/2014 05:51
http://t.co/g0fTp3O0XT,05/06/2014 13:49
Thank you @SuchAF__cKnLADY and @GnLstudios for collaborating on this with @HardRock and #TheClaraLionelFoundation http://t.co/KtTNYF3c6v,05/06/2014 13:48
“@TarynT23: Everything... You're truly just EVERYTHING ! @rihanna” that is really $weet! Thank you for being supportive of the work we do!,05/06/2014 13:27
"Thank you @HardRock for your generous donation of $200,000.00 to #TheClaraLionelFoundation today! It means the world to so many lives!",05/06/2014 12:39
He gets it! http://t.co/bWLbcFw32B,04/06/2014 02:59
Happy birthday to the late Josephine Baker! You have and will continue to inspire us women for decades to come! http://t.co/VVizGnvoen,03/06/2014 22:19
“@voguemagazine: Rihanna has become the rare celebrity who does not follow fashion-she affects it.  http://t.co/cCOZCSiItX” I heart U! :),03/06/2014 08:09
Me and Text buddy Anna Wintour http://t.co/fiZ2AUZAZo,03/06/2014 08:08
“@_shay12: Rihanna has made some great music man 🙌” thank you so much!!! God is perfect!!! Thank Him!,31/05/2014 20:47
Happy 7th Birthday Good. Gal. Gone. Bod. #GGGB http://t.co/mYKFM7slyQ,31/05/2014 20:34
Last day to vote #ROGUE for Celebrity Fragrance of the Year. Let’s win this Navy! http://t.co/9zXMMTgUrg,31/05/2014 01:34
"“@wizkhalifa: Rihanna inspired this mixtape.

http://t.co/jfm8zJQZJV

http://t.co/pF2rTXIHjK” HE GETS IT!!! Too real, 1 love broski!!",30/05/2014 08:53
Meet me in Paris at Sephora Champs Elysées Weds 4th June at 4pm for the launch of #Rogue exclusively at @SephoraFrance. #rihannachezsephora,30/05/2014 04:57
"Shout out to all the amazing talent that came out lastnight for the ""THE MONSTER TOUR"" dance auditions! I hope to work with many of u 1 day!",29/05/2014 21:00
“@TheFashionLaw: .@Scout_Willis is Protesting Rihanna's Instagram ban and looks hot while doing it.  http://t.co/dsh1WO7RhB” FREE THE NIPPLE,28/05/2014 23:00
Thank You #MayaAngelou  :'),28/05/2014 14:51
"She made us feel so safe, safe enough to trust her wisdom! Wisdom one can usually only acquire through experience! http://t.co/iQeFAk3spQ",28/05/2014 14:51
"Angel. #RIPMayaAngelou The first book I read as a teenager, ""I know why the caged bird sings"". Felt like we knew her http://t.co/inHEh9zIhs",28/05/2014 14:41
"I'd rather beee, smoking weeeed, everytime ya kiiiiss me, dooooon't say that you miiiiss me...",28/05/2014 04:45
"You be the type that'll fall in love, I be the type that be giving a fuuuuuck",28/05/2014 04:05
"You be the type that'll wife her, I take her home and I don't even like her",28/05/2014 04:04
"Let me make it clear, ain't no place better, than where we're together...just me and my money #bars",28/05/2014 01:17
"And I hate that all I hate just don't compare, because I love you #barz",28/05/2014 00:15
"Your silver tongue is full of lies, with tricks and thrills and Bambi eyes",28/05/2014 00:07
Politics is one bold move... Politics in lovin' you #barz,27/05/2014 23:41
You gone make me a believer...even if that shit ain't true #Barz,27/05/2014 23:16
“@TheCut: Tom Ford says @Rihanna's Instagram is more influential than any fashion review: http://t.co/hdlPa4cM6R” .....he gets it!,27/05/2014 18:43
No flex Zone http://t.co/U0FCLdvmHO,27/05/2014 18:23
To our Heroes http://t.co/wDvwF9puDP,27/05/2014 04:56
“@PromPics: Cancer can't hold her back 😍 #prom2k14 http://t.co/IqHrrzOfXM” Prom Love!!! :),26/05/2014 15:10
My heart http://t.co/IvFCycyGps,26/05/2014 00:34
Find an excuse to win,23/05/2014 20:01
http://t.co/yz8PMwqktv,23/05/2014 02:27
Ghetto. http://t.co/2tZNwGuLah,23/05/2014 02:13
http://t.co/FoOGLjHmE7,23/05/2014 02:09
@SuchAF__cKnLADY which one?,22/05/2014 19:46
:( http://t.co/GWu3VRlH28,22/05/2014 19:26
@itsallDonn dat nigga recognized me in a wig bruh!!! Haa,22/05/2014 17:59
If that old queen don't get ha diapers out of a bunch...,22/05/2014 17:48
Goooorrrrrrlllllll......,22/05/2014 17:43
“@NathanNAVY: Polygraph is an interesting name for a song! Ah I'm so ready for #R8.” #PHAKE,19/05/2014 22:00
"#PHAKE !!!!  Let's be clear, I do NOT have an IG account! http://t.co/Rbx8EnyY5X",19/05/2014 07:32
;) http://t.co/QehncCUfzi,17/05/2014 17:46
You're just another brick and I'm a sledgehammer #barz,16/05/2014 23:27
Dude the mirror is not wussup right now!!!! #GymTime #SummerSlowDownJustALil,16/05/2014 22:40
Ghetto http://t.co/mLv9wCouXm,16/05/2014 16:33
Congrats to my R.O.C. brother @KDTrey5 !!! Great game tonight OKC,16/05/2014 05:44
We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http://t.co/gffmz2QSbF,16/05/2014 02:30
;) http://t.co/dfkXhAPOZ8,16/05/2014 02:21
Wiggin out!! http://t.co/wmvzK7GA8f,16/05/2014 02:14
#KING,15/05/2014 01:34
#tweet  #4MusicLFSNavy,14/05/2014 20:17
"This Paramedic guy just reminded me why God sent me here! I can't stop now! Not now, not nevah!!!! ---&gt; http://t.co/PSfDDzZCGA",14/05/2014 17:42
Happy birthday to my funniest Best Friend! Your energy is undeniable! I need me some @leleboo246 in my life right now http://t.co/o9j4FwDgR1,13/05/2014 19:37
Sorry I broke your phone @SteveSoboroff :)  @takepartlive 10PM ET on @pivot_tv @LAPoliceFdtn #specialannouncement #tonight,13/05/2014 01:49
“@kanyewest: hi Mom http://t.co/Zn2Z2InlQt” :'),11/05/2014 22:57
"You act so innocent now, but you lied so soon http://t.co/q4663Uu1mC",11/05/2014 22:54
:) http://t.co/xPul8B9RK4,11/05/2014 19:36
Me$$y Hurr day http://t.co/5UdDBHJmzd,11/05/2014 19:35
Mothers Day flowers from my dog Oli! Cuz all these bitchez iz my sonz! #JhatBringBackMyDog http://t.co/MmPOyNQBU0,11/05/2014 19:24
