tweet,date_time
The obstruction of our Supreme Court is completely unprecedented. Sign the petition telling the Senate: #DoYourJob. https://t.co/STmBjGzaA0,02/03/2016 18:49
Refusing to consider a #SCOTUS nominee before one is even announced is irresponsible. #DoYourJob https://t.co/NiZtwUHmE5,02/03/2016 16:32
Leaving a seat open on the Supreme Court for more than a year is irresponsible—sign the petition: https://t.co/qWvL5ANmqP #DoYourJob,01/03/2016 22:22
"We're seeing the fastest rise in sea-levels in nearly 3,000 years: https://t.co/MwO2QKE4GW #ActOnClimate",01/03/2016 20:50
Get the facts on everything from a fair #SCOTUS nomination process to climate change: https://t.co/jCZzreLARW https://t.co/qnB5GLM8eC,01/03/2016 18:37
Today's the 55th birthday of the @PeaceCorps. Thanks to all who have served across the globe. #PeaceCorpsWeek2016,01/03/2016 17:02
It's the Senate's duty to give the President's nominee a fair hearing and a timely vote. #DoYourJob https://t.co/yquRBNfS9k,29/02/2016 23:05
"""One-third of all U.S. presidents appointed a Supreme Court justice in an election year."" https://t.co/PY8dR1owzf (h/t @washingtonpost)",29/02/2016 20:53
Sign @OFA's petition to let the Senate know you demand a fair Supreme Court nomination process: https://t.co/SeDGtpwnU5,29/02/2016 19:05
LIVE: President Obama is presenting the Medal of Honor to Senior Chief Special Warfare Operator Edward Byers. https://t.co/NGInOc0ccN,29/02/2016 16:17
"Thanks to the #RecoveryAct, clean energy investments have created hundreds of thousands of jobs. https://t.co/U82fX6P2nB",26/02/2016 23:08
"Our economy has come a long way, but there's more work to do—say you support common-sense economic policies: https://t.co/UzcGjwykjs",26/02/2016 22:00
"Seven years ago, our economy was shedding nearly 800,000 jobs a day. We've come a long way. https://t.co/ueSHbf52YE",26/02/2016 20:55
Our economy has added 14 million jobs over the longest streak of private-sector job growth on record. https://t.co/FwScd1Soxi,26/02/2016 19:25
LIVE: President Obama is highlighting the progress of the American economy. https://t.co/7noFkjk0F8,26/02/2016 18:46
Tune in at 1:55 p.m. ET to see President Obama speak about the economic progress we've made since the #RecoveryAct. https://t.co/Ve3DprDXKH,26/02/2016 17:56
Tell the Senate: Stop playing games with our Supreme Court. https://t.co/2vkSnL2KWC #DoYourJob,26/02/2016 16:47
The Senate should fulfill its constitutional duty and fairly consider the President's nominee. #DoYourJob https://t.co/AXpbOQ1bxD,26/02/2016 01:02
Add your name if you agree: Failing to fill the Supreme Court vacancy for over a year is unacceptable. https://t.co/uDxtenkam5 #DoYourJob,25/02/2016 21:55
Retweet if you agree that we can't afford to play political games over the Supreme Court vacancy. #DoYourJob https://t.co/NE380YtV41,25/02/2016 19:20
"The solar industry hit record growth last year, surpassing natural gas installations for the first time: https://t.co/9M4rqbVGCC",25/02/2016 16:42
This kind of obstruction is unprecedented. Tell Senate leaders: #DoYourJob https://t.co/IZgCuoWE4O,24/02/2016 19:14
Sign @OFA's petition to let the Senate know you demand a fair Supreme Court nomination process: https://t.co/PlX9s74RIs,24/02/2016 17:50
President Obama on his constitutional responsibility and the qualities he's looking for in his #SCOTUS nominee: https://t.co/CFDl6l1hhC,24/02/2016 14:46
Refusing to even consider the President's Supreme Court nominee is unprecedented. Tell the Senate: #DoYourJob. https://t.co/kSrKv5e3Ae,23/02/2016 22:59
"With more than 300 days left in President Obama's term, the Senate has no excuse to delay. #DoYourJob https://t.co/ultmGstueA",23/02/2016 18:33
Be part of the team debunking myths with facts—join the @OFA Truth Team: https://t.co/6z9PgSYuSk https://t.co/51zJn9N8qa,23/02/2016 17:19
LIVE: President Obama is delivering a statement from the Roosevelt Room. https://t.co/8yT6ov8klS,23/02/2016 15:31
A fair judicial nomination process is important for a functioning democracy—read more: https://t.co/C7DSRLXgTV,22/02/2016 22:58
Speak up for a fair nomination process and a timely vote by the Senate—sign @OFA's petition: https://t.co/HlQMqNYhVr #DoYourJob,22/02/2016 19:57
The Senate should not play political games with our Supreme Court. https://t.co/RoNN4vaw0a,22/02/2016 18:32
"""The Senate also has a constitutional duty: to consider presidential nominees expeditiously."" https://t.co/mnL8KCDwe5 (h/t @latimes)",22/02/2016 17:10
Add your name to let the Senate know: The Supreme Court is too important to be held hostage by partisan politics. https://t.co/jPIEbRS7ig,21/02/2016 18:50
Gain the skills you need to turn a desire for change into impact—apply to be an @OFA fellow today: https://t.co/q4t5Da7uyW,19/02/2016 20:01
The impact of climate change in one GIF: https://t.co/tsQOp3cIVn #ActOnClimate,19/02/2016 17:13
"The longest streak of private-sector job growth, 4.9% unemployment rate—middle-class economics is working. https://t.co/jWIZ0IZwL1",18/02/2016 20:17
It's official: January 2016 was the most abnormally warm month on record. https://t.co/nAGoY6DXuB #ActOnClimate,18/02/2016 18:30
"Read what @VP Biden has to say about our economic comeback, thanks in part to the Recovery Act: https://t.co/mKwr9m3608",17/02/2016 22:23
"In the past seven years, our economy has made real progress. https://t.co/D1XXOQVPCT",17/02/2016 20:01
"This #Valentines Day, speak up for equality: https://t.co/WAuwEmxUhm #LoveIsLove",14/02/2016 21:59
"No matter who you are or whom you love, celebrate #Valentines Day with pride. #LoveIsLove https://t.co/btFuHnIEfV",14/02/2016 19:49
Stand against discrimination—join the fight for equality. https://t.co/ZUDqZ6fbQM #LoveIsLove,13/02/2016 21:27
Retweet if you believe #LoveIsLove. https://t.co/ssMsbWMcXE,13/02/2016 15:32
Watch President Obama thank @TheEllenShow for all she's done for the LGBT community: https://t.co/Und55Vdlxy #LoveIsLove,12/02/2016 22:56
"Read President Obama's thoughts on climate change, technology, and #WomenInSTEM: https://t.co/VRyX8cxFEk https://t.co/IrcnE2T88M",12/02/2016 21:02
"Thanks to President Obama, future generations will still be able to explore—from sea to shining sea. #FindYourPark https://t.co/Zt1U8dF3vW",12/02/2016 19:20
President Obama has protected more land and water than any of his predecessors—and he's not done yet: https://t.co/KEZZOHgyij #FindYourPark,12/02/2016 17:17
"Marriage equality may be the law of the land, but there's more work to do to end discrimination. Join the fight: https://t.co/DlDQ35K8o6",11/02/2016 21:42
Show what you believe—get the #LoveIsLove tee. https://t.co/4uqGPAt4TZ https://t.co/FxaPN3Z36l,11/02/2016 20:06
"Celebrate this Valentine's Day with pride, and no matter who you love, commit to ending discrimination. #LoveIsLove https://t.co/mn6BZWEe1y",11/02/2016 18:25
"""The fact is we’ve gotten a heck of a lot done these past seven years, despite the gridlock."" —President Obama https://t.co/hrw7PNSEX1",11/02/2016 17:09
"LIVE: President Obama is speaking in Springfield, Illinois. https://t.co/FZPraej5FL",10/02/2016 20:57
"Tune in at 4:25 p.m. ET to watch President Obama speak to supporters in Springfield, Illinois: https://t.co/mE04l0NorZ",10/02/2016 19:31
Join the @OFA Truth Team and spread the facts on issues that matter: https://t.co/4EOm2PAXq0 https://t.co/19qvZpVawl,10/02/2016 17:42
Say cheese. #NationalPizzaDay https://t.co/cqNblFDAta,09/02/2016 22:32
An increase in solar jobs is good for our economy and our environment. #ActOnClimate https://t.co/g22J3tMhVp,09/02/2016 19:13
Good news: 2015 was another great year for clean energy growth. https://t.co/IoCSX8ybwm #ActOnClimate,09/02/2016 16:38
Criminal justice reform is overdue. Speak up for fairness—add your name: https://t.co/A1b1B574uJ #FixTheSystem,08/02/2016 20:12
We need to #FixTheSystem. https://t.co/hXk84oRzMQ,08/02/2016 18:30
"Health care marketplace enrollment numbers are in, and it's good news. Take a look: https://t.co/dfmjlkF6Mz #Obamacare",08/02/2016 16:31
"""The budget I will send to Congress this Tuesday will double funding for clean energy research."" —President Obama https://t.co/Af3mGt8i15",06/02/2016 17:04
"In the weekly address, President Obama discusses how the private-sector is helping in the fight to #ActOnClimate: https://t.co/aDoLLR6Btl",06/02/2016 16:04
Last year was the second-best year for job creation since the late 1990s—but there's more work to do. https://t.co/Ogiw7piGBf,05/02/2016 22:49
The economy continues a record-breaking streak of 71 straight months of private-sector job growth. Read more: https://t.co/m8n78oUWXI,05/02/2016 21:27
LIVE: President Obama is delivering a statement on the economy. https://t.co/aTTvy2tJ7l,05/02/2016 17:32
Middle-class economics is working. https://t.co/zpPv4MAvcd,05/02/2016 16:35
"Stand up for a smarter, fairer criminal justice system—add your name now: https://t.co/Pf4n6oKmep #FixTheSystem",04/02/2016 21:35
It's time to #FixTheSystem. https://t.co/XeiehW2uwA,04/02/2016 18:59
Check out President Obama's message to @OFA supporters on the importance of keeping up the fight for progress: https://t.co/i8QOuIqdnS,04/02/2016 17:03
"Everyone has to pitch in to #StopGunViolence, including the private sector. Check out what @Facebook just did. https://t.co/HkItN7vgXT",03/02/2016 21:39
Progress is not inevitable—it depends on hard work. Say you'll fight for it: https://t.co/rOxOANt7PM https://t.co/EodCkOME1i,03/02/2016 19:38
LIVE: President Obama is speaking in Baltimore. https://t.co/ixuvqhb0Vr,03/02/2016 18:04
"More than 60 attempts later, and Congress is still wasting time and money trying to repeal or dismantle #Obamacare. https://t.co/VKIifwW9av",02/02/2016 22:52
Show your organizing pride. https://t.co/dsQVnkKlG5 https://t.co/1U7d0ViQNm,02/02/2016 18:51
"No fluff, just facts—that's the Truth Team way. Join now: https://t.co/i3kGrLda30 https://t.co/GVbxLLMVJl",02/02/2016 16:49
There's just a few hours left to #GetCovered for 2016: https://t.co/tQKL0kjbds https://t.co/t2zU5dfywk,31/01/2016 22:41
Spread the word: Today is the last day to #GetCovered for 2016. https://t.co/D9YMF4m5vt #AreYouCovered,31/01/2016 18:55
TODAY: The last day to check out your options and #GetCovered. Don't miss it. https://t.co/kt3fMxZbdi https://t.co/10CLJ5fooh,31/01/2016 17:40
The end of the open enrollment is right around the corner—make sure your friends know how to #GetCovered: https://t.co/XDUoYotwsb,30/01/2016 23:07
"Have a worry-free weekend, and take care of this right now: https://t.co/BHUeP88GRc #GetCovered https://t.co/loHWJlPGNx",30/01/2016 16:35
There's still time to #GetCovered—but hurry: https://t.co/yJPJkNBxDk https://t.co/0q8gqfaRaP,30/01/2016 15:12
Just two days left to get #GetCovered for 2016. https://t.co/X4GbVCHO9l https://t.co/rbFDLwcqrQ,29/01/2016 22:23
Check out what President Obama is doing to help advance #EqualPay for women. https://t.co/u2WvUyEJhi,29/01/2016 20:30
Add your name if you agree that equal work deserves #EqualPay: https://t.co/lkIn7LW3t2,29/01/2016 19:12
"Seven years ago, President Obama signed the Lilly Ledbetter Fair Pay Act—a step forward. But the fight isn't over. https://t.co/cNtuGPmQaj",29/01/2016 17:54
LIVE: President Obama is speaking about the importance of #EqualPay for women. https://t.co/UQ4VD8sSTc #StandWithWomen,29/01/2016 17:17
Tune in at 12:10 p.m. ET to watch President Obama speak on the anniversary of the Lilly Ledbetter Fair Pay Act. https://t.co/rte64mhVUa,29/01/2016 16:11
Join the team that's fighting misinformation with facts: https://t.co/Qd7xprsbtR https://t.co/30tPd0bTni,29/01/2016 00:07
Don't miss this deadline: https://t.co/jnKHuG9dCY #GetCovered https://t.co/p8VNB2yZj6,28/01/2016 22:00
The open enrollment period ends on Sunday—talk to your friends about how they can #GetCovered: https://t.co/kWeRXI249K,28/01/2016 18:22
Preventive care is free under Obamacare. Check out your options and #GetCovered. https://t.co/PJsCSE6iVO https://t.co/cu0hnm3kSf,28/01/2016 16:53
"Retweet to spread the word, and make sure your friends #GetCovered. https://t.co/rLJpf9uwA8 https://t.co/WNTBu0LyNX",27/01/2016 22:46
It's not too late—get your vintage tee today. https://t.co/tQoE4iDZTk https://t.co/lEPEAJzcs9,27/01/2016 20:53
Scientists agree climate change is man-made—and we can do something about it. https://t.co/8nUjWGSP7f #ActOnClimate,27/01/2016 18:10
"""In our criminal justice system, the punishment should fit the crime."" —President Obama https://t.co/eKF7oIwbRy",27/01/2016 15:56
Before Sunday: #GetCovered. https://t.co/GJghRxqGRj https://t.co/cbpfaOxhYV,26/01/2016 23:27
"Last night, President Obama banned the use of solitary confinement for juveniles in federal prisons. Read more: https://t.co/A1qQL1clRt",26/01/2016 21:54
Health care reform has helped millions—join the team that's fighting to protect it. https://t.co/DPtvgfEfMA https://t.co/8gpeGqnUCB,26/01/2016 20:06
A new study confirms that the #TPP will raise wages for American workers and grow our economy. https://t.co/Yidp3pWnX3,26/01/2016 18:39
Time's running out to #GetCovered before the January 31 deadline. Check out your options: https://t.co/vZQTajuEKR https://t.co/81GzIQY83h,25/01/2016 23:00
Take a look at President Obama's latest common-sense step to help fight climate change: https://t.co/rQ0dK9U4Em #ActOnClimate,25/01/2016 20:52
Join the millions who've enrolled in the new marketplace. The deadline is January 31: https://t.co/n4c40resJs https://t.co/K6AaIR0xe7,25/01/2016 18:46
Fifteen of the 16 hottest years ever recorded have been in the 21st century. See for yourself: https://t.co/zO0lZfW3Kc #ActOnClimate,25/01/2016 16:20
"""If you haven’t looked at your new coverage options, you’ve still got time to get covered."" —President Obama https://t.co/YlrvNmY65K",23/01/2016 20:54
"In the weekly address, President Obama encourages people to check out their health care options and #GetCovered: https://t.co/spW5qkgT4q",23/01/2016 19:15
Extreme voices in Congress have tried to dismantle #Obamacare more than 60 times—join the team that's fighting back: https://t.co/6gxO4bMTwA,22/01/2016 21:56
Check ups: covered under Obamacare. https://t.co/lXbjvJra3n #GetCovered https://t.co/0rTsMXDNfC,22/01/2016 20:22
97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate https://t.co/UaCZus7uv6,22/01/2016 18:33
"""The government should not intrude on private decisions made between a woman and her doctor."" —President Obama #Roe43",22/01/2016 17:16
LIVE: President Obama is speaking at the U.S. Conference of Mayors. https://t.co/dCEpT6gc4K,21/01/2016 22:03
Be prepared for the cold. #GetCovered today: https://t.co/ObT9sKM0sn https://t.co/MRgSnD7lOp,21/01/2016 21:04
Get the peace of mind that comes with having health insurance—#GetCovered today: https://t.co/jsKJcmD7fm https://t.co/D4K9sj83xh,21/01/2016 19:01
"Fighting climate change: ✔
Creating jobs: ✔
The solar industry is booming. https://t.co/8GYjQkeaTU",21/01/2016 17:57
"""The American auto industry is all the way back."" —President Obama #MadeInAmerica https://t.co/QnksUHjMuu",21/01/2016 16:25
It's official: Last year was the hottest year on record—by a very wide margin. https://t.co/RbbvWHIeG6 #ActOnClimate,20/01/2016 23:13
LIVE: President Obama is speaking in Detroit about the progress of the American auto industry. https://t.co/zxyBfHlwEc,20/01/2016 20:50
Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry: https://t.co/OJXlzUx8bN,20/01/2016 19:26
Shop around: https://t.co/4qWv5nK5RK #GetCovered https://t.co/2f9AwU6kVU,20/01/2016 17:45
Read how @OFA organizers are sharing their personal stories to help #StopGunViolence: https://t.co/0SQPvAfhjf,20/01/2016 16:04
American diplomacy has helped make the world safer and more secure through the #IranDeal. Read how: https://t.co/BfksIZpjJe,19/01/2016 18:35
"Because of American diplomacy, all of Iran's pathways to a nuclear weapon have been blocked. #IranDeal https://t.co/viKHWJecue",19/01/2016 15:58
"""It is our mission to fulfill his vision of a nation devoted to rejecting bigotry in all its forms."" —President Obama #MLKDay",18/01/2016 16:38
"Happy birthday, @FLOTUS. Thank you for all you do. https://t.co/ITj9tbXk68",17/01/2016 22:06
"""That’s when America works best—when everyone has opportunity; when everyone has some security."" —President Obama https://t.co/Yy9JeoCN2I",16/01/2016 16:57
"In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system. https://t.co/fMYh94fg1w",16/01/2016 15:40
President Obama announced a pause on new coal leases on federal lands—a step forward in the fight to #ActOnClimate: https://t.co/boMQbHvImy,15/01/2016 23:37
"LIVE: President Obama is answering questions from @smartereveryday, @sWooZ1e, and @ingridnilsen. https://t.co/OOb1kkF5r7 #YouTubeAsksObama",15/01/2016 19:19
Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators: https://t.co/lkj0ZdiRBM,15/01/2016 18:50
America now has the lowest uninsured rate on record thanks to #Obamacare. Repealing it doesn't make sense. https://t.co/qBMYaHA1pk,15/01/2016 18:22
ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far. https://t.co/cWb4OaWwuD,15/01/2016 17:30
DEADLINE: Check out your options today for coverage that begins on February 1. https://t.co/NAoDBeHUgQ #GetCovered https://t.co/v9IBRrs3ur,15/01/2016 16:11
Check out what @VP Biden told a group of @OFA supporters yesterday: https://t.co/NjCc5vq34H,14/01/2016 22:36
Solar energy jobs have doubled in just five years. https://t.co/pBDPEYCuML #ActOnClimate,14/01/2016 20:37
"""That’s the country we love. Clear-eyed. Big-hearted. Undaunted by challenge."" —President Obama #SOTU https://t.co/RPQCGgX0oN",14/01/2016 17:31
LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward. https://t.co/6A5NKzELJX,14/01/2016 16:13
"Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana: https://t.co/4oJ9cvg1qy",14/01/2016 15:26
LIVE: President Obama is speaking in Omaha about moving our country forward. https://t.co/CnQqF3c0F9,13/01/2016 22:31
LIVE: @VP Biden is speaking with @OFA supporters on the work ahead in 2016. https://t.co/k5iTk6DCbZ,13/01/2016 20:20
RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92,13/01/2016 19:28
Missed President Obama's final #SOTU last night? Check out his full remarks. https://t.co/7KHp3EHK8D,13/01/2016 18:35
Fired up from the #SOTU? RSVP to hear @VP talk about the work ahead with @OFA supporters: https://t.co/EIe2g6hT0I https://t.co/jIGBqLTDHB,13/01/2016 17:32
Fired up and ready to go? Join the movement: https://t.co/stTSEUMkxN #SOTU,13/01/2016 03:13
"""I believe in change because I believe in you."" —President Obama #SOTU",13/01/2016 03:12
"""I can promise that a year from now, when I no longer hold this office, I’ll be right there with you as a citizen."" —President Obama #SOTU",13/01/2016 03:09
"""Our collective future depends on your willingness to uphold your obligations as a citizen."" —President Obama #SOTU",13/01/2016 03:06
"""Democracy breaks down when the average person feels their voice doesn’t matter."" —President Obama #SOTU",13/01/2016 03:04
"""Our public life withers when only the most extreme voices get all the attention."" —President Obama #SOTU",13/01/2016 03:03
"""Democracy grinds to a halt without a willingness to compromise."" —President Obama #SOTU",13/01/2016 03:03
"""Democracy does require basic bonds of trust between its citizens."" —President Obama #SOTU",13/01/2016 03:02
"""The future we want ... is within our reach. But it will only happen if we work together."" —President Obama #SOTU",13/01/2016 03:01
"""We need to reject any politics that targets people because of race or religion."" —President Obama #SOTU",13/01/2016 03:00
President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU,13/01/2016 02:54
"""Our troops are the finest fighting force in the history of the world."" —President Obama #SOTU",13/01/2016 02:47
"""The United States of America is the most powerful nation on Earth. Period."" —President Obama #SOTU",13/01/2016 02:46
"""We’ve got to accelerate the transition away from old, dirtier energy sources."" —President Obama #SOTU",13/01/2016 02:45
"""Gas under two bucks a gallon ain’t bad, either."" —President Obama #SOTU",13/01/2016 02:45
"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" —President Obama #ActOnClimate #SOTU",13/01/2016 02:44
"""Seven years ago, we made the single biggest investment in clean energy in our history."" —President Obama #SOTU",13/01/2016 02:44
"""Why would we want to pass up the chance for American businesses to produce and sell the energy of the future?"" —President Obama #SOTU",13/01/2016 02:43
"""If anybody still wants to dispute the science around climate change, have at it. You’ll be pretty lonely."" —President Obama #SOTU",13/01/2016 02:42
Global action on climate change is happening—show your support today: https://t.co/UXy7xHlyA5 #ActOnClimate #SOTU,13/01/2016 02:41
We have the responsibility to lead on climate change. #ActOnClimate #SOTU https://t.co/VnoqXVDdFw,13/01/2016 02:40
"""America is every immigrant and entrepreneur, from Boston to Austin to Silicon Valley."" —President Obama #SOTU",13/01/2016 02:39
"""That spirit of discovery is in our DNA. America is Thomas Edison and the Wright Brothers and George Washington Carver."" —President Obama",13/01/2016 02:38
"""Workers and start-ups and small businesses need more of a voice, not less."" —President Obama #SOTU",13/01/2016 02:37
"""Food Stamp recipients didn’t cause the financial crisis; recklessness on Wall Street did."" —President Obama #SOTU",13/01/2016 02:36
"""I believe a thriving private sector is the lifeblood of our economy."" —President Obama #SOTU",13/01/2016 02:35
"""America is about giving everybody willing to work a chance."" —President Obama #SOTU",13/01/2016 02:34
"""Parties should work together to improve job security."" —President Obama #SOTU",13/01/2016 02:34
And counting. #SOTU https://t.co/kVX2JS964s,13/01/2016 02:33
"""Social Security and Medicare are more important than ever. We shouldn’t weaken them, we should strengthen them."" —President Obama #SOTU",13/01/2016 02:31
Share the facts. #SOTU https://t.co/aUpUmMys5j,13/01/2016 02:30
"""We have to make college affordable for every American."" —President Obama #CollegeOpportunity #SOTU",13/01/2016 02:30
"""We should recruit and support more great teachers for our kids."" —President Obama #SOTU",13/01/2016 02:28
"""Real opportunity requires every American to get the education and training they need to land a good-paying job."" —President Obama #SOTU",13/01/2016 02:28
Students should be able to get an education without taking on decades' worth of student loan debt. #SOTU https://t.co/taytxY39tM,13/01/2016 02:27
"""Everybody that works hard deserves a fair shot."" —President Obama #SOTU #RaiseTheWage",13/01/2016 02:26
"""For the past seven years, our goal has been a growing economy that also works better for everybody."" —President Obama #SOTU",13/01/2016 02:25
"""Our auto industry just had its best year ever."" —President Obama #SOTU",13/01/2016 02:24
"""More than 14 million new jobs; the strongest two years of job growth since the ‘90s; an unemployment rate cut in half."" —President Obama",13/01/2016 02:23
Middle-class economics works. #SOTU https://t.co/rit5WnqxH1,13/01/2016 02:23
"""A basic: the United States of America, right now, has the strongest, most durable economy in the world."" —President Obama #SOTU",13/01/2016 02:22
Change only happens when you organize. #SOTU https://t.co/uhkhAX8XSB,13/01/2016 02:21
"""We made change work for us, always extending America’s promise outward, to the next frontier, to more people."" —President Obama #SOTU",13/01/2016 02:19
"""I want to focus on our future."" —President Obama #SOTU",13/01/2016 02:16
"President Obama: I’ll keep pushing for progress on immigration, gun violence, equal pay, paid leave, raising the minimum wage. #SOTU",13/01/2016 02:15
"""Who knows, we might surprise the cynics again."" —President Obama #SOTU",13/01/2016 02:14
"""I hope we can work together this year on some bipartisan priorities like criminal justice reform."" —President Obama #SOTU",13/01/2016 02:13
LIVE: President Obama is delivering his final State of the Union address now. https://t.co/j6HHsQPFiV #SOTU,13/01/2016 02:06
Tune in for President Obama's final State of the Union at 9 p.m. ET tonight. https://t.co/xq5NS39Vbq #SOTU https://t.co/44W691pswA,13/01/2016 01:04
The stage is set—tune in tonight. https://t.co/g8EVviXytY #SOTU https://t.co/yIFbuvxVgl,13/01/2016 00:06
"""It’s the last time we’ll do this, but we’re not even close to done working."" —@VP Joe Biden on the #SOTU https://t.co/HXa8ssKp2m",12/01/2016 21:14
The last seven years have been packed with progress. See how far we've come: https://t.co/IS0ZOCq3pI,12/01/2016 19:27
One last time. #SOTU https://t.co/Fu9YeOQG9D,12/01/2016 17:42
Tonight—it's going to be a good time. Don't miss the State of the Union. https://t.co/yC2x4ODfBa #SOTU https://t.co/9FUNGoRp8Z,12/01/2016 15:57
"Get ready for President Obama's final #SOTU, and add your voice to the conversation: https://t.co/4Gn620lpP7 https://t.co/tNou5dUMo8",11/01/2016 22:58
President Obama's last State of the Union address—it's only a day away. https://t.co/Mav5KTivxG #SOTU https://t.co/To0pptxXwb,11/01/2016 18:07
January 12—don't miss it. https://t.co/LLcwp8pVP7 #SOTU https://t.co/0jKS1vVV4y,11/01/2016 00:40
Another milestone to celebrate for wind power—and plenty of room to grow. https://t.co/YP7rHbfcY7,10/01/2016 22:38
Tuesday: https://t.co/DYvFziQN3t #SOTU https://t.co/pZNbyXsBA7,09/01/2016 22:34
"""Today, the American auto industry is back."" —President Obama https://t.co/jk7Yn3ziMZ",09/01/2016 19:15
"In the weekly address, President Obama discusses the incredible progress made in the American auto industry: https://t.co/jHjeSCGcf4",09/01/2016 18:02
Get ready—this one is going to be good. https://t.co/nYzRd11fdn #SOTU https://t.co/8l51Ojr0PL,08/01/2016 23:13
Read President Obama's @NYTimes op-ed on how we all play a part in efforts to help #StopGunViolence in America: https://t.co/etwJWaBpvK,08/01/2016 22:29
ICYMI: Listen to what President Obama said to @OFA supporters on a call about steps forward to #StopGunViolence. https://t.co/uPnVrKhT1z,08/01/2016 21:23
This doesn't have to be the new normal—join the fight to help #StopGunViolence: https://t.co/y1PJ1LMUNO https://t.co/rvcljpGJOW,08/01/2016 19:29
Happening now: President Obama is speaking to @OFA supporters on how everyone can help #StopGunViolence. https://t.co/Z4xqKJ2QHv,08/01/2016 19:11
The December jobs report shows big gains in employment and higher wages for American workers. Read more: https://t.co/PtfVdBp6Gr,08/01/2016 17:32
"The economy added 292,000 jobs in December—a record-breaking 70 consecutive months of private-sector job growth.",08/01/2016 14:42
"If you agree with common-sense steps to help curb gun violence, add your name: https://t.co/5QwlB9yiBi #GunsInAmerica",08/01/2016 02:15
Don't miss President Obama's town hall event on how to #StopGunViolence in America—tune in at 8 p.m. ET on @CNN. https://t.co/IHqRfQQgkQ,07/01/2016 23:52
Almost time for President Obama's last #SOTU—join the conversation: https://t.co/41CyXERYGR https://t.co/Ha49hn81S8,07/01/2016 20:06
Watch what President Obama has to say about his final #SOTU. https://t.co/vPX1syTKuv,07/01/2016 18:16
Don't miss this: https://t.co/vc7OAB1bXm #SOTU https://t.co/yVckdjPstM,07/01/2016 16:25
Twelve more months of progress to go—say you'll tune in: https://t.co/H4l5Of1PLa https://t.co/8RyGiLE2Po,06/01/2016 20:00
Read how President Obama's common-sense actions could help #StopGunViolence in America: https://t.co/lUlXKUPKvP,06/01/2016 18:05
Congress can—and should—take action to help #StopGunViolence. Add your name if you agree: https://t.co/FM0LDirQGV,06/01/2016 16:42
"""The constant excuses for inaction no longer do."" —President Obama #StopGunViolence https://t.co/JfNhMyE0r4",05/01/2016 22:45
President Obama's common-sense actions will help #StopGunViolence. Now Congress needs to step up. https://t.co/DPkaaIp4p7,05/01/2016 18:33
Add your name if you think it's time for Congress to stand up to the gun lobby and help #StopGunViolence. https://t.co/Zyaa4b6QNk,05/01/2016 17:28
LIVE: President Obama is talking about how to make our communities safer by reducing gun violence in America. https://t.co/GGThaBxkO3,05/01/2016 16:43
Tune in at 11:40 a.m. ET to watch President Obama announce steps to help #StopGunViolence: https://t.co/AFhiFlpe74,05/01/2016 15:55
This is it—President Obama's final #SOTU. Say you'll be watching: https://t.co/W8niWpEVnX https://t.co/NmLWydsePO,04/01/2016 22:06
Start the new year off the right way and #GetCovered now: https://t.co/RmWOZyd6UQ https://t.co/d6O8TLuspK,04/01/2016 17:26
"""We know that we can’t stop every act of violence. But what if we tried to stop even one?"" —President Obama https://t.co/tdBzeGr8kC",01/01/2016 23:37
"Hello, 2016. https://t.co/Qvt6vOY1B3",01/01/2016 18:09
Ring in the new year with the one you love. https://t.co/lWjSZtN9N7,01/01/2016 01:25
FINAL CALL: Help make 2016 a year full of progress. Chip in today. https://t.co/xJKOZ4qAD7 https://t.co/tGQEwhpU1B,01/01/2016 00:24
You don't want to miss this. Say you'll tune in for President Obama's final #SOTU: https://t.co/0nLa9bR8wb https://t.co/JkidFquqS7,31/12/2015 23:25
LAST CALL: You could be going on a seven-day cruise to Alaska—but only if you enter today. https://t.co/L1a5XkmNoq https://t.co/OLUPeoJpLH,31/12/2015 22:25
Thinking of ways you can help out over the next year? Look no further: https://t.co/BhXZzzrqqt https://t.co/dYSv2HwKjW,31/12/2015 20:25
DEADLINE: Chip in to help fund the fight for more progress in 2016. https://t.co/ezVFTh8LJ2,31/12/2015 19:24
You and a friend could be heading north. Enter now to win a cruise to Alaska: https://t.co/R3Zhuc2Jt4 https://t.co/P8NjsWwpAg,31/12/2015 18:15
TONIGHT: Come in with the clutch contribution before the deadline. https://t.co/kmfpf4CbDf https://t.co/fdDYhGu9ng,31/12/2015 16:54
Global climate action became a reality this year—keep the progress going in 2016: https://t.co/LoFVusJz5p https://t.co/0Xqt4gJM3G,30/12/2015 22:08
